Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,Compound formula,mz_y,rt_y,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
639,355.2246,9.12,1318472904.7205334,1216971398.3471532,1336150425.1054833,1287990715.4726095,1267759741.379284,1047082573.5058272,1118989569.6820478,1093547159.0427518,1216782303.2995434,1180706472.3970249,C19H26N6O,355.2246,9.12,1.08,0.217,1/1,1285469037.0050128,3.6216960073629907,1131421615.5854392,5.99737827584709,0.8801624800092538,0.8149652592678275
640,306.1353,6.47,446590974.60594445,512557786.6331684,259293753.3876585,533336978.7726033,509688013.7781711,28638879.10790361,2091953.3872661728,171739719.6290264,164642291.16002297,43099610.79089698,C17H15N5O,306.1353,6.47,1.0,0.945,1/1,452293501.4355092,24.91014476777536,82042490.81502323,97.56547585720564,0.18139215035067524,0.18139215035067524
641,419.2447,6.31,1077263905.938459,1063912665.9199244,860179150.3453429,1088054962.257907,1035385186.8976223,877973798.031207,757150148.975625,854901270.2300851,804335261.7584666,668958410.3840581,C25H30N4O2,419.2447,6.31,0.89,0.001,1/1,1024959174.271851,9.19071819021568,792663777.8758885,10.527066035431526,0.7733613179656749,0.8689453010850279
642,429.0825,5.21,151433570.07070127,148469894.90098816,137342939.29752365,145410357.2684857,153558790.4086622,166785430.08059865,137822847.2731233,167650751.06238115,160385106.09554282,133875075.6617452,C17H21ClN4O3S2,429.0825,5.21,1.11,0.043,1/1,147243110.38927218,4.299677012284925,153303842.03467822,10.592935510234545,1.0411613937615354,0.9379832376230047
643,365.2204,3.17,19037448.19391844,14453599.517789414,18074519.975082465,19340141.598598626,19199295.770089865,21011406.955190632,21864801.692495696,20844828.6934711,20118562.260797832,19471602.67100627,C19H24N8,365.2204,3.17,1.13,0.035,1/1,18021001.011095762,11.402954690560657,20662240.454592306,4.4056403778742865,1.1465645244606721,1.0146588712041347
644,570.2449,13.2,204462420.87040445,200827994.10264745,175507900.2423668,191477195.7698708,193624981.240732,259728256.8103653,253842232.6177064,225320051.06951952,203653431.73201695,161780883.7920161,C28H30F3N7O3,570.2449,13.2,1.14,0.082,1/1,193180098.44520432,5.794378595771304,220864971.20432487,18.11750064398546,1.143311205356764,1.0029045661024247
646,538.1702,13.65,229660683.14740255,220130578.6640167,137831361.575153,238383810.1838581,207145653.09166172,266199577.75577456,209212908.8553967,265872004.5017004,246955904.7053844,168746892.32048106,C25H27N7O3S2,538.1702,13.65,1.08,0.038,1/1,206630417.33241838,19.440484649146313,231397457.62774745,18.15443975188381,1.1198615412729138,1.0369088345119573
647,380.1434,14.8,307307358.2901472,309548807.158126,176889702.73111102,362100336.1382735,304498462.1830673,284428878.30749327,149099130.98964304,348075081.3771448,375586932.6891791,270709674.5033574,C21H21N3O2S,380.1434,14.8,0.97,0.701,1/1,292068933.30014503,23.51196280926698,285579939.57336354,30.7549248545326,0.9777826636559355,1.008023364593748
648,279.1707,9.48,1033226444.2577466,913919573.3793966,966673154.9658028,933027838.4299356,919711616.2525382,665507590.0440024,762952291.5288547,606638204.8541849,644027321.3904451,702001108.6931158,C15H22N2O3,279.1707,9.48,0.72,0.0,1/1,953311725.457084,5.154149071854124,676225303.3021206,8.804714289052093,0.7093433189210918,0.985199054057072
649,614.269,9.16,74814756.18898977,81612596.127207,50982866.19765523,80577307.07561018,79307171.44668375,86084040.33969143,61417235.971679546,110068610.57469226,107106445.98139653,77800840.4630222,C30H40ClN7O3S,614.269,9.16,0.95,0.37,1/1,73458939.40722919,17.46463218982876,88495434.6660964,23.055842253281224,1.2046925177548569,1.2680973871103758
650,440.0284,20.95,83162774.74133447,70347735.61646777,73218759.82395379,89280188.1890726,73832266.91972834,70672557.53562924,72981830.41917636,70783691.37552911,83090493.99920362,81300682.68620953,C17H18BrN3O4S,440.0284,20.95,1.0,0.99,1/1,77968345.0581114,10.193809379215395,75765851.20314959,7.886044125023843,0.9717514351071547,0.9717514351071547
651,569.2495,13.29,304334539.81017834,298518429.2363093,251107174.94420987,333283568.1924367,346817920.8246946,360582128.582925,309223102.2731288,363380901.3184055,306318094.9378091,238062650.7642053,C29H31F3N6O3,569.2495,13.29,1.18,0.006,1/1,306812326.6015657,12.062975358484989,315513375.57529473,16.196127678431534,1.028359515636503,0.8714911149461891
652,348.057,27.85,1247870531.393339,1021844965.4008234,1085273420.530587,1060023500.8389004,1223450279.9207983,968518252.1932642,989451089.0027294,989420514.4013784,996290455.7354906,1177651191.2345295,C14H7F6N3O,348.057,27.85,0.96,0.577,1/1,1127692539.6168895,8.999094875917118,1024266300.5134785,8.433032658037469,0.908285072863435,0.9461302842327448
653,316.0853,7.21,778063070.0938549,748787011.8466833,683861455.7038777,768995153.8207037,773106848.3116494,789983536.649397,748816422.5335252,750169673.0770433,778713210.7770107,703973029.6027911,C16H14ClN3O2,316.0853,7.21,1.03,0.085,1/1,750562707.9553537,5.184333468468137,754331174.5279535,4.421312916781834,1.0050208550633506,0.9757484029741268
654,403.09,5.82,299195160.1613896,262269438.76133692,78465499.74190573,243705540.31658268,217781789.89822423,76884652.61211315,13963850.447621804,79906453.02825837,11186751.342702586,1557284.915822708,C18H18N4O3S2,403.09,5.82,1.03,0.632,1/1,220283485.77588782,38.42411891547524,36699798.46930373,104.51054195437735,0.16660258639016362,0.16175008387394527
655,446.1979,6.58,309715369.67391217,302049061.0724138,295671661.2190978,306983633.1350186,296360683.3438203,363767410.3692235,374895508.3736042,339465939.84424454,340142735.7100024,335088115.2340391,C20H27N7O3S,446.1979,6.58,1.21,0.0,1/1,302156081.68885255,2.0674338326613273,350671941.9062227,5.015951268576701,1.160565559184507,0.9591450902351297
656,406.1337,31.83,138625.98970953238,79198.4814428019,73269.37273488361,113623.06918507422,111646.00822768468,1560963955.189596,1456648693.8111362,1548580653.74932,1546305887.229653,1645364797.0211828,C21H19N5O2S,406.1337,31.83,0.98,0.735,1/1,103272.58425999535,26.10341955845784,1551572797.4001777,4.315361658396729,15024.053174596598,15330.666504690407
657,416.1723,6.26,311751302.01160586,299664377.03054976,343315498.6512596,309478353.92548394,315086968.6951212,326617309.01189375,287773277.5563853,335551730.81811833,335767319.64123553,343763368.3387001,C23H21N5O3,416.1723,6.26,1.08,0.008,1/1,315859300.0628041,5.188484653159729,325894601.0732666,6.79891146387224,1.0317714280012245,0.9553439148159485
658,377.0728,27.62,464294739.1525852,393388358.3011305,400875792.3594495,401635562.3587254,461661821.65618753,422375763.1119272,414907955.309014,419221601.7169062,426773025.9767804,473963264.6934511,C18H17ClN2O3S,377.0728,27.62,1.01,0.902,1/1,424371254.76561564,8.342351063145486,431448322.1616157,5.599676596938244,1.0166765946480254,1.0066104897505201
659,384.0841,24.53,135009739.40688038,141137306.5731128,127137855.77659732,140167251.2222905,135586042.21875653,135205234.5459388,138390327.80465177,133744810.98963326,133018019.69097616,130944943.6973758,C19H17N3O2S2,384.0841,24.53,1.06,0.016,1/1,135807639.0395275,4.087532602895987,134260667.34571517,2.065133107418164,0.9886090966255434,0.932650091156173
660,580.2931,28.11,321142275.08164793,274665771.3783942,260595308.18020645,280514082.900318,289964502.59964126,282518183.74373853,279014235.3357465,282649480.6400717,281273188.3919499,318653511.9616096,C34H37N5O4,580.2931,28.11,0.92,0.163,1/1,285376388.02804154,7.938086767792855,288821720.0146233,5.7960240168046955,1.0120729399176613,1.100079282519197
661,400.1,15.3,791774651.155541,801850744.3481925,816891737.0039486,893423489.4078722,813485197.7793874,651135095.5727649,636220269.823953,597751973.7593634,674734794.929979,638672793.1654428,C19H18ClN5OS,400.1,15.3,0.81,0.006,1/1,823485163.9389883,4.89838483065862,639702985.4503007,4.373539745378499,0.7768239349819009,0.9590418950393839
662,383.0467,12.77,6253930.083617404,6836401.372164281,7396240.004879151,6570187.876470275,6827082.039412631,7738558.803173843,7610168.634525249,6996755.522909556,6515512.273458087,6585120.893029692,C20H12N2O3S,383.0467,12.77,0.95,0.147,1/1,6776768.275308749,6.198821464459994,7089223.225419285,7.994567035705299,1.0461067779532864,1.101165029424512
663,396.1724,10.12,453754173.568692,404314751.2663589,409516532.2799296,489363773.34340346,402620558.4693171,450740052.6925742,450440819.2543965,449729528.9895994,443932418.8587102,430834220.9939489,C22H22FN3O3,396.1724,10.12,0.99,0.819,1/1,431913957.7855402,8.891187547634047,445135408.15784585,1.901707053535881,1.0306113061038664,1.0410215213170368
666,461.1593,25.84,187931.4497758505,241449.52984807504,142572.27774448472,185840.63011294568,195593.4347634985,398673510.78511214,330252077.72630584,364352533.8757035,239586137.7030605,123453370.05063088,C26H19F3N4O,461.1593,25.84,0.98,0.601,1/1,190677.4644489709,18.443451719382587,291263526.02816254,38.08886292119243,1527.5193996829682,1558.6932649826206
667,570.1933,3.56,32433475.436918437,29869291.22418757,45085838.14444153,17256774.042676345,40360328.319033206,66302001.70089686,62098690.16474846,58269270.52844855,74009252.63282561,69855375.99595681,C29H27N7O4S,570.1933,3.56,1.03,0.436,1/1,33001141.433451414,32.43208856587794,66106918.204575256,9.386992040813343,2.003170658138702,1.9448258816880601
668,478.9843,31.21,175336443.35350937,109258394.06968062,126916828.20834804,141407139.12810364,168131890.77299047,208663250.6065706,207244105.71207815,207038699.77391705,213397998.1387616,245794847.8073978,C17H14ClF2IN2O2,478.9843,31.21,0.94,0.498,1/1,144210139.10652643,19.20957306613871,216427780.40774503,7.677460940700128,1.5007806091073266,1.5965751160716242
669,281.0327,18.21,49330629.83413976,49397256.25927612,50861983.05504502,49139089.91113777,49441039.40655098,56162340.413933165,42451970.76494704,43854314.3926452,55709427.491991945,42330216.97382621,C12H9ClN2O4,281.0327,18.21,1.07,0.335,1/1,49633999.69322993,1.4024560697701256,48101654.007468715,14.923521207138796,0.9691270964413085,0.905726258356363
670,486.2623,3.91,298033143.4223149,251669926.8176061,299135776.35622853,289843068.1469927,323254604.1264883,234613597.44500363,234779051.4833759,266851019.38854277,290446936.84755105,282289149.6402946,C27H31N7O2,486.2623,3.91,0.85,0.003,1/1,292387303.7739261,8.876821384228888,261795950.96095356,9.98852573292857,0.8953738674076431,1.0533810204795802
671,380.1975,3.48,112349831.791832,113165142.93498546,126464353.84397344,117113288.22768192,126452549.0543626,124262568.62153237,126852929.4066397,138002115.62263507,121552969.74915884,122686755.54881056,C22H25N3O3,380.1975,3.48,1.09,0.039,1/1,119109033.17056708,5.832234940962663,126671467.78975531,5.240982965351183,1.0634916967914485,0.975680455771971
672,394.2106,5.17,161450262.3294726,133105132.80624656,178938301.77288595,167956319.10816127,195527918.42773655,212661632.820284,199072287.1604728,239138402.27419823,217147087.7056812,201206046.1889207,C19H23N9O,394.2106,5.17,1.01,0.617,1/1,167395586.88890058,13.805202343672999,213845091.2299114,7.504072718957927,1.2774834462741187,1.2648350953209095
673,369.1023,22.19,197513830.29842263,169797937.63633043,173693656.071099,176336302.41477674,173331143.71312806,178912460.40785307,177342337.37545887,177340835.8034178,174555771.07102233,197955017.4546948,C18H16N4O3S,369.1023,22.19,1.03,0.67,1/1,178134574.02675137,6.220130274374084,181221284.42248935,5.2340837008078545,1.017327969107639,0.9876970573860572
674,370.188,21.36,399011030.6395725,345773378.35881823,358100958.27996254,335150454.1748384,340737251.2111255,357030937.6227893,361289296.8592799,346913792.3382471,315954086.5123844,399073287.2741537,C19H23N5O3,370.188,21.36,0.96,0.406,1/1,355754614.53286344,7.202639455811512,356052280.1213709,8.391216051015714,1.0008367160293854,1.0425382458639432
675,457.1914,26.58,437065706.95723885,418640573.1836833,470771482.4665696,446078947.51176536,462605913.755424,448268371.0243352,417264542.4886614,475325990.6376067,479378528.9546155,465518653.4458501,C23H28N4O4S,457.1914,26.58,1.04,0.015,1/1,447032524.7749362,4.628452429395647,457151217.31021374,5.538467220331445,1.0226352490579336,0.9833031240941669
676,589.3107,4.78,194731.93113012376,332468.4318532271,191365.68826265293,290199.9887491893,257763.95188895648,237260191.0170749,204880399.73363215,263470040.41019765,264019394.81835335,264411530.0871234,C27H40N8O7,589.3107,4.78,0.99,0.771,1/1,253305.99837682993,24.106816314191192,246808311.2132763,10.590490593825418,974.3484670509564,984.1903707585418
678,451.0042,30.33,130515807.41306494,133574780.05575947,127285174.95476304,136939217.7490791,154036975.6996787,134629976.04774317,135384632.68600968,132247968.52943638,128662433.81278144,152956192.09546137,C18H12Cl2N4O4S,451.0042,30.33,0.98,0.752,1/1,136470391.17446905,7.659131054325343,136776240.6342864,6.884515517632341,1.0022411415193082,1.022695042366641
679,545.9497,31.49,1932982.7404865324,978653.294370396,1121375.0433431517,1242808.3129051824,1760479.9067681783,1045060.8728995348,1235471.2898937191,1001630.0394799854,868186.3888006851,1505805.1360491945,C22H15Br2N3O4,545.9497,31.49,1.03,0.877,1/1,1407259.8595746881,29.590935262539723,1131230.7454246238,21.8592164958829,0.8038534871352845,0.7804402787721209
680,636.4969,3.49,4689080.126863606,5052561.939061174,1986749.4041197407,4201890.792177675,4147388.605059662,2292384.556172818,2394556.643769234,1963880.299399172,4936769.178644239,2161197.050271712,C37H61N7O2,636.4969,3.49,0.57,0.006,1/2,4015534.1734563718,29.720517871293833,2749757.545651435,44.84484462014538,0.6847800135354297,1.2013684447989996
681,497.2482,31.83,395044597.3486314,321800724.8345923,324882706.58579314,321983667.5069213,392698876.8325217,628229.0053078616,306037.2934929841,703724.3914867684,604484.4441457009,789989.8102976171,C28H36N2O4S,497.2482,31.83,0.92,0.278,1/1,351282114.62169194,11.075680938623886,606492.9889461865,30.164365389988095,0.0017265125769336139,0.0018766441053626236
682,424.1695,16.21,636566256.8069825,661435022.2770981,604299117.4482986,772240034.0468692,688859842.7102183,629946918.0529093,388017559.5755484,790627721.7358377,853804681.5242888,653725347.094097,C23H25N3O3S,424.1695,16.21,1.02,0.71,1/1,672680054.6578934,9.484107181334354,663224445.5965363,27.128495720664684,0.9859433782882622,0.9666111551845707
683,462.2169,22.12,942092366.7579918,834989912.7172124,812458234.6844177,836483588.9998037,825385779.3894185,766278505.9728101,621478774.4940574,922679751.0697628,1062886846.1288728,1188458562.4714043,C23H24FN9O,462.2169,22.12,1.11,0.439,1/1,850281976.5097688,6.140403299663236,912356488.0273815,24.809965108215074,1.0730046187412037,0.966670827694778
684,333.1702,32.25,259841288.6727164,217882284.92240325,312993749.58418226,282159747.19697404,365202086.3930727,241272540.4628471,227645547.57061356,229318088.1280765,262853729.0213205,329063246.71626234,C20H20N4O,333.1702,32.25,0.95,0.435,1/1,287615831.35386974,19.30176236616757,258030630.37982398,16.324809821537293,0.8971363960224935,0.944354101076309
685,443.0504,31.26,471757427.4921034,441409591.9395901,460700742.7109951,447081688.2694655,469636426.5171052,413180480.3715088,420397540.79013664,417922687.4809119,443262734.4650647,442370045.2403023,C21H16Cl2N4OS,443.0504,31.26,0.9,0.001,1/1,458117175.38585186,2.9414829143469277,427426697.6695849,3.3431758527348587,0.9330073628206195,1.036674847578466
686,522.1602,23.33,2902613706.427169,3007828986.404116,2634730263.446805,2937556616.7051773,2941205463.35637,3435407197.616134,2600936156.36598,3687485049.393862,3148224400.562705,2045835130.4461343,C29H23N5O3S,522.1602,23.33,1.05,0.188,1/1,2884787007.2679276,5.021977904909319,2983577586.8769636,22.18523933654305,1.0342453634740254,0.9849955842609766
687,382.1992,3.41,89417241.60527527,75298037.55519171,92556232.86718656,89963548.2629002,86074186.4915975,78118024.29180707,90297646.62872328,84121061.84592268,82813406.41654015,80669271.0039339,C19H23N7O2,382.1992,3.41,0.97,0.713,1/1,86661849.35643025,7.798904103693276,83203882.03738542,5.494694468598016,0.9600981591701025,0.9897919166702088
688,538.3246,16.75,566967271.9824436,539344855.3372778,560197502.771676,529749147.2960952,569108983.2561226,439542241.5291689,442275879.77339023,454609792.5097313,531376707.6813952,446432179.7364764,C26H43N5O7,538.3246,16.75,0.78,0.0,1/1,553073552.128723,3.1749997062795363,462847360.2460324,8.367664781433499,0.8368640273334003,1.0729025991453849
689,299.0796,14.0,4491714.445973474,4869896.024501564,5446798.213597557,5141462.410150696,5421779.972848183,5012268.769145982,5055616.379811727,5406611.860459719,5410010.144575127,5235624.470933701,C17H12N2O2,299.0796,14.0,0.82,0.0,1/1,5074330.213414295,7.914741914983425,5224026.324985252,3.5973455925137947,1.0295006641812996,1.2554886148552435
690,397.132,13.23,419210824.27363366,430833999.3204932,321333793.9377547,479447942.4554221,437219114.1934845,503223870.9837543,367449579.5740734,494431366.7031253,487917242.31564605,331625440.81848454,C22H21ClN2O3,397.132,13.23,0.99,0.86,1/1,417609134.8361577,13.990903381928796,436929500.0790167,18.529119897006364,1.0462642304279073,1.0568325559877851
691,150.0777,0.5,172814596.1422331,164186854.77669078,177639236.29924262,192578124.19424057,199743593.738898,174790188.33144808,177611743.2958157,144638961.50225478,184038171.7185805,181371168.4959193,C6H7N5,150.0777,0.5,1.02,0.591,1/1,181392481.030261,8.015464805063841,172490046.6688037,9.255216093992455,0.9509217013246973,0.932276177769311
692,415.2749,18.77,1529416513.7312694,1653678143.94725,1599761264.3302531,1692049324.8194966,1703993729.19078,1716402420.216402,1152747977.906603,1704383016.0649917,1888251206.1044748,1337886536.254799,C28H34N2O,415.2749,18.77,1.04,0.591,1/1,1635779795.2038095,4.403080874449838,1559934231.3094542,19.450577587882815,0.9536333899484891,0.916955182642778
693,224.0063,5.35,10252570.36674989,9245168.797464062,9360618.88712169,9889814.82956002,11011499.662146185,12614231.596119864,13368886.996649928,12294766.035926756,12045553.627747534,10213651.055602442,C7H5N5S2,224.0063,5.35,0.97,0.669,1/1,9951934.508608367,7.221663036438784,12107417.862409305,9.661594445339903,1.2165893828919851,1.254215858651531
694,234.124,0.48,37902857.22021735,30732562.97998061,34598321.29278543,38716313.449285366,40775435.800265536,103161300.56667656,93460026.35950042,98628817.89062692,93517509.98721476,100324504.42507452,C12H15N3O2,234.124,0.48,1.01,0.888,1/1,36545098.14850686,10.775516037300244,97818431.84581862,4.366588908025131,2.6766498600802153,2.650148376317045
695,466.2348,7.44,532145056.39059657,494173489.7520592,357913544.81397945,529002934.8405221,490997684.3032976,525862222.30000514,442232719.07276064,499761095.97521687,477056953.5528818,428990624.6942046,C26H31N3O5,466.2348,7.44,1.13,0.002,1/1,480846542.02009094,14.831293198959884,474780723.1190138,8.421403648120815,0.9873851252509918,0.8737921462398158
696,506.1106,16.41,268807103.2326669,282515910.44809246,237081054.42284855,324842464.8062871,285371203.9066015,386178209.6762489,333451477.9923723,411590195.42117393,449608732.78626686,398557200.30888367,C25H17F2N5O3S,506.1106,16.41,1.11,0.038,1/1,279723547.3632993,11.323311266748075,395877163.23698914,10.666484185245814,1.4152443259373937,1.274994888231886
697,291.1607,0.5,127777374.4605241,137322366.07033592,146991021.27533367,139938673.69971928,135653252.69564137,39758593.89887187,38364109.50820278,28355786.251961157,35541216.2525031,42549737.52089523,C18H18N4,291.1607,0.5,0.91,0.026,1/1,137536537.64031088,5.063410918833231,36913888.686486825,14.656433103352331,0.2683933252924033,0.29493772010154207
698,466.2458,8.67,1052164675.75633,1055647069.7690612,825029807.0447512,1045067593.5941052,1058349529.438502,1181685997.6444948,1016458091.2354252,1147376057.4711215,1026854433.4338692,727833280.6127939,C25H31N5O4,466.2458,8.67,0.99,0.254,1/1,1007251735.1205499,10.125242894885208,1020041572.079541,17.522539835058705,1.0126977561944437,1.022927026459034
699,280.0852,6.63,365150247.03581285,357220873.873148,421055789.4432156,378413522.8420133,382416287.19003695,369918092.5974132,390354706.2227063,347930682.50154483,323916965.2828335,342114570.46636564,C13H14ClN3O2,280.0852,6.63,0.84,0.026,1/1,380851344.07684535,6.47130697887184,354847003.4141727,7.259797460611544,0.931720496547793,1.1091910673188012
700,312.0918,5.66,265444614.73853055,325692254.83266973,324091152.41451055,338941656.7651508,433777449.98818034,326558825.24313056,133657095.10849763,439659790.6951742,449749375.6473712,476070999.5334703,C15H13N5OS,312.0918,5.66,1.01,0.839,1/1,337589425.7478084,18.00762144548187,365139217.2455288,38.75269923626001,1.0816073887287605,1.070898404681941
701,405.2655,3.34,158588917.5918654,128254375.7159932,138216962.74347454,136573220.22460562,144502202.75573057,176529998.70073044,215368642.9826257,210015238.2108205,170514314.9332837,164899664.55260888,C25H32N4O,405.2655,3.34,1.22,0.035,1/1,141227135.80633387,8.004506785765647,187465571.87601385,12.519226654007575,1.327404756923536,1.0880366860028985
702,581.157,6.49,457922861.54165024,431724971.7811502,499392541.360323,458806915.04136,486830366.6606903,480450636.6914694,306344837.64119005,626099793.6012325,585848149.4672974,555532485.6803063,C23H26FN6O9P,581.157,6.49,1.06,0.15,1/1,466935531.27703476,5.702861788365696,510855180.61629915,24.69290811664511,1.0940593430942112,1.0321314557492558
703,501.1618,21.92,2400776397.2831616,2265527641.5439315,1824566304.174496,2295316998.2405443,2294659913.5025816,2198758873.5788574,1451803871.8135808,2486552428.4037056,2246379117.6476784,2204823096.8826447,C26H29ClN2O4S,501.1618,21.92,0.92,0.289,1/1,2216169450.948943,10.147489563718329,2117663477.6652932,18.443581665130388,0.9555512448556357,1.038642657451778
704,371.1067,24.3,381957735.4224656,401445969.5776402,416995085.8572303,403799047.6459602,422400859.6175972,356516714.8074577,359448670.7768103,347998909.7464975,355427598.4481878,360483186.310216,C19H18N2O4S,371.1067,24.3,0.88,0.01,1/1,405319739.6241787,3.883725800664988,355975016.0178338,1.3805173297753117,0.8782572897828801,0.9980196474805455
705,499.2284,3.83,48167472.924847245,46789736.78306417,48024711.39810597,42922807.11122702,65837691.77912836,87131881.88679215,70300849.43655652,102685177.03846532,86272144.07253294,51002934.26305318,C28H30N6OS,499.2284,3.83,0.89,0.038,1/1,50348483.99927455,17.705720303216417,79478597.33948001,24.674563648942744,1.5785698203073042,1.7736739554014653
707,513.2369,21.57,2132304442.0450785,1873514694.3697383,1917489700.489972,1866942079.146948,1919520487.4541109,1261789448.870309,1000171467.9808764,1528909106.2369308,1437665045.854565,1661934297.5776775,C29H31F3N2O3,513.2369,21.57,0.79,0.119,1/1,1941954280.7011695,5.620089517049679,1378093873.304072,18.614164923805113,0.7096428000387796,0.8982820253655437
708,452.1701,17.32,840176956.7162541,864188902.6820985,780884412.1461414,828114436.8126712,868225474.7434905,789624070.9376794,604672146.374547,826158482.8628621,848941129.893296,636758960.3451878,C24H20F3N5O,452.1701,17.32,1.01,0.639,1/1,836318036.6201311,4.206286088261154,741230958.0827143,15.191504802793377,0.8863027288976109,0.8775274543540702
709,431.0519,10.3,201483083.60607627,188732999.8919285,186599496.41884875,211719737.6855985,187704468.74750376,202851993.3831357,221486268.2668908,189087841.76298696,215480829.74286616,185092482.9235319,C18H15ClN6OS2,431.0519,10.3,1.02,0.803,1/1,195247957.26999116,5.635846730517934,202799883.2158823,7.841490174001728,1.0386786425398973,1.018312394646958
710,442.0813,26.05,834882.6889341675,802288.0577566585,819247.0490562618,738617.1643123303,728917.5303430937,611525.0538655722,683087.7348413635,700937.1762943787,512278.0072121597,676810.6480280301,C21H20ClF2O4S,442.0813,26.05,1.17,0.003,1/1,784790.4980805025,6.12967701826986,636927.7240483009,12.161820992977583,0.8115894950386694,0.6936662350757858
711,378.135,5.6,258287083.92434308,258474431.3041247,260524641.79899204,263485456.49566105,288422698.2578799,275067330.0653039,258430258.76881325,273549161.57924706,263822773.72740376,240278114.6742108,C15H19N7O3S,378.135,5.6,1.05,0.363,1/1,265838862.35620016,4.813893585561509,262229527.76299572,5.3652611400718815,0.9864228481824894,0.9394503316023708
712,528.2506,7.79,239437694.6358134,243631084.80400723,242313890.19228628,244498010.5304953,242383172.97150025,256843345.97037336,263302377.2628025,250906464.4929822,238221811.40731627,241203677.13497755,C31H33N3O5,528.2506,7.79,1.06,0.025,1/1,242452770.62682047,0.7903113942870648,250095535.2536904,4.196784928864959,1.0315226945318499,0.9731346174828772
713,406.1855,4.33,105621921.36242566,86247818.01856208,101164515.700868,102647366.62189168,107608033.59622702,85229046.60638818,79584921.05798359,89921622.42644556,94494883.761308,95281996.66167437,C20H22F3N5O,406.1855,4.33,0.84,0.029,1/1,100657931.05999489,8.383017198712666,88902494.10275994,7.404300048926917,0.8832140017836411,1.0514452402186203
714,392.2338,8.9,462037467.2352941,473301496.5890296,243216028.31870416,480942541.53681695,456214718.7580645,522648596.509753,291329488.1877212,640700377.802301,666991911.3430948,551294001.8001965,C24H29N3O2,392.2338,8.9,0.94,0.27,1/1,423142450.48758185,23.878649711651818,534592875.12861335,27.80615729726168,1.2633874821885833,1.3440292363708335
715,371.0355,28.84,59153184.430608094,42520906.2803262,47221596.56205707,47720762.63322084,62081411.76896496,43796344.387439296,50815553.63150928,44856935.767927565,49306455.05132794,64913980.09427469,C19H12N2O2Cl2,371.0355,28.84,0.96,0.717,1/1,51739572.33503543,16.27026454179191,50737853.78649576,16.659399141662178,0.9806392186225831,1.0214991860651907
716,470.1877,11.52,338539737.711054,345994048.82544976,362885988.7875235,352247792.0048095,365208459.365905,345780856.7007828,341930396.9007123,378820675.82248753,430150770.9012407,383704039.73587286,C23H25ClFN7O,470.1877,11.52,1.07,0.119,1/1,352975205.33894837,3.1849082356746448,376077348.01221925,9.469945375718481,1.065449760560623,0.9957474397762831
718,285.0808,3.46,117871536.0951322,114052425.02875043,121889236.34528536,117576646.11593868,139663644.5994082,155388830.17821372,165344169.08567938,163275855.37002373,141862934.49779075,132694166.31945588,C14H12N4OS,285.0808,3.46,1.27,0.026,1/1,122210697.63690297,8.30007538375866,151713191.0902327,9.27349463869565,1.2414068000903147,0.9774856693624525
720,464.2778,3.69,59410627.96679207,58510257.39506345,61075534.71952195,59750758.84867104,66800144.50499992,50016482.602139495,46587792.629166976,46754633.416933656,47572169.4629642,46091423.525448,C25H33N7O2,464.2778,3.69,1.03,0.623,1/1,61109464.68700969,5.419511759929929,47404500.32733046,3.278917904404874,0.7757309046990792,0.7531368006787177
721,521.1309,11.36,134726143.8019986,109421479.44171356,66498252.9354666,101767320.03156114,98537089.60601194,121596138.48680262,102729887.70497131,138350693.56391045,137490508.28207895,108219843.34445946,C25H25BrN6O2,521.1309,11.36,1.07,0.31,1/1,102190057.16335036,23.961541904106966,121677414.27644455,13.430153812264766,1.1906971935825785,1.1128011154977369
722,338.178,5.67,1726378272.8416686,1677247956.6367874,1652660792.942105,1783232723.6255465,1636059707.5006218,1464607030.0908322,1114566846.403882,1781308216.2189443,1835588844.5215096,1892461626.7495408,C19H20FN5,338.178,5.67,0.98,0.707,1/1,1695115890.7093458,3.533583697599991,1617706512.7969418,20.18073080651945,0.9543338727831694,0.9738100742685402
723,272.0349,14.77,55874396.0604121,54514121.20822654,55454426.76244773,68786894.25742562,54628171.21211141,49510861.94906136,50907409.715811625,51169130.11217089,59265452.00041381,47420675.41435761,C9H7ClFN5O2,272.0349,14.77,1.07,0.488,1/1,57851601.900124684,10.61221108641798,51654705.83836306,8.724632333149989,0.892882895922917,0.834469996189642
