,Compound Name,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_1_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_2_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_3_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_4_Area,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
733,734,41534.05,41734.042,43580.688,44618.372,35945.208,37701.707,C21H18FN5O,376.1569,22.77,1.21,0.0,1/1,35078.82625,6.630562075314615,42866.788,3.469800158573646,1.2220131795316271,1.0099282475467992
734,735,14524.655,12877.666,12675.504,13528.893,13946.444,12132.655,C22H20Br2N2O2,504.994,31.55,0.99,0.925,1/1,13768.98625,8.58891347685374,13401.679499999998,6.21192218880747,0.9733236170527804,0.9831551687401822
735,736,37819.305,38583.383,44518.238,46314.447,54778.807,48037.316,C27H31N7O2,486.2611,4.18,0.67,0.009,1/1,52188.7255,5.615982340838932,41808.84325,10.1440737958504,0.8011087231858153,1.195684661471366
736,737,34755.556,36396.045,34999.335,32311.056,40347.056,36454.29,C24H29N3O2,392.2333,9.21,0.9,0.11,1/1,37659.75625,5.559380274952167,34615.498,4.904788583754916,0.9191641541758518,1.0212935046398353
737,738,17091.633,17717.014,16705.757,16839.468,18332.165,17907.413,C13H20Cl2N2,275.1078,3.63,0.93,0.222,1/1,18202.62225,2.9005297335766,17088.468,2.624777163351282,0.9387915524094338,1.0094532821606814
738,739,12729.246,14115.262,12265.171,13594.318,12635.099,12979.072,C15H14N2O,239.1163,27.71,1.01,0.793,1/1,12101.749,7.001376925002872,13175.99925,6.329286732364784,1.0887681813595704,1.0779882983758122
739,740,14140.755,14593.861,15106.331,15869.552,14203.447,14339.214,C17H17N3O2,296.1393,3.31,1.34,0.001,1/1,13547.42625,6.535631766904312,14927.624749999999,4.967689650247462,1.1018790192712804,0.8222977755755824
740,741,50594.565,51165.206,45864.976,36043.524,45822.28,45396.042,C18H22N2O,283.1806,10.22,0.99,0.863,1/1,47259.433000000005,4.050190887015926,45917.06775,15.240286996440991,0.9715958240548506,0.9814099232877278
741,742,20435.59,22934.796,22096.262,22975.266,17413.941,18295.424,C19H16N2O5,353.1133,25.88,1.26,0.005,1/1,17785.01775,2.8082797648319935,22110.4785,5.372242853854278,1.243208121060211,0.9866731119525485
742,743,26076.598,29576.37,30196.834,28632.561,20034.5,21305.118,C19H16N2O5,353.1127,27.6,1.28,0.009,1/1,21411.223,6.680371859728454,28620.59075,6.337552015255382,1.3367097596433422,1.044304499721361
743,744,17926.732,17245.807,18577.128,19751.2,17127.431,15923.611,C20H17Cl2N9O2,486.0951,7.88,1.09,0.316,1/1,17540.433250000002,7.849327672317844,18375.21675,5.802768180067016,1.0475919544347627,0.9610935361786813
744,745,41773.38,46770.853,41433.096,42776.554,37239.153,37467.477,C22H21N3O3S,408.1378,28.35,1.18,0.0,1/1,37148.69774999999,0.6888049093736128,43188.47075,5.6853124747396215,1.1625837072579486,0.9852404298796175
745,746,10313.091,9172.937,9367.4,10506.645,8985.466,8583.472,C22H21N3O3S,408.1333,32.08,1.11,0.052,1/1,8517.74275,4.102307081423083,9840.018250000001,6.7832339772156605,1.1552377829208333,1.040754759388138
747,748,11362.867,10562.309,8928.776,8183.503,9328.727,8832.927,C23H20N6O,397.1769,4.87,0.85,0.081,1/1,10743.766500000002,17.979155409410687,9759.363749999999,14.953389393651046,0.9083745211700196,1.0686759072588465
748,749,21301.319,20336.182,20500.35,18172.713,16004.35,15839.025,C23H21N5O3S,448.1437,6.16,1.3,0.043,1/1,14712.42675,10.886794414759251,20077.641,6.664708260654403,1.3646722829053337,1.0497479099271798
749,750,836.471,828.278,846.781,860.832,607.503,602.137,C24H29N7O2,448.2461,11.17,1.33,0.033,1/1,625.808,5.466635669980562,843.0904999999999,1.665644816131529,1.3472031357860557,1.012934688560944
750,751,60780.428,63061.343,63724.438,57890.761,38427.443,56438.985,C25H31N5O4,466.2449,9.17,1.31,0.142,1/1,59890.22625000001,39.80425385000632,61364.2425,4.296804611468242,1.0246119666311997,0.7821465394131295
751,752,92601.05,93371.025,63608.792,57509.45,98159.233,98285.028,C25H31N5O4,466.245,8.87,1.08,0.09,1/1,94626.39525,4.563932165300472,76772.57925000001,24.604059256151835,0.8113230885227027,0.7512250819654654
752,753,194910.105,203096.039,197032.239,226444.101,176178.407,190624.641,C29H27F3N6O,533.2272,18.35,1.27,0.002,1/1,170427.67925,9.871374068976014,205370.62099999998,7.046211158597769,1.2050309075601637,0.9488432342993415
753,754,7582.398,7572.891,8629.933,6971.53,10026.648,9538.869,C37H40N2O6,609.2954,3.81,0.78,0.113,1/1,9179.87625,7.984038445269199,7689.188,8.963151271450052,0.8376134700072891,1.073863423086268
754,755,10988.327,11222.328,10312.013,9536.144,7956.614,8508.451,C25H31N7O6,548.2211,8.01,1.6,0.011,2/1,7415.52925,13.516374949680454,10514.703,7.208998583700348,1.4179302171857795,0.8862063857411121
755,756,675.76,657.057,691.185,729.842,348.445,386.624,C19H14N2O4,357.0843,15.16,1.73,0.011,2/1,407.4275,12.105476899716207,688.461,4.490546191359133,1.6897754815273882,0.9767488332528256
756,757,98877.06,99789.567,97620.038,102566.169,91691.764,90788.948,C16H18N2OS,309.1057,30.86,1.08,0.256,1/1,92270.90325,3.516662500474309,99713.2085,2.1056993592544964,1.0806571192853256,1.0006084437827087
757,758,1613.865,2080.287,2320.61,1837.969,1369.687,1212.798,C14H16N2O2S,299.0795,14.2,1.27,0.127,1/1,1412.3327499999998,10.896578004815675,1963.1827500000002,15.538613084561714,1.3900284830186092,1.094510616550086
758,759,2118.505,2094.958,2429.314,2174.951,2000.159,2242.472,C17H12N2O2,299.0814,13.5,0.97,0.107,1/1,2039.7622500000002,6.6986745085284864,2204.432,6.969266109687246,1.0807298742782399,1.1141545095651957
759,760,103.524,65.349,112.67,107.987,44.426,75.674,C22H33N8O6S2,592.1881,31.65,1.61,0.567,1/1,64.5555,27.546730480814023,97.3825,22.262403376888408,1.5085081828813967,0.9369616042741593
760,761,5387.342,5526.896,5720.183,5311.029,5064.679,4606.508,C19H20N4O2,359.1468,28.16,1.25,0.028,1/1,4774.48525,5.152461340894636,5486.362499999999,3.2751510532071295,1.1491003140076723,0.9192802512061379
761,762,1986.171,2897.781,2576.661,3099.157,1850.029,1916.04,C35H46O20,804.2916,3.34,1.39,0.039,1/1,1804.8884999999998,5.688966679651643,2639.9425,18.41199066120282,1.4626623749888152,1.052275089920011
762,763,194772.211,203096.039,197158.483,226702.027,175998.533,190409.375,C29H24F3N5O,533.2272,18.2,1.27,0.002,1/1,170275.88799999998,9.834886671352663,205432.19,7.109595601328484,1.2064667077231748,0.949973785608799
763,764,540.703,591.093,543.696,584.847,498.635,492.851,C26H44O4,438.357,31.1,1.03,0.497,1/1,522.98175,6.251168091462316,565.08475,4.703091960865304,1.0805056773013588,1.049034638156659
764,765,268.457,284.81,210.325,177.631,222.425,196.3,C24H27N7O,447.2574,26.8,1.11,0.561,1/1,194.02024999999998,11.145372371526282,235.30575000000002,21.24907813553949,1.2127896443799038,1.0926032832251384
765,766,34.336,43.734,26.639,31.843,25.405,37.288,C32H37N4O12S3,766.1635,31.82,1.27,0.0,1/1,25.84025,33.05967968620692,34.138,20.961939512387705,1.3211172492526193,1.0402498025611175
766,767,16304.752,16398.731,18182.127,20039.796,15146.363,14566.168,C19H24N2S,313.1765,3.49,1.23,0.039,1/1,13797.104249999999,9.362791402386023,17731.3515,9.9527901434958,1.2851502154881524,1.0448375735676037
767,768,4590.733,4773.111,4888.357,4596.718,3375.465,3737.736,C19H24N2S,313.173,5.22,1.17,0.177,1/1,3819.05325,9.424639113415335,4712.22975,3.071160591946691,1.2338738010526562,1.0545929923526978
768,769,4355.878,3586.893,3693.967,3863.263,3735.332,3683.464,C19H24N2S,313.1768,32.2,0.96,0.704,1/1,3995.8387500000003,9.42831973810944,3875.00025,8.778745862653137,0.9697589148210747,1.0101655362719528
769,770,5159.818,5508.474,5129.316,5473.348,5296.561,4975.692,C15H25NO3,268.1887,7.97,1.06,0.317,1/1,5201.52375,6.557816503508737,5317.739,3.7772012172179292,1.0223425395298829,0.9644740938961158
770,771,7651.489,8468.584,7987.216,8196.498,4804.675,5789.883,C11H11N5,214.1106,7.29,1.41,0.015,1/1,5393.950499999999,7.897539704725996,8075.94675,4.269905503521924,1.4972230000998343,1.0618602837587479
771,772,32887.171,33361.543,33388.154,33082.909,28464.392,29515.183,C11H11N5,214.1103,28.55,1.15,0.081,1/1,28997.230250000004,2.653434078983761,33179.94425,0.7205214773550013,1.1442452939104415,0.9949959077482101
772,773,38697.596,40007.397,38140.189,37569.709,34611.958,36392.386,C21H28O5,361.1987,31.29,1.15,0.139,1/1,34969.538,4.190303402010678,38603.72275,2.7016524114365534,1.10392429977199,0.959934173714774
773,774,30547.501,34745.277,36117.368,39192.208,33555.68,31491.246,C21H26N2S2,371.16,9.61,1.09,0.318,1/1,32381.790250000002,3.4036097601934143,35150.5885,10.207617602440534,1.085504792311475,0.9958759562490594
774,775,31546.778,35112.02,36243.748,36193.608,28581.111,29792.211,C18H28N2O4,337.2167,13.16,1.3,0.001,1/1,29252.479,2.515354959877865,34774.0385,6.366662312567718,1.1887552675450175,0.9144271288807826
775,776,5829.897,5723.63,6658.947,6895.037,4569.947,5062.405,C21H19F2N3O3,400.1473,4.54,1.39,0.057,1/1,4731.90025,7.058110634765272,6276.877750000001,9.352984714101783,1.3265025504288686,0.9543183816035026
776,777,3072.389,3986.129,4130.791,3864.703,3686.395,3265.153,C21H19F2N3O3,400.1427,27.58,1.22,0.051,1/1,3321.23475,7.463475290772857,3763.503,12.578894918279202,1.1331638030103113,0.9288227893527142
777,778,5466.529,5802.691,5575.873,4767.628,5818.979,5378.487,C25H31NO6,442.2233,3.33,0.97,0.831,1/1,5715.58975,3.940456130334081,5403.18025,8.258708023989207,0.9453408110685342,0.9745781557407569
778,779,197.763,202.087,197.419,144.613,149.514,160.624,C22H38O5,383.2788,13.13,0.98,0.77,1/1,191.821,22.819097378851517,185.47050000000002,14.730659178568095,0.9668936143592204,0.9866261371012454
779,780,374.152,423.768,456.758,443.873,363.995,349.527,C12H20N4O7,333.1411,13.54,1.15,0.178,1/1,383.35675000000003,9.486942013063242,424.63775,8.54651926047412,1.1076829871914344,0.9632025975577692
780,781,995.155,994.119,1027.917,1212.918,683.127,730.489,C17H16FN3O2S,346.1025,4.86,1.56,0.003,1/1,700.28225,5.511227088799737,1057.5272499999999,9.907629441813805,1.5101443025294443,0.9680412195701565
781,782,366.195,338.538,309.593,272.303,315.454,322.35,C17H16FN3O2S,346.1022,13.1,1.07,0.133,1/1,310.5335,4.043854712894652,321.65725,12.500145333162449,1.0358214170129791,0.9680573990775505
782,783,11282.279,12128.864,9400.036,10954.816,10176.315,10330.187,C22H28F2O5,411.196,32.34,1.09,0.324,1/1,10571.1905,3.544184717296724,10941.49875,10.423659667275953,1.0350299476676728,0.9495687593281401
783,784,8390.557,8555.401,7917.604,7801.164,116771.678,116686.833,C20H29FO3,337.2127,3.72,0.06,0.0,1/16,119750.3005,3.6035115991158153,8166.1815,4.453911652300606,0.06819341133928929,1.1365568556548216
784,785,2511.328,2720.179,2972.579,2955.044,1627.541,2040.585,C16H21N5O2,316.1767,0.47,1.11,0.523,1/1,1867.12125,10.3311171922848,2789.7825,7.828890043420331,1.4941624707018892,1.3460923159476479
785,786,1222.93,975.437,822.424,1281.453,812.254,1181.346,C21H23N7O2S,438.1719,32.63,0.87,0.373,1/1,1036.47075,19.847099980747725,1075.5610000000001,19.956191555313733,1.0377147642613167,1.1927755911049618
786,787,884.344,881.512,864.351,1044.787,501.239,552.961,C15H13NO3,256.0966,3.77,1.84,0.002,2/1,483.98275,15.008307943201107,918.7484999999999,9.196063297467061,1.898308359130568,1.031689325614439
787,788,8040.111,7971.699,8043.827,7951.165,8316.735,7796.797,C15H13NO3,256.0992,5.89,1.06,0.067,1/1,7856.727,4.065705201600257,8001.7005,0.5907748342998551,1.0184521493492138,0.9608039144803904
788,789,2967.791,3427.455,3423.126,3861.239,3865.872,3530.394,C15H22N2O,247.1805,12.0,0.88,0.159,1/1,3651.2932499999997,5.343705616278093,3419.9027499999997,10.667144002836405,0.936627796192486,1.0643497684005523
789,790,1314.969,1512.328,1290.536,1451.872,1152.03,1123.91,C15H22N2O,247.1804,24.86,1.41,0.069,1/1,1159.89275,5.149933015397188,1392.4262500000002,7.6782147858672305,1.2004784494083613,0.851403155608767
790,791,4799.756,5068.754,5355.258,5382.882,4212.143,4614.237,C19H17N5O2,348.1423,25.41,1.04,0.642,1/1,4656.90475,7.904797132698187,5151.6625,5.32336378344559,1.1062417585414435,1.0636939985975418
791,792,998.065,1146.732,1165.371,1050.213,930.736,944.263,C14H17N3O2S,292.1086,28.84,1.26,0.01,1/1,904.32525,5.65494337480322,1090.09525,7.287856128648327,1.2054238781898439,0.9566856176109871
792,793,21549.442,21999.36,22540.159,22348.192,18980.059,18914.756,C27H31N7OS,502.2354,14.91,1.14,0.109,1/1,18987.345,2.2207845391697556,22109.288249999998,1.968471951575284,1.164422316548206,1.0214230846914087
793,794,782.013,738.33,753.271,714.986,806.746,890.017,C27H37N3O7S,548.2492,29.35,0.9,0.18,1/1,808.0705,7.39944994309061,747.15,3.758084058670748,0.9246099195552863,1.0273443550614292
794,795,1056.819,1315.223,1550.5,1001.582,1072.222,1024.964,C20H19F2N3O5,420.1304,6.32,1.12,0.457,1/1,1077.41975,4.742246011709834,1231.031,20.558213800535007,1.1425732635771713,1.0201546996224742
795,796,3465.153,3525.438,3779.986,4037.926,1581.393,1639.747,C20H23NO4,342.1691,0.74,2.72,0.007,4/1,1558.2807500000001,6.634214841651959,3702.12575,7.081595853027417,2.3757758350027744,0.8734469981627847
797,798,741.521,769.196,862.422,1045.832,757.064,702.916,C15H14N2O2,255.1127,3.5,0.98,0.756,1/1,708.06675,6.018360907254785,854.7427500000001,16.0856809588894,1.2071499614972743,1.2317856749972187
798,799,32591.712,33410.041,34266.812,32307.776,32830.559,33193.738,C9H12ClN5O,242.0805,2.09,1.11,0.009,1/1,34188.326,4.589673850223164,33144.085250000004,2.6622512606206223,0.9694562187689448,0.8733839808729232
799,800,1436.532,1198.892,1061.938,1239.056,1187.825,1053.817,C14H10N4O5,315.0768,31.22,1.03,0.337,1/1,1142.8645,6.308211185336832,1234.1045,12.542942402718014,1.079834486065496,1.0483829961800932
800,801,20829.192,21771.481,23167.508,22858.084,19520.367,20221.365,C17H21NO3,288.1597,2.39,1.19,0.013,1/1,20084.888,1.8835251357921454,22156.56625,4.821981873714236,1.1031461191120409,0.9270135454723033
801,802,19808.623,20086.847,21299.017,21245.812,17820.52,17135.075,C24H30O6,415.2113,11.69,1.31,0.004,1/1,17215.90725,4.561377443459087,20610.07475,3.753007094298138,1.1971529847780749,0.9138572402886067
802,803,103128.013,85537.215,99598.416,101761.401,76697.412,71161.084,C24H30O6,415.2117,27.03,1.34,0.012,1/1,74138.18775000001,3.0683943408001695,97506.26125,8.318029716213323,1.31519617904337,0.9814896858532611
803,804,1575.21,1727.367,1819.979,1215.932,1241.677,1252.878,C19H18N2O4S,371.107,4.08,1.0,0.964,1/1,1278.2165,3.0838975799877573,1584.622,16.767424900061428,1.2397133036539585,1.2397133036539585
804,805,14746.688,15489.275,15598.776,16244.312,13681.577,13828.378,C19H18N2O4S,371.1059,23.73,1.21,0.001,1/1,14044.020250000001,2.419133863138784,15519.76275,3.954148028810827,1.1050797758569166,0.9132890709561294
805,806,468.766,832.107,512.864,1291.911,523.073,528.148,C19H18N2O4S,371.1008,31.48,1.08,0.842,1/1,542.07925,4.213271579831086,776.412,48.92866633425392,1.4322850395029878,1.3261898513916552
807,808,2670.833,2154.376,2294.292,6476.537,2917.244,2849.156,C19H18N2O4S,371.1016,32.91,0.91,0.795,1/1,3337.077,26.279345238928542,3399.0095,60.70133654056724,1.0185589064921188,1.1192955016396908
808,809,767.102,741.708,679.41,1856.868,807.356,815.453,C19H18N2O4S,371.1012,34.05,0.87,0.732,1/1,940.2425,19.941833545034036,1011.2719999999999,55.86362988045293,1.0755438091768879,1.2362572519274573
809,810,24247.664,27808.068,29995.071,31672.331,24327.753,22168.476,C24H26FNO4,412.1958,18.03,1.12,0.221,1/1,24516.1445,7.847643502073674,28430.783499999998,11.277529920817303,1.159675963730757,1.0354249676167473
810,811,4329.062,4558.368,4227.725,4302.376,4093.437,4488.817,C24H26FNO4,412.1911,32.63,1.15,0.202,1/1,4148.083,6.449293708186425,4354.382750000001,3.274693111136389,1.0497337565328373,0.9128119622024673
812,813,3767.772,3571.9,2797.737,3139.641,3212.448,3068.746,C22H22N2O4,379.166,4.7,0.96,0.344,1/1,3298.5325000000003,7.746145913461197,3319.2625,13.123364039079192,1.0062846129301437,1.0482131384688997
813,814,1903.431,1787.655,2127.613,2188.508,1511.235,1481.986,C22H22N2O4,379.1652,7.85,1.4,0.004,1/1,1416.75975,7.166040205599774,2001.80175,9.400008858042318,1.4129436906998523,1.0092454933570374
814,815,1520.451,1707.955,1680.206,1612.916,1512.178,1268.546,C22H22N2O4,379.1615,9.66,1.37,0.006,1/1,1497.3405,10.637548248532703,1630.382,5.118209380038577,1.088851867694756,0.794782385178654
815,816,1128.614,1219.736,1585.561,1520.912,911.73,872.679,C22H22N2O4,379.1651,25.56,1.08,0.838,1/1,1216.9647499999999,31.534220845597567,1363.70575,16.393115152069615,1.1205794991186064,1.037573610295006
816,817,1130.898,1005.114,801.177,962.683,1010.982,947.57,C15H9FN2O3,285.07,9.1,1.05,0.473,1/1,920.7775,8.365228654446444,974.968,13.960380675424155,1.0588529802259503,1.0084314097390004
817,818,54809.803,58395.779,55255.409,58575.577,52412.754,54704.08,C20H25NO2S2,376.14,13.73,1.17,0.018,1/1,51293.79725,5.438159917320061,56759.14199999999,3.529405061567656,1.1065498177754813,0.945769075021779
818,819,1804.322,1579.202,2139.071,2208.089,1588.215,1590.118,C9H14N4O3,227.1142,10.72,1.18,0.169,1/1,1460.779,12.503284475946508,1932.6709999999998,15.228578891131688,1.3230413361637865,1.1212214713252429
819,820,651.186,634.969,650.803,601.238,519.53,530.697,C25H25N5O4,460.192,26.63,1.2,0.028,1/1,538.0575,5.454612926130745,634.549,3.6967407327776716,1.1793330638454067,0.9827775532045057
820,821,18837.726,21474.678,20647.631,18906.304,20315.28,20415.406,C10H17NOS,200.1103,3.39,0.98,0.834,1/1,20539.6125,1.9189845854511014,19966.584749999998,6.553557602978828,0.9721013358942384,0.9919401386675902
821,822,568.737,822.332,8.127,18.682,791.824,599.357,C12H11NO,186.0886,3.19,0.95,0.789,1/1,686.5105,12.616547231971506,354.4695,114.88475186718259,0.5163351470953467,0.5435106811529965
822,823,3485.892,3901.174,4725.895,4824.541,3559.838,3118.381,C15H21N3O2S,308.1404,9.21,1.29,0.005,1/1,3102.4109999999996,10.955826889109652,4234.3755,15.311975611844323,1.3648660670684833,1.058035710905801
823,824,271.476,294.292,324.743,390.034,384.238,287.507,C6H8N2,109.0754,3.48,1.18,0.135,1/1,286.459,24.24397967622674,320.13625,16.072653478908308,1.1175639445784562,0.9470880886258104
824,825,822.822,948.665,720.797,495.823,139.298,188.609,C6H8N2,109.0755,4.86,1.76,0.028,2/1,203.90650000000002,36.41207275565116,747.02675,25.655627513449282,3.663574971862103,2.081576688558013
826,827,4584.966,4722.578,4861.35,4656.11,3322.811,3378.484,C16H20N6O,313.1733,5.01,1.2,0.166,1/1,3643.67275,9.313148668305208,4706.251,2.500525020618169,1.2916228549888296,1.076352379157358
827,828,98678.525,93446.205,96430.963,96263.139,22636.372,22820.83,C16H20N6O,313.174,12.26,4.57,0.0,4/1,22213.99125,6.092265167177808,96204.70799999998,2.2280564352010868,4.330815967166638,0.9476621372355881
828,829,4355.878,3587.871,3455.652,3719.063,3736.963,3666.18,C16H20N6O,313.1772,32.37,0.97,0.774,1/1,3996.575,9.5838906157131,3779.616,10.555084791347548,0.9457137674133477,0.9749626468178842
829,830,2868.365,2675.316,751.319,3049.119,2410.693,2504.051,C19H20FNO3,330.1487,26.76,1.27,0.026,1/1,2385.135,3.845273567777113,2336.02975,45.69473018994582,0.9794119620063434,0.7711905212648373
830,831,2283.276,2246.985,2209.924,2162.549,1926.852,2009.557,C24H32O7,433.222,29.95,1.13,0.126,1/1,1889.41875,6.895430107739883,2225.6835,2.3208977508333293,1.1779725907769254,1.0424536201565713
831,832,1604.84,1614.578,1770.91,1670.608,1540.403,1397.899,C13H15NO3,234.1125,29.47,1.18,0.064,1/1,1480.8982500000002,6.151043636446324,1665.234,4.574677946001661,1.1244756349735707,0.9529454533674329
832,833,465.71,555.067,577.23,525.532,471.304,466.079,C13H15NO3,234.1125,30.43,1.17,0.038,1/1,474.72225,8.103368919445202,530.88475,9.104772868227888,1.1183060199937966,0.9558171111058091
833,834,25604.012,32439.633,31994.892,31615.862,27104.82,24614.534,C12H13NO3,220.0984,31.18,1.25,0.011,1/1,25698.2935,4.11142023553196,30413.59975,10.600578146273016,1.1834871350504266,0.9467897080403412
834,835,203.061,287.106,285.946,264.719,453.795,452.958,C8H11NO2,154.0855,3.4,1.83,0.128,2/1,421.28975,9.28994514719,260.208,15.166091332665172,0.6176461686998082,0.3375115675955236
835,836,77.688,76.727,84.991,65.223,530.108,571.954,C8H11NO2,154.086,31.63,0.21,0.037,1/4,540.37725,10.348377015993748,76.15725,10.728180280616364,0.14093348674467698,0.671111841641319
836,837,78.005,77.597,84.991,65.223,530.108,550.244,C8H11NO2,154.0859,31.89,0.14,0.0,1/4,519.86525,15.14061750080817,76.454,10.75216184070237,0.1470650327176129,1.0504645194115205
837,838,37961.063,39938.523,44024.841,38890.9,32830.187,33588.907,C12H11N5,226.1114,10.84,1.15,0.078,1/1,31879.6135,8.716467512356974,40203.831750000005,6.646993671072904,1.2611141521524407,1.0966210018716878
838,839,542.832,724.968,786.617,773.626,701.488,611.885,C8H13NO2,156.1015,3.36,1.18,0.074,1/1,650.065,8.693081885655737,707.0107499999999,15.929471428739673,1.0876000861452315,0.9216949882586708
839,840,1396.858,1367.22,1446.747,1329.91,1100.202,1186.208,C15H12O2,225.0915,11.03,1.08,0.176,1/1,1157.37775,5.152336175508003,1385.18375,3.562201479722655,1.1968294275572515,1.1081753958863438
840,841,2032.576,2236.489,1957.408,1873.886,1025.456,1050.4,C13H16N4O6,325.1131,25.71,1.94,0.015,2/1,1112.384,20.56638276321341,2025.08975,7.660036712590202,1.820495215680916,0.9383995957118124
841,842,13741.091,14554.76,16025.785,15490.101,13388.696,13891.317,C15H24N2O2,265.1912,2.24,1.2,0.113,1/1,13542.442749999998,1.9057087223645057,14952.93425,6.761546223626194,1.1041534031960374,0.9201278359966979
842,843,8682.21,8491.917,8850.138,7768.775,9916.188,9504.704,C15H24N2O,249.1963,1.42,0.96,0.596,1/1,10308.7705,6.903181905142297,8448.26,5.63477839744805,0.8195215908628483,0.853668323815467
843,844,4336.502,4560.776,4329.635,4291.697,3055.645,3657.612,C15H24N2O,249.196,19.17,1.5,0.034,1/1,3247.94125,9.057616632790811,4379.6525,2.793508588271391,1.3484395692194249,0.89895971281295
844,845,7872.044,7950.745,8835.745,9132.849,6967.299,6946.49,C21H24N4O2S,397.1736,10.12,1.25,0.069,1/1,6849.375,2.697635186337851,8447.84575,7.481447218108853,1.2333746874714846,0.9866997499771877
845,846,10631.793,11139.711,10025.296,9168.501,35727.165,39373.734,C26H24N8O2,481.2147,12.76,0.28,0.0,1/4,35855.714,7.025335922122637,10241.325250000002,8.279929914785441,0.2856260302053949,1.0200929650192674
846,847,208.616,125.129,190.764,119.901,108.226,110.631,C18H10F3NO3S2,410.0126,29.58,0.37,0.01,1/2,125.50774999999999,26.16694818194961,161.1025,28.05638261764584,1.2836059924586332,3.469205385023333
847,848,208.616,125.246,191.144,120.227,202.421,293.317,C18H10F3NO3S2,410.0126,30.22,0.69,0.011,1/1,191.57025,42.46153835406787,161.30825000000002,27.9916799267712,0.8420318394949112,1.2203359992679874
848,849,35726.305,39431.023,41863.965,38052.284,25869.319,27995.196,C22H22F3N3O3,434.1698,18.48,1.39,0.021,1/1,24576.893,11.729495272528007,38768.39425,6.624770021705985,1.5774326823980556,1.134843656401479
849,850,4266.704,4674.684,5004.722,5214.766,4166.142,3975.384,C21H24FN5O5S,478.1589,8.61,1.11,0.301,1/1,4235.26325,5.090387430053759,4790.218999999999,8.63823972753559,1.1310321737379605,1.0189479042684328
850,851,53681.627,52892.11,51147.586,51947.691,46673.818,47978.869,C27H31FN6OS,507.2315,14.76,1.06,0.154,1/1,48377.454,2.749419452199879,52417.2535,2.1062416960694312,1.0835058310427002,1.0221753123044341
851,852,7714.293,7893.163,8081.273,7770.255,6001.943,5618.845,C15H15N7O,310.141,4.22,1.4,0.003,1/1,5842.58625,4.113813682554797,7864.746,2.0666697391434883,1.3461069573427349,0.961504969530525
853,854,3335.273,3820.406,3825.258,3858.873,2866.72,2573.142,C25H27N3O2S,434.1953,27.98,1.24,0.075,1/1,2771.57425,10.276917689270315,3709.9525,6.748639206243122,1.3385722933455597,1.0794937849560966
854,855,2252.075,1910.353,2201.924,2333.904,1977.185,1919.17,C14H16ClN5O2S,354.0787,5.55,1.12,0.325,1/1,1952.597,4.315423924351804,2174.564,8.477496843665966,1.1136778352112595,0.994355210010053
855,856,2600.072,1632.387,2977.515,3269.074,2203.277,2274.213,C27H27N7O2S,514.2009,7.03,1.19,0.324,1/1,2198.3765,4.4821628261628845,2619.762,27.214279764248655,1.1916803149960893,1.0014120294084785
856,857,6209.221,6859.267,6843.378,7027.829,4922.509,5140.104,C27H27N7O2S,514.2063,8.55,1.26,0.032,1/1,4945.969,3.8450330321252837,6734.92375,5.349260556801635,1.3616995476518352,1.0807139267078056
857,858,1825.886,1852.31,2088.479,1911.664,1325.995,1531.546,C10H7NO2,174.0574,4.42,1.55,0.005,1/1,1220.56875,21.148216894295246,1919.5847499999998,6.156085540242059,1.5726969496802208,1.0146431933420779
858,859,507.733,498.933,537.075,481.858,470.525,442.595,C10H7NO2,174.0528,13.44,1.1,0.072,1/1,454.22049999999996,3.0432098711750526,506.39975,4.561568556213845,1.114876475192115,1.0135240683564681
859,860,1444.701,1299.632,1299.918,1268.025,1461.392,1369.053,C20H20N4O3,365.1583,4.11,0.89,0.466,1/1,1639.1425,15.980195985120597,1328.069,5.962202858351897,0.8102218080490257,0.9103615820775569
860,861,8188.216,8418.919,8504.28,8425.586,8156.885,7320.88,C28H31N5O,454.2623,4.94,1.05,0.553,1/1,7681.44575,5.020399175089688,8384.250250000001,1.6258722346806425,1.091493779019399,1.03951788478038
861,862,1495.694,1326.058,1089.179,1371.257,1100.391,1191.903,C27H31FN4O2,463.2551,6.09,1.19,0.104,1/1,1023.7265,15.204753241503496,1320.547,12.881579932848933,1.2899412098836947,1.083984209986298
862,863,34705.788,36040.057,36994.811,36863.775,31919.413,31526.961,C20H21N5O4,396.171,10.28,1.29,0.003,1/1,30245.19775,5.68483769164789,36151.10775,2.910401699236752,1.1952676933646433,0.9265641033834444
863,864,8792.823,9247.256,9233.014,8873.604,7452.268,6481.843,C22H20FN3O2,378.1598,9.49,1.34,0.029,1/1,7791.682,13.23628130252785,9036.67425,2.626086068864519,1.1597847871614884,0.8655110351951405
