id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height
11,9.516E6,0.5809,329.15272,329.15373,1,10,0,0.878,1.16,0.00038,0.0074,0,0.5559,0.73,329.15359,1.241E5,2.529E8,2.529E8,9.07E6,0.5832,329.15351,329.15408,0.0287,0.56,0.7282,ESTIMATED,329.15373,1.402E6,2.462E8,3.7814,2.5052,2.462E8,9.011E6,0.5791,329.15272,329.15373,0.0318,0.5559,0.73,ESTIMATED,329.15354,2.878E5,2.406E8,3.484,2.771,2.406E8,9.056E6,0.5815,329.15346,329.15402,0.0295,0.5612,0.7294,ESTIMATED,329.15375,9.018E5,2.344E8,4.2727,2.9778,2.344E8,9.516E6,0.58,329.15256,329.15367,0.0291,0.5568,0.7279,ESTIMATED,329.1534,5.903E5,2.458E8,3.3995,2.8928,2.458E8,8.757E6,0.5849,329.15279,329.15441,0.0295,0.5617,0.73,ESTIMATED,329.15369,5.674E5,2.297E8,3.6176,3.5451,2.297E8,9.07E6,0.5818,329.1532,329.15375,0.0302,0.5586,0.7298,ESTIMATED,329.15348,1.421E5,2.354E8,3.5198,2.9184,2.354E8,8.591E6,0.5788,329.15231,329.1538,0.0299,0.5585,0.7295,ESTIMATED,329.15348,1.505E6,2.25E8,3.3948,2.9317,2.25E8,8.961E6,0.5779,329.153,329.15403,0.0295,0.5576,0.7287,ESTIMATED,329.15364,4.139E5,2.305E8,3.8003,2.9768,2.305E8,9.127E6,0.5846,329.1531,329.15452,0.03,0.5585,0.7296,ESTIMATED,329.15378,1.241E5,2.417E8,2.7425,2.5867,2.417E8,9.418E6,0.5775,329.15284,329.15364,0.0301,0.5572,0.7283,ESTIMATED,329.15339,1.239E6,2.529E8,3.9311,3.6066,2.529E8
12,5.731E5,0.5812,291.16,291.16164,1,10,0,0.82,3.12,0.00091,0.0054,0,0.5589,0.6997,291.16096,8.555E4,1.334E7,1.334E7,5.004E5,0.5832,291.16004,291.16167,0.0424,0.5629,0.6992,ESTIMATED,291.16113,5.585E5,1.177E7,5.04,2.7349,1.177E7,5.448E5,0.582,291.16,291.16164,0.0298,0.5589,0.698,ESTIMATED,291.16113,9.973E4,1.32E7,4.8,3.2545,1.32E7,5.01E5,0.5786,291.15976,291.1615,0.0272,0.5641,0.6975,ESTIMATED,291.16088,4.537E5,1.183E7,7.6301,4.7722,1.183E7,5.731E5,0.5829,291.15978,291.16132,0.0306,0.5598,0.6989,ESTIMATED,291.16102,1.826E5,1.222E7,4.3694,2.6933,1.222E7,4.882E5,0.582,291.15987,291.16145,0.0299,0.5675,0.698,ESTIMATED,291.16038,7.269E5,1.121E7,5.6051,4.3621,1.121E7,5.469E5,0.5789,291.15985,291.1613,0.0361,0.5615,0.6978,ESTIMATED,291.16106,8.555E4,1.278E7,5.3281,4.4095,1.278E7,5.664E5,0.5817,291.15952,291.16128,0.0333,0.5614,0.6976,ESTIMATED,291.16054,5.603E5,1.168E7,5.3167,3.3214,1.168E7,5.247E5,0.5779,291.16,291.16147,0.032,0.5605,0.6997,ESTIMATED,291.16119,2.227E5,1.185E7,6.1995,3.9422,1.185E7,5.065E5,0.5817,291.16022,291.16171,0.0316,0.5643,0.6977,ESTIMATED,291.16129,5.238E5,1.137E7,5.1352,3.4068,1.137E7,5.597E5,0.5833,291.15979,291.16153,0.0385,0.5601,0.6992,ESTIMATED,291.16098,6.41E5,1.334E7,3.5036,2.8818,1.334E7
13,1.905E5,0.5821,338.08587,338.08789,0.9,9,0,0.802,4.12,0.00139,0.0116,0,0.5585,0.6197,338.08704,1.51E5,7.156E6,7.156E6,1.75E5,0.5832,338.08609,338.08799,0.0274,0.5629,0.6179,ESTIMATED,338.08719,1.976E5,6.066E6,1.7312,1.3573,6.066E6,1.766E5,0.5762,338.08587,338.08789,0.0278,0.5618,0.6197,ESTIMATED,338.0872,2.218E5,6.189E6,2.5002,1.8585,6.189E6,1.771E5,0.5844,338.08599,338.08776,0.0233,0.5641,0.6191,ESTIMATED,338.08674,1.51E5,6.908E6,1.6635,1.2985,6.908E6,1.851E5,0.58,338.0858,338.08753,0.0273,0.5627,0.6177,ESTIMATED,338.08706,3.106E5,6.672E6,3.5151,1.4154,6.672E6,1.728E5,0.5878,338.08571,338.0878,0.024,0.5675,0.6197,ESTIMATED,338.08631,2.981E5,6.827E6,1.8141,1.2862,6.827E6,1.774E5,0.5818,338.08577,338.08769,0.0235,0.5644,0.6194,ESTIMATED,338.08735,2.138E5,6.745E6,1.8836,1.7581,6.745E6,1.493E5,0.5875,338.08557,338.08734,0.0274,0.5585,0.6135,ESTIMATED,338.08622,1.706E5,5.389E6,0.9957,1.0077,5.389E6,1.737E5,0.5808,338.08596,338.08791,0.0279,0.5634,0.6184,ESTIMATED,338.08739,2.6E5,6.07E6,2.2703,1.5841,6.07E6,1.905E5,0.5817,338.08673,338.08802,0.0275,0.5643,0.6164,ESTIMATED,338.08771,1.984E5,6.806E6,2.69,1.5006,6.806E6,1.843E5,0.5775,338.08569,338.0875,0.0241,0.5601,0.6122,ESTIMATED,338.08725,2.326E5,7.156E6,2.3553,1.702,7.156E6
14,2.061E6,0.5815,242.08027,242.08077,1,10,0,0.875,1.19,0.00029,0.0074,0,0.5559,0.7425,242.08056,4.81E4,6.16E7,6.16E7,1.966E6,0.5803,242.07982,242.08104,0.0276,0.56,0.7137,ESTIMATED,242.08067,2.152E5,5.757E7,2.5509,2.3085,5.757E7,1.913E6,0.5791,242.08027,242.08077,0.0283,0.5559,0.7242,ESTIMATED,242.08053,4.81E4,5.848E7,2.4894,2.2805,5.848E7,1.923E6,0.5844,242.08022,242.08085,0.0278,0.5612,0.712,ESTIMATED,242.08068,2.924E5,5.913E7,2.1496,2.0765,5.913E7,1.995E6,0.5829,242.08022,242.08153,0.0277,0.5568,0.7425,ESTIMATED,242.08043,2.365E5,5.832E7,1.8163,1.5788,5.832E7,1.912E6,0.5849,242.0798,242.0809,0.0288,0.5617,0.7387,ESTIMATED,242.08065,8.137E4,5.596E7,2.4222,2.045,5.596E7,1.92E6,0.5789,242.08024,242.08132,0.0289,0.5586,0.7181,ESTIMATED,242.08048,5.397E4,5.706E7,3.0651,2.3269,5.706E7,2.036E6,0.5788,242.07957,242.08068,0.054,0.5585,0.7208,ESTIMATED,242.08047,3.291E5,6.16E7,2.6224,2.3436,6.16E7,2.061E6,0.5837,242.0802,242.08094,0.0284,0.5576,0.7142,ESTIMATED,242.0806,1.287E5,5.987E7,1.7532,1.8233,5.987E7,1.893E6,0.5846,242.08038,242.08125,0.0275,0.5614,0.6977,ESTIMATED,242.08071,3.347E5,5.597E7,2.034,1.8504,5.597E7,1.971E6,0.5775,242.08002,242.08062,0.0286,0.5572,0.708,ESTIMATED,242.08043,3.059E5,5.85E7,2.7268,2.3193,5.85E7
15,8.191E5,0.5815,265.19117,265.19153,1,10,0,0.872,1.27,0.00034,0.0103,0,0.5559,0.6719,265.19134,3.529E4,2.841E7,2.841E7,7.555E5,0.5832,265.19128,265.19261,0.0275,0.56,0.6498,ESTIMATED,265.19145,1.006E5,2.457E7,1.944,1.8024,2.457E7,8.016E5,0.5791,265.19117,265.19153,0.0278,0.5559,0.6719,ESTIMATED,265.19129,3.529E4,2.553E7,2.7538,2.2319,2.553E7,7.666E5,0.5844,265.19116,265.19166,0.027,0.5612,0.6424,ESTIMATED,265.19147,8.572E4,2.497E7,1.8359,1.6003,2.497E7,8.181E5,0.5829,265.191,265.19234,0.0271,0.5598,0.6525,ESTIMATED,265.19118,2.376E5,2.635E7,1.6341,1.9255,2.635E7,7.695E5,0.5878,265.19103,265.19177,0.0293,0.5646,0.669,ESTIMATED,265.19143,2.757E5,2.388E7,1.6212,1.5392,2.388E7,8.067E5,0.5789,265.19112,265.19252,0.0263,0.5615,0.6687,ESTIMATED,265.19125,1.285E5,2.706E7,2.8679,2.4163,2.706E7,7.318E5,0.5788,265.19109,265.1916,0.0287,0.5614,0.657,ESTIMATED,265.19124,7.689E5,2.294E7,2.1773,2.1612,2.294E7,7.898E5,0.5779,265.19122,265.19162,0.0273,0.5605,0.6706,ESTIMATED,265.19139,1.816E5,2.569E7,2.6089,2.0417,2.569E7,7.79E5,0.5846,265.19138,265.1928,0.0263,0.5614,0.6599,ESTIMATED,265.19151,1.527E5,2.592E7,1.8876,1.4992,2.592E7,8.191E5,0.5775,265.19106,265.19225,0.0289,0.5572,0.6557,ESTIMATED,265.19117,8.466E4,2.841E7,2.5379,2.0955,2.841E7
16,1.437E6,0.5815,288.15915,288.15993,1,10,0,0.873,1.21,0.00035,0.0103,0,0.5568,0.7503,288.15954,5.074E4,4.326E7,4.326E7,1.337E6,0.5832,288.15951,288.16021,0.028,0.56,0.7108,ESTIMATED,288.15968,9.488E4,3.805E7,2.2614,2.0118,3.805E7,1.333E6,0.5791,288.15915,288.15993,0.0261,0.5589,0.7213,ESTIMATED,288.1595,1.874E5,3.876E7,2.39,2.3709,3.876E7,1.353E6,0.5815,288.15916,288.16078,0.0302,0.5612,0.7091,ESTIMATED,288.15967,7.257E4,3.849E7,2.9775,91.5809,3.849E7,1.422E6,0.58,288.15911,288.16046,0.0292,0.5568,0.7047,ESTIMATED,288.15936,7.708E4,4.094E7,2.7964,2.3457,4.094E7,1.337E6,0.5878,288.15893,288.16106,0.0315,0.5617,0.7503,ESTIMATED,288.15963,5.074E4,3.66E7,2.2097,1.882,3.66E7,1.336E6,0.5789,288.15908,288.15972,0.0291,0.5615,0.7152,ESTIMATED,288.15943,2.996E5,3.893E7,3.2582,2.8102,3.893E7,1.292E6,0.5817,288.15919,288.15983,0.0305,0.5585,0.7034,ESTIMATED,288.15944,1.137E5,3.707E7,2.0992,1.8043,3.707E7,1.353E6,0.5808,288.1594,288.16072,0.0301,0.5605,0.7171,ESTIMATED,288.15964,2.93E5,3.723E7,2.2495,2.0716,3.723E7,1.362E6,0.5846,288.15942,288.1608,0.0304,0.5614,0.7093,ESTIMATED,288.15971,2.853E5,3.94E7,2.0656,1.934,3.94E7,1.437E6,0.5775,288.15901,288.16051,0.0279,0.5572,0.7196,ESTIMATED,288.15937,1.329E5,4.326E7,2.6878,2.4645,4.326E7
17,8.573E5,0.5815,304.20235,304.20273,1,10,0,0.882,1.07,0.00033,0.0074,0,0.5572,0.6902,304.20255,4.584E4,2.81E7,2.81E7,7.729E5,0.5832,304.2015,304.20306,0.0268,0.56,0.6324,ESTIMATED,304.20266,1.063E5,2.492E7,2.8183,1.5028,2.492E7,7.891E5,0.5791,304.20235,304.20273,0.0301,0.5589,0.64,ESTIMATED,304.20251,3.094E5,2.563E7,2.0548,1.6997,2.563E7,7.711E5,0.5815,304.20138,304.203,0.0277,0.5641,0.6424,ESTIMATED,304.20267,3.471E5,2.63E7,2.495,49.3653,2.63E7,8.573E5,0.5829,304.20214,304.20254,0.0273,0.5598,0.6902,ESTIMATED,304.20239,1.614E5,2.81E7,1.4779,1.4049,2.81E7,7.314E5,0.5849,304.20138,304.20291,0.0335,0.5617,0.6371,ESTIMATED,304.20266,4.584E4,2.253E7,2.0005,1.733,2.253E7,7.71E5,0.5789,304.20222,304.20282,0.0296,0.5615,0.631,ESTIMATED,304.20246,1.825E5,2.484E7,2.9879,2.0952,2.484E7,6.736E5,0.5817,304.20115,304.20297,0.0283,0.5614,0.6222,ESTIMATED,304.20244,3.318E5,2.403E7,1.5995,1.3724,2.403E7,7.752E5,0.5808,304.20243,304.20303,0.0277,0.5605,0.6242,ESTIMATED,304.2026,3.827E5,2.596E7,1.9531,1.6603,2.596E7,8.258E5,0.5846,304.20143,304.20292,0.0282,0.5614,0.6686,ESTIMATED,304.20271,2.055E5,2.777E7,1.7785,1.4945,2.777E7,8.443E5,0.5775,304.20109,304.2026,0.0301,0.5572,0.6673,ESTIMATED,304.20239,7.319E4,2.8E7,2.4919,1.8933,2.8E7
18,1.646E6,0.5815,407.22171,407.22275,1,10,0,0.85,1.46,0.00059,0.0098,0,0.5568,0.6934,407.22226,7.143E4,5.276E7,5.276E7,3.646E5,0.5861,407.22011,407.22298,0.0274,0.5629,0.6353,ESTIMATED,407.22252,1.675E5,1.327E7,1.4091,1.3283,1.327E7,1.56E6,0.5762,407.22171,407.22275,0.0297,0.5589,0.6748,ESTIMATED,407.22215,2.761E5,4.826E7,2.664,2.1956,4.826E7,3.726E5,0.5844,407.22007,407.2232,0.0289,0.5641,0.6511,ESTIMATED,407.22251,1.585E5,1.215E7,1.8295,1.6218,1.215E7,1.646E6,0.58,407.2215,407.2225,0.0283,0.5568,0.6815,ESTIMATED,407.22199,7.143E4,5.276E7,1.9344,1.5978,5.276E7,3.623E5,0.5849,407.21989,407.22287,0.0293,0.5646,0.6371,ESTIMATED,407.22242,1.855E5,1.228E7,1.9461,1.445,1.228E7,1.52E6,0.5818,407.21974,407.223,0.0326,0.5615,0.6716,ESTIMATED,407.22209,3.148E5,4.653E7,2.0586,1.7222,4.653E7,1.232E6,0.5817,407.21971,407.22252,0.0284,0.5585,0.6889,ESTIMATED,407.22196,1.884E5,4.093E7,1.5761,1.5997,4.093E7,3.578E5,0.5779,407.22195,407.22321,0.03,0.5605,0.6358,ESTIMATED,407.22241,1.4E5,1.134E7,2.166,1.7097,1.134E7,4.002E5,0.5846,407.22014,407.22314,0.0263,0.5643,0.6425,ESTIMATED,407.22256,2.371E5,1.405E7,1.7777,1.4236,1.405E7,1.572E6,0.5775,407.21968,407.22307,0.0301,0.5572,0.6934,ESTIMATED,407.22198,1.775E5,4.975E7,2.3442,1.7341,4.975E7
19,4.543E5,0.6009,398.17052,398.17314,0.5,5,0,0.915,0.55,0.00022,0.0084,0,0.5589,0.6992,398.17127,8.972E4,1.233E7,1.233E7,8.354E4,0.6179,398.17105,398.17158,0.0156,0.615,0.6672,ESTIMATED,398.17153,6.022E5,3.992E6,16.496,9.01,3.992E6,4.232E5,0.5791,398.17052,398.17314,0.027,0.5589,0.6574,ESTIMATED,398.17116,1.268E5,1.233E7,3.6839,2.7234,1.233E7,6.415E4,0.622,398.17105,398.17154,0.0277,0.6163,0.6482,ESTIMATED,398.17151,1.29E6,3.621E6,4.5023,2.7512,3.621E6,4.543E5,0.58,398.1704,398.17324,0.0322,0.5598,0.696,ESTIMATED,398.17099,1.158E5,1.107E7,3.2922,3.1288,1.107E7,8.155E4,0.6197,398.17105,398.17152,0.0418,0.6168,0.6632,ESTIMATED,398.17149,7.198E5,3.353E6,15.0259,8.0129,3.353E6,4.3E5,0.5876,398.17078,398.17154,0.0314,0.5615,0.692,ESTIMATED,398.17106,8.972E4,1.018E7,3.1002,1.9401,1.018E7,3.667E5,0.5817,398.17062,398.17187,0.0427,0.5614,0.6744,ESTIMATED,398.1711,2.971E5,8.515E6,3.2093,2.2167,8.515E6,6.728E4,0.6184,398.17105,398.17144,0.0242,0.6155,0.6619,ESTIMATED,398.1714,6.203E5,3.153E6,14.8189,7.9798,3.153E6,9.216E3,0.6222,398.17105,398.17156,0.0058,0.6193,0.6251,ESTIMATED,398.17156,3.177E6,3.177E6,0.9993,0.9996,3.177E6,4.496E5,0.5804,398.17064,398.173,0.0445,0.5601,0.6992,ESTIMATED,398.17094,1.657E5,1.114E7,3.538,3.1341,1.114E7
20,4.013E5,0.5818,234.12354,234.12458,1,10,0,0.809,3.85,0.0009,0.0084,0,0.5598,0.6603,234.12425,1.437E5,1.278E7,1.278E7,3.759E5,0.5803,234.12365,234.12467,0.0271,0.5629,0.6411,ESTIMATED,234.1244,1.957E5,1.237E7,2.5471,1.977,1.237E7,3.623E5,0.582,234.12354,234.12458,0.0282,0.5618,0.6342,ESTIMATED,234.12441,2.81E5,1.184E7,1.8854,1.7132,1.184E7,3.618E5,0.5815,234.12359,234.12468,0.0283,0.5641,0.6336,ESTIMATED,234.12418,2.827E5,1.179E7,2.3648,1.894,1.179E7,4.013E5,0.5858,234.12342,234.1244,0.0301,0.5598,0.6351,ESTIMATED,234.12426,1.899E5,1.251E7,1.2529,1.2924,1.251E7,3.772E5,0.5849,234.1234,234.12466,0.0295,0.5675,0.6603,ESTIMATED,234.12364,2.118E5,1.164E7,1.9804,1.8817,1.164E7,3.49E5,0.5847,234.12343,234.12448,0.0285,0.5644,0.6368,ESTIMATED,234.12435,2.124E5,1.103E7,1.5907,1.6163,1.103E7,3.343E5,0.5788,234.12334,234.12447,0.0301,0.5614,0.6512,ESTIMATED,234.12398,1.437E5,1.112E7,2.4971,2.334,1.112E7,3.706E5,0.5779,234.12344,234.12558,0.0337,0.5605,0.6503,ESTIMATED,234.12441,1.631E5,1.142E7,2.7013,2.1474,1.142E7,3.837E5,0.5846,234.12371,234.12472,0.0278,0.5643,0.6454,ESTIMATED,234.12454,1.705E5,1.278E7,1.9488,1.6453,1.278E7,3.763E5,0.5775,234.1241,234.12439,0.0312,0.5601,0.6238,ESTIMATED,234.1243,2.983E5,1.254E7,3.0933,1.8333,1.254E7
21,7.481E5,0.5821,328.1575,328.15915,1,10,0,0.738,4.44,0.00146,0.0058,0,0.5559,0.6545,328.1584,3.751E4,2.528E7,2.528E7,7.036E5,0.5832,328.15728,328.15924,0.0314,0.56,0.6266,ESTIMATED,328.15861,2.818E5,2.296E7,1.7623,1.4828,2.296E7,6.955E5,0.582,328.1575,328.15915,0.0298,0.5559,0.6516,ESTIMATED,328.15867,3.751E4,2.328E7,1.5132,1.3491,2.328E7,7.057E5,0.5844,328.15728,328.15913,0.0276,0.5612,0.6336,ESTIMATED,328.15814,1.082E5,2.374E7,1.7114,1.4206,2.374E7,7.324E5,0.58,328.15711,328.15901,0.0282,0.5568,0.6467,ESTIMATED,328.15871,1.35E5,2.411E7,1.843,1.4371,2.411E7,7.345E5,0.582,328.15742,328.15938,0.0304,0.5617,0.6545,ESTIMATED,328.15757,1.38E5,2.292E7,2.3818,1.7087,2.292E7,7.067E5,0.5789,328.15729,328.15908,0.0349,0.5586,0.6542,ESTIMATED,328.15832,4.539E4,2.309E7,2.5882,1.8225,2.309E7,6.364E5,0.5788,328.15717,328.15885,0.0303,0.5585,0.6396,ESTIMATED,328.15754,2.176E5,2.169E7,2.0842,1.7305,2.169E7,7.286E5,0.5837,328.15742,328.15922,0.0309,0.5576,0.63,ESTIMATED,328.15886,3.781E4,2.327E7,1.501,1.3287,2.327E7,7.382E5,0.5846,328.15767,328.16101,0.0298,0.5614,0.6483,ESTIMATED,328.159,2.167E5,2.389E7,1.667,1.3961,2.389E7,7.481E5,0.5833,328.15675,328.15915,0.0297,0.5572,0.6296,ESTIMATED,328.15856,3.522E5,2.528E7,1.4197,1.2695,2.528E7
22,7.567E4,0.585,325.11435,325.11596,0.4,4,0,0.869,1.53,0.0005,0.0103,0,0.5618,0.6342,325.11544,1.683E5,2.55E6,2.55E6,6.347E4,0.5947,325.11445,325.1162,0.0235,0.5687,0.615,ESTIMATED,325.1155,3.97E5,2.124E6,0.778,0.889,2.124E6,4.545E4,0.5791,325.11435,325.11596,0.036,0.5618,0.5994,ESTIMATED,325.11554,2.449E5,1.88E6,1.3749,1.0832,1.88E6,5.562E4,0.5902,325.11457,325.11618,0.018,0.5641,0.6076,ESTIMATED,325.11583,2.621E5,2.382E6,0.7454,0.8334,2.382E6,6.706E4,0.5916,325.11417,325.11583,0.0078,0.5685,0.6148,ESTIMATED,325.11541,3.172E5,2.103E6,1.0008,1.0004,2.103E6,7.172E4,0.5878,325.11396,325.11614,0.0344,0.5675,0.6342,ESTIMATED,325.11498,2.35E5,2.129E6,3.0205,1.6443,2.129E6,6.62E4,0.5789,325.11426,325.11594,0.041,0.5702,0.6339,ESTIMATED,325.11532,1.683E5,1.9E6,6.0446,3.6687,1.9E6,5.226E4,0.5817,325.1143,325.11594,0.0338,0.573,0.628,ESTIMATED,325.11528,2.791E5,1.725E6,3.7203,3.1702,1.725E6,1.146E4,0.5808,325.11526,325.11604,0.0054,0.575,0.5837,ESTIMATED,325.11578,6.973E5,2.55E6,0.5004,0.7502,2.55E6,7.208E4,0.5875,325.11458,325.11623,0.0346,0.5672,0.6251,ESTIMATED,325.11547,2.274E5,2.02E6,1.7651,1.4287,2.02E6,7.567E4,0.5775,325.11421,325.11585,0.0502,0.563,0.6325,ESTIMATED,325.11525,1.968E5,2.209E6,3.2133,2.3879,2.209E6
23,3.547E5,0.5829,302.17519,302.17579,1,10,0,0.878,1.26,0.00038,0.0115,0,0.5589,0.6325,302.17538,8.792E4,1.156E7,1.156E7,3.329E5,0.5889,302.17525,302.1768,0.0284,0.56,0.6266,ESTIMATED,302.17549,8.792E4,1.082E7,1.1405,1.117,1.082E7,3.245E5,0.582,302.17519,302.17579,0.0364,0.5589,0.6255,ESTIMATED,302.17533,1.73E5,1.096E7,1.4336,1.4457,1.096E7,3.238E5,0.5815,302.17528,302.17579,0.0331,0.5641,0.6191,ESTIMATED,302.17551,5.271E5,1.047E7,2.2972,1.5454,1.047E7,3.547E5,0.58,302.17498,302.1765,0.0296,0.5598,0.6293,ESTIMATED,302.17519,1.524E5,1.156E7,2.3305,1.7718,1.156E7,3.254E5,0.5878,302.17516,302.17589,0.0315,0.5646,0.6313,ESTIMATED,302.17547,2.214E5,1.046E7,1.4878,1.2884,1.046E7,3.38E5,0.5818,302.17513,302.17559,0.0289,0.5615,0.631,ESTIMATED,302.17527,1.715E5,1.089E7,2.0518,1.7173,1.089E7,2.7E5,0.5817,302.17516,302.17557,0.0286,0.5614,0.6193,ESTIMATED,302.17531,2.682E5,8.978E6,1.6965,1.3398,8.978E6,3.24E5,0.5866,302.17527,302.17598,0.03,0.5605,0.63,ESTIMATED,302.17544,1.605E5,1.11E7,1.435,3.1903,1.11E7,3.366E5,0.5817,302.17543,302.17699,0.0293,0.5614,0.6251,ESTIMATED,302.17557,1.316E5,1.103E7,2.2053,1.6094,1.103E7,3.343E5,0.5775,302.175,302.17665,0.0355,0.5601,0.6325,ESTIMATED,302.17522,2.186E5,1.119E7,2.4027,2.2424,1.119E7
