,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
769,770,8.008,7.989,7.802,7.762,7.74,7.701,7.915,7.874,1049.984,903.081,956.626,1024.646,953.165,1022.26,981.919,923.739,C15H25NO3,268.1887,7.84,1.06,1/1,0.317,964.68075,6.835502418360888,989.17425,4.005247644525213,1.0253902651213886,0.9673493067182911
770,771,7.358,7.37,7.506,7.524,7.595,7.602,7.387,7.429,1031.453,1055.365,1482.555,1645.81,1502.469,1544.197,891.625,1089.031,C11H11N5,214.1106,7.45,1.41,1/1,0.015,1016.8685,8.533239550469178,1543.75775,4.710701955300353,1.5181488560221896,1.076701316327794
771,772,28.418,28.427,28.439,28.429,28.428,28.434,28.43,28.426,5312.964,5639.597,6225.579,6250.481,6252.881,6178.669,5385.108,5562.417,C11H11N5,214.1103,28.41,1.15,1/1,0.081,5475.0215,2.771396792330152,6226.9025,0.5531391142157004,1.1373293237295963,0.9889820206344316
772,773,31.491,31.488,31.457,31.471,31.479,31.46,31.473,31.48,6504.113,6057.889,7056.426,7273.651,6952.363,6861.842,6220.711,6634.439,C21H28O5,361.1987,31.44,1.15,1/1,0.139,6354.2880000000005,4.1301547437360195,7036.070500000001,2.5187430530968067,1.1072948692284643,0.9628651036769256
773,774,9.54,9.551,9.725,9.783,9.849,9.89,9.608,9.634,6163.617,5839.275,5600.508,6367.907,6694.724,7149.768,6205.937,5845.917,C21H26N2S2,371.16,9.65,1.09,1/1,0.318,6013.6865,3.2979912837708314,6453.226750000001,10.113716455771716,1.0730899839890224,0.9844862238431398
774,775,13.07,13.083,13.072,13.085,13.088,13.093,13.069,13.08,5360.243,5656.5,5951.72,6630.947,6883.834,6853.699,5314.5,5529.934,C18H28N2O4,337.2167,13.04,1.3,1/1,0.001,5465.29425,2.8836377539580864,6580.05,6.592715020718797,1.203969941783098,0.926130724448537
775,776,4.743,4.732,4.684,4.688,4.689,4.722,4.725,4.701,943.462,830.951,1085.182,1065.044,1229.964,1270.324,867.339,959.54,C21H19F2N3O3,400.1473,4.68,1.39,1/1,0.057,900.323,6.807149911382333,1162.6285,8.834997516955978,1.2913459947152301,0.9290258954785829
776,777,27.709,27.697,27.711,27.701,27.714,27.715,27.666,27.691,597.997,595.663,552.356,729.724,775.609,724.031,690.281,616.201,C21H19F2N3O3,400.1427,27.69,1.22,1/1,0.051,625.0355,7.112460091159373,695.43,14.111780004902592,1.1126248029111947,0.9119875433698318
777,778,3.263,3.259,3.279,3.261,3.282,3.291,3.259,3.251,1104.862,1113.288,1053.29,1092.667,1033.986,905.22,1114.241,1026.529,C25H31NO6,442.2233,3.24,0.97,1/1,0.831,1089.73,3.885758194498703,1021.2907500000001,7.9450514848254254,0.9371961403283383,0.9661815879673591
778,779,13.041,13.031,13.077,13.033,13.059,13.031,13.063,13.073,40.546,45.435,37.249,38.111,37.578,27.424,27.8,29.851,C22H38O5,383.2788,13.04,0.98,1/1,0.77,35.908,23.559489927094738,35.0905,14.600323238293322,0.9772334855742453,0.9971770260961687
779,780,13.756,13.73,13.412,13.341,13.225,13.162,13.644,13.621,72.458,80.675,69.391,79.749,86.243,83.861,68.015,65.424,C12H20N4O7,333.1411,13.48,1.15,1/1,0.178,71.643,9.331403139471758,79.81099999999999,9.330231495016799,1.1140097427522575,0.9687041241323979
780,781,4.796,4.829,4.865,4.854,4.991,4.767,4.772,4.854,137.087,123.546,199.005,217.954,199.6,228.159,127.63,130.064,C17H16FN3O2S,346.1025,4.78,1.56,1/1,0.003,129.58175,4.383644619274805,211.1795,6.788195576122383,1.6297009416835317,1.0446800908227767
781,782,13.372,13.312,13.067,13.0,12.914,12.824,13.281,13.218,55.341,59.218,69.202,63.095,57.406,50.203,59.082,60.762,C17H16FN3O2S,346.1022,13.08,1.07,1/1,0.133,58.60075,3.9297545857905756,59.9765,13.509874437279048,1.0234766619881146,0.9565202448487051
782,783,32.46,32.459,32.461,32.464,32.457,32.467,32.454,32.451,2021.608,2033.679,2127.47,2242.07,1765.273,2023.511,1898.957,1938.812,C22H28F2O5,411.196,32.44,1.09,1/1,0.324,1973.2640000000001,3.2967084450125,2039.5810000000001,9.977244165764393,1.033607768651331,0.9482640079370008
783,784,3.839,3.843,3.801,3.763,3.78,3.761,3.83,3.813,22587.965,23586.087,1592.965,1627.08,1508.649,1483.839,21933.206,22039.304,C20H29FO3,337.2127,3.78,0.06,1/16,0.0,22536.6405,3.3553597841928093,1553.1332499999999,4.3724401549905405,0.06891591717052947,1.1485986195088247
784,785,0.677,0.677,0.693,0.686,0.714,0.704,0.663,0.659,346.857,372.602,531.517,574.512,638.421,623.183,308.803,364.773,C16H21N5O2,316.1767,0.6,1.11,1/1,0.523,348.2587500000001,8.162192128182513,591.90825,8.213859127311581,1.6996220482615292,1.531191034469846
785,786,32.482,32.481,32.476,32.476,32.49,32.478,32.478,32.468,225.015,164.365,223.349,176.579,151.29,229.822,149.461,215.63,C21H23N7O2S,438.1719,32.47,0.87,1/1,0.373,188.61775,19.780178896581166,195.26,19.312104916655695,1.035215402580086,1.1899027615863056
786,787,3.752,3.771,3.777,3.804,3.818,3.835,3.767,3.744,72.068,94.216,168.204,167.784,163.335,197.412,94.841,105.154,C15H13NO3,256.0966,3.74,1.84,2/1,0.002,91.56975,15.21792257340061,174.18375,8.979833472445195,1.9021975051804771,1.0338029919459115
787,788,5.841,5.859,5.979,6.005,6.07,6.116,5.86,5.873,1393.423,1420.817,1523.252,1495.341,1490.615,1486.801,1538.434,1447.684,C15H13NO3,256.0992,5.93,1.06,1/1,0.067,1450.0895,4.339358415702634,1499.00225,1.1033715655008034,1.0337308490269048,0.9752177821008535
788,789,12.051,12.046,12.074,12.078,12.052,12.05,12.07,12.065,654.538,710.173,565.162,648.364,638.154,716.996,715.874,665.325,C15H22N2O,247.1805,12.02,0.88,1/1,0.159,686.4775,4.5237813589737454,642.169,9.676378908450152,0.9354552771212458,1.063017360365052
789,790,24.915,24.901,24.659,24.588,24.576,24.52,24.823,24.781,231.845,209.873,246.638,279.541,241.935,270.546,217.196,210.322,C15H22N2O,247.1804,24.68,1.41,1/1,0.069,217.309,4.718527605741659,259.665,7.022374223306055,1.1949113934535616,0.8474548889741572
790,791,25.543,25.549,25.558,25.55,25.578,25.563,25.558,25.567,885.491,967.533,922.175,992.676,1049.198,1045.29,804.596,866.468,C19H17N5O2,348.1423,25.55,1.04,1/1,0.642,881.0219999999999,7.630139090134559,1002.33475,5.9191936394454965,1.1376954832001926,1.0939379646155698
791,792,28.744,28.731,28.733,28.754,28.746,28.753,28.743,28.736,158.554,175.313,189.692,216.363,222.294,198.988,176.953,179.802,C14H17N3O2S,292.1086,28.81,1.26,1/1,0.01,172.6555,5.549894659233393,206.83425,7.306886318579455,1.1979592309541254,0.950761294408036
792,793,15.252,15.191,14.9,14.794,14.682,14.637,15.097,15.066,3394.792,3508.785,4018.234,4073.921,4114.939,4069.408,3506.899,3491.755,C27H31N7OS,502.2354,14.91,1.14,1/1,0.109,3475.55775,1.5646610768416922,4069.1255,0.9739490463614896,1.1707834519509854,1.0270030280271802
793,794,29.489,29.446,29.296,29.257,29.238,29.21,29.408,29.358,142.274,151.557,152.617,143.354,143.579,138.23,156.2,173.135,C27H37N3O7S,548.2492,29.31,0.9,1/1,0.18,155.79149999999998,8.300075123989897,144.445,4.141273670502279,0.9271686837857008,1.0301874264285564
794,795,6.483,6.506,6.552,6.564,6.599,6.651,6.489,6.506,195.748,211.175,194.946,242.03,281.098,178.714,200.53,191.38,C20H19F2N3O5,420.1304,6.51,1.12,1/1,0.457,199.70825,4.260673279327192,224.197,20.72999620526813,1.1226226257553207,1.0023416301386792
795,796,0.695,0.682,0.663,0.686,0.681,0.677,0.675,0.695,286.08,299.935,762.086,778.852,847.062,872.23,295.868,308.527,C20H23NO4,342.1691,0.59,2.72,4/1,0.007,297.6025,3.1315412095291046,815.0575,6.495969535936914,2.738745474248368,1.0068917184736645
796,797,15.276,15.228,14.895,14.841,14.747,14.648,15.132,15.058,76.647,72.926,69.978,68.622,61.537,79.266,50.222,51.376,C22H29N3O4S,432.1896,14.95,0.97,1/1,0.811,62.792750000000005,22.20036041966556,69.85075,10.4319248807939,1.1124015113209726,1.1468056817741987
797,798,3.471,3.47,3.524,3.518,3.53,3.541,3.483,3.491,125.412,137.347,141.809,145.431,164.257,197.878,143.661,133.788,C15H14N2O2,255.1127,3.47,0.98,1/1,0.756,135.05200000000002,5.637669776324725,162.34375,15.800980256296985,1.2020832716287058,1.2266155832945977
798,799,1.922,1.941,1.902,1.887,1.869,1.829,1.917,1.918,7975.772,7907.773,6671.581,6986.799,6804.829,6571.82,7257.231,7257.926,C9H12ClN5O,242.0805,2.01,1.11,1/1,0.009,7599.675499999999,5.210669069658543,6758.757250000001,2.655952844152495,0.8893481372987572,0.8012145381069884
799,800,31.063,31.071,31.078,31.05,31.072,31.07,31.07,31.081,220.212,204.983,259.829,218.616,194.286,226.485,219.051,193.636,C14H10N4O5,315.0768,31.05,1.03,1/1,0.337,209.4705,6.026238036523846,224.804,12.043959507596044,1.073201238360533,1.0419429498645951
800,801,2.215,2.243,2.221,2.188,2.163,2.12,2.235,2.222,4915.675,4708.163,4903.168,5067.31,4967.727,5423.488,4784.061,4713.955,C17H21NO3,288.1597,2.31,1.19,1/1,0.013,4780.4635,2.018960899902155,5090.42325,4.559175749762754,1.0648388487852694,0.8948225620044281
801,802,11.84,11.83,11.866,11.869,11.874,11.854,11.837,11.837,3308.154,2991.245,3658.491,3742.785,3970.229,3940.201,3335.458,3166.158,C24H30O6,415.2113,11.83,1.31,1/1,0.004,3200.25375,4.933079980182868,3827.9264999999996,3.9564995290651312,1.1961321817059036,0.9130780013022165
802,803,27.034,27.027,27.028,27.038,27.045,27.036,27.026,27.019,13706.389,13722.142,18873.998,16114.994,18400.28,18603.26,14267.158,13219.649,C24H30O6,415.2117,27.0,1.34,1/1,0.012,13728.834499999999,3.1176924724959463,17998.132999999998,7.0581486446402595,1.3109731201144568,0.9783381493391468
803,804,4.058,4.05,4.032,4.093,4.121,4.154,4.003,4.045,242.77,245.364,296.416,307.039,251.099,225.899,232.964,234.234,C19H18N2O4S,371.107,4.04,1.0,1/1,0.964,238.833,2.57822333769221,270.11325,14.132630199533605,1.1309712225697455,1.1309712225697455
804,805,23.797,23.831,23.818,23.812,23.828,23.826,23.815,23.824,2711.448,2687.487,2729.031,2832.932,2921.152,3075.7,2590.489,2549.311,C19H18N2O4S,371.1059,23.76,1.21,1/1,0.001,2634.6837499999997,2.9336721339169443,2889.7037499999997,5.07899123986308,1.0967934007259885,0.9064408270462715
805,806,31.447,31.459,31.454,31.45,31.924,31.323,31.485,31.46,109.14,106.208,89.122,152.343,97.53,244.559,98.03,99.056,C19H18N2O4S,371.1008,31.39,1.08,1/1,0.842,103.1085,5.25870405952201,145.8885,49.01284077626623,1.4149027480760556,1.310095137107459
806,807,31.849,32.113,31.694,31.98,32.739,31.752,31.75,32.734,235.605,234.648,12.477,298.646,449.954,26.003,14.676,561.214,C19H18N2O4S,371.1016,31.96,1.42,1/1,0.53,261.53575,86.10593310408966,196.77,108.84271991633882,0.7523636825940622,0.5298335792915931
807,808,32.798,32.769,32.758,32.748,32.802,32.759,32.755,32.766,928.247,580.136,529.64,451.961,457.343,1282.031,576.949,570.584,C19H18N2O4S,371.1016,32.74,0.91,1/1,0.795,663.9789999999999,26.540509664289118,680.24375,59.206989170458776,1.0244958801407877,1.12581964850636
808,809,34.08,34.163,34.12,34.224,34.115,34.138,34.127,34.133,247.902,188.593,155.677,149.813,136.993,382.829,167.523,163.61,C19H18N2O4S,371.1012,34.07,0.87,1/1,0.732,191.907,20.274905733548483,206.328,57.154483615692655,1.0751457737341525,1.2357997399243132
809,810,18.083,18.073,18.256,18.329,18.386,18.443,18.085,18.109,5059.155,4575.278,4582.804,5093.671,5400.584,5716.006,4529.422,4136.909,C24H26FNO4,412.1958,18.18,1.12,1/1,0.221,4575.191,8.259589433436428,5198.266250000001,9.283948226632724,1.1361856259115741,1.0144514517067624
810,811,32.447,32.447,32.454,32.454,32.44,32.466,32.44,32.465,711.985,777.034,818.967,847.426,793.54,797.451,772.181,841.107,C24H26FNO4,412.1911,32.44,1.15,1/1,0.202,775.57675,6.803056671997997,814.346,3.036173615258143,1.0499876382318063,0.913032728897223
811,812,5.245,5.255,5.195,5.186,5.161,5.166,5.241,5.215,1603.636,1523.741,1843.373,1672.439,1880.79,1801.472,1556.166,1564.587,C16H25NO4,296.1837,5.17,1.34,1/1,0.025,1562.0324999999998,2.103244878637043,1799.5185,5.040422931480206,1.1520365293295756,0.8597287532310265
812,813,4.647,4.667,4.957,5.001,5.083,5.195,4.739,4.753,629.012,711.334,716.269,675.131,520.894,586.481,605.026,567.012,C22H22N2O4,379.166,4.85,0.96,1/1,0.344,628.096,9.724881986508333,624.69375,14.06643677430384,0.9945832324994905,1.0360242005203026
813,814,7.88,7.84,7.634,7.62,7.584,7.54,7.78,7.724,245.2,263.331,358.274,339.485,400.308,412.201,286.962,278.163,C22H22N2O4,379.1652,7.68,1.4,1/1,0.004,268.414,6.8148667627947175,377.567,9.096898139878547,1.406659116141483,1.0047565115296309
814,815,9.623,9.587,9.504,9.517,9.488,9.453,9.575,9.569,304.229,294.661,279.97,315.985,313.328,298.419,277.356,232.511,C22H22N2O4,379.1615,9.51,1.37,1/1,0.006,277.18925,11.47015814552704,301.9255,5.482547130383699,1.089239571880944,0.7950653809349956
815,816,25.546,25.576,25.613,25.616,25.621,25.6,25.591,25.595,313.563,274.867,215.578,236.923,308.425,293.857,170.403,162.072,C22H22N2O4,379.1651,25.55,1.08,1/1,0.838,230.22625000000002,32.85215358243549,263.69575,16.87800120199697,1.1453765589284453,1.0605338508596716
816,817,8.969,8.939,9.109,9.162,9.206,9.27,8.991,9.021,151.638,165.625,215.742,189.856,147.437,175.93,189.915,179.091,C15H9FN2O3,285.07,9.06,1.05,1/1,0.473,171.56725,9.669957435822466,182.24124999999998,15.62160202951329,1.0622146709235007,1.0116330199271435
817,818,14.017,13.991,13.719,13.665,13.588,13.46,13.945,13.854,9137.554,8892.119,10451.865,11053.056,10470.094,11002.051,9591.64,10123.601,C20H25NO2S2,376.14,13.77,1.17,1/1,0.018,9436.228500000001,5.745785858446534,10744.2665,3.051471232744587,1.1386187288703318,0.9731784007438734
818,819,11.047,11.042,10.913,10.864,10.837,10.784,11.024,10.951,272.317,222.949,336.281,294.093,398.06,407.039,294.218,291.032,C9H14N4O3,227.1142,10.9,1.18,1/1,0.169,270.129,12.180725844151304,358.86825,14.886852512088275,1.328506935575225,1.1258533352332416
819,820,26.651,26.666,26.709,26.73,26.755,26.762,26.652,26.681,99.085,110.145,122.255,118.264,122.088,113.72,100.421,101.147,C25H25N5O4,460.192,26.7,1.2,1/1,0.028,102.6995,4.904206972433968,119.08175,3.3773265600059803,1.1595163559705743,0.9662636299754787
820,821,3.249,3.239,3.232,3.237,3.239,3.22,3.234,3.25,3907.954,3790.898,3549.083,3966.851,3780.912,3539.668,3685.046,3709.7,C10H17NOS,200.1103,3.27,0.98,1/1,0.834,3773.3995000000004,2.662252368741493,3709.1285,5.523181233982996,0.9829673481432325,1.0030279062686047
821,822,3.346,3.407,3.448,3.455,3.449,3.449,3.395,3.409,120.634,130.958,108.528,154.359,86.592,170.137,120.517,107.017,C12H11NO,186.0886,3.39,0.95,1/1,0.789,119.7815,8.195669441824524,129.904,29.978068576471717,1.084508041725976,1.1415874123431327
822,823,9.098,9.114,9.401,9.455,9.528,9.596,9.173,9.218,521.141,559.677,640.412,717.861,884.437,897.979,662.664,577.463,C15H21N3O2S,308.1404,9.28,1.29,1/1,0.005,580.2362499999999,10.300783117879856,785.1722500000001,16.120917381581528,1.353194065348382,1.0489876475568853
823,824,3.508,3.514,3.568,3.575,3.606,3.609,3.536,3.518,44.83,45.417,51.178,55.648,61.056,73.807,71.804,54.612,C6H8N2,109.0754,3.52,1.18,1/1,0.135,54.165749999999996,23.23074724510582,60.422250000000005,16.21026001718554,1.1155065701111866,0.9453445509416836
824,825,5.051,4.662,4.945,4.913,4.674,4.865,4.74,4.734,32.263,60.243,156.392,179.367,12.646,94.294,51.021,53.235,C6H8N2,109.0755,4.85,1.76,2/1,0.028,49.1905,24.29328663700309,110.67475,67.38690215942489,2.2499212246267066,1.278364332174265
825,826,27.78,27.755,27.931,27.752,27.734,27.783,27.724,27.777,2.484,3.006,0.181,2.688,3.356,1.913,1.006,1.639,C21H43N5O7,478.3273,27.74,1.04,1/1,0.881,2.03375,43.61203400931157,2.0345,67.2962371789008,1.0003687768899816,0.9618930547019053
826,827,4.846,4.876,5.174,5.241,5.325,5.432,4.944,4.979,730.594,739.159,844.127,890.48,912.02,878.868,619.35,607.538,C16H20N6O,313.1733,5.07,1.2,1/1,0.166,674.16025,10.436935265064214,881.37375,3.2196018074557227,1.3073653482239571,1.0894711235199643
827,828,12.627,12.598,12.292,12.216,12.121,12.039,12.507,12.459,4312.619,3752.213,18362.472,17367.475,17850.617,17872.169,4212.094,4261.708,C16H20N6O,313.174,12.32,4.57,4/1,0.0,4134.6585,6.245874374453655,17863.183250000002,2.2745462344848018,4.3203527570656695,0.9453725945439101
828,829,32.262,32.276,32.257,32.256,32.265,32.273,32.266,32.266,853.847,777.874,823.304,687.692,659.684,704.559,710.259,705.315,C16H20N6O,313.1772,32.27,0.97,1/1,0.774,761.82375,9.150284608833548,718.8097500000001,10.027598589600581,0.9435381215143268,0.9727197129013678
829,830,26.505,26.534,26.913,27.0,26.514,26.6,26.655,26.737,438.133,440.987,530.009,501.502,144.347,146.956,464.93,475.903,C19H20FNO3,330.1487,26.78,1.27,1/1,0.026,454.98825,4.045492844134372,330.70349999999996,64.71022731454742,0.7268396491557748,0.5723146843746258
830,831,30.074,30.099,30.1,30.113,30.11,30.115,30.083,30.087,352.747,317.298,438.657,431.917,414.828,404.329,375.951,389.781,C24H32O7,433.222,30.06,1.13,1/1,0.126,358.94425,8.828936388718004,422.43275,3.714771363639966,1.1768756568742917,1.041482882189639
831,832,29.487,29.513,29.494,29.504,29.52,29.508,29.485,29.499,267.74,296.68,304.206,303.117,332.307,317.077,290.033,265.101,C13H15NO3,234.1125,29.49,1.18,1/1,0.064,279.8885,5.653396325793816,314.17675,4.344236682200978,1.1225068196799797,0.9512769658304913
832,833,30.576,30.561,30.581,30.562,30.59,30.581,30.578,30.588,102.296,92.122,94.154,107.581,110.279,100.629,90.943,91.224,C13H15NO3,234.1125,30.57,1.17,1/1,0.038,94.14625,5.7956463320459966,103.16075000000001,7.029023083480829,1.095749963487659,0.9365384303313325
833,834,31.321,31.351,31.353,31.367,31.376,31.368,31.34,31.341,4827.142,4875.53,4766.423,6139.202,6096.936,6088.362,5119.029,4638.788,C12H13NO3,220.0984,31.31,1.25,1/1,0.011,4865.122249999999,4.063458590965772,5772.730750000001,11.62776900543671,1.18655409943707,0.949243279549656
834,835,3.368,3.374,3.349,3.376,3.392,3.401,3.404,3.382,76.292,69.194,37.441,54.605,53.413,49.051,85.705,84.953,C8H11NO2,154.0855,3.4,1.83,2/1,0.128,79.036,9.905645681447979,48.6275,16.10296072682996,0.6152576041297636,0.33620634105451563
835,836,31.737,31.789,31.738,31.742,31.741,31.749,31.769,31.761,91.85,114.235,15.165,15.038,16.458,12.632,101.229,107.967,C8H11NO2,154.086,31.66,0.21,1/4,0.037,103.82024999999999,9.233095779964987,14.82325,10.76352049416791,0.14277802259193173,0.6798953456758654
836,837,31.763,31.8,31.765,31.785,31.754,31.753,31.771,31.765,79.785,108.209,15.227,15.209,16.458,12.632,101.229,109.383,C8H11NO2,154.0859,31.72,0.14,1/4,0.0,99.6515,13.77266198520706,14.881499999999999,10.815969601573872,0.14933543398744625,1.0666816713389018
837,838,11.089,11.066,10.932,10.876,10.844,10.813,11.031,10.995,6211.66,5152.815,7041.308,7406.842,8215.943,7219.741,6096.643,6159.688,C12H11N5,226.1114,10.9,1.15,1/1,0.078,5905.201499999999,8.531305685407816,7470.958500000001,6.941480055430921,1.2651487845080311,1.1001293778330707
838,839,3.34,3.36,3.333,3.325,3.323,3.31,3.342,3.319,131.043,109.269,103.326,135.605,148.051,145.318,130.078,115.731,C8H13NO2,156.1015,3.33,1.18,1/1,0.074,121.53025,8.856224740530957,133.075,15.434299793564668,1.0949948675329804,0.9279617521465936
839,840,10.618,10.711,11.114,11.208,11.286,11.416,10.814,10.906,202.618,223.554,256.416,254.894,266.721,247.797,201.509,210.594,C15H12O2,225.0915,10.98,1.08,1/1,0.176,209.56875000000002,4.849882766402925,256.457,3.0436938534572526,1.2237368405356235,1.1330896671626143
840,841,25.932,25.937,25.919,25.929,25.934,25.939,25.892,25.897,278.198,175.836,380.108,419.375,368.035,350.674,192.299,195.792,C13H16N4O6,325.1131,25.9,1.94,2/1,0.015,210.53125,21.822296557993255,379.548,7.68559875341923,1.802810746623126,0.9292838900119207
841,842,2.086,2.158,2.058,2.062,2.028,2.03,2.119,2.095,3002.9,3061.833,2948.212,3184.891,3251.146,3238.713,2936.914,3234.989,C15H24N2O2,265.1912,2.17,1.2,1/1,0.113,3059.159,4.179056597476997,3155.7405,4.477831249974897,1.0315712586367691,0.859642715530641
842,843,1.526,1.526,1.532,1.572,1.527,1.572,1.538,1.516,2288.038,2516.313,1714.2,1713.401,1755.851,1559.116,2225.024,2112.926,C15H24N2O,249.1963,1.55,0.96,1/1,0.596,2285.57525,7.438818509448203,1685.642,5.140427461480265,0.7375132365473419,0.7682429547368145
843,844,18.819,18.847,19.106,19.146,19.166,19.221,18.92,18.97,545.711,606.39,792.171,825.762,796.329,786.338,572.305,681.266,C15H24N2O,249.196,18.99,1.5,1/1,0.034,601.418,9.766963613771997,800.1499999999999,2.1945286944734748,1.3304390623493143,0.8869593748995429
844,845,10.289,10.282,10.264,10.267,10.316,10.295,10.276,10.262,1204.131,1267.847,1479.578,1471.221,1608.101,1648.356,1316.209,1313.926,C21H24N4O2S,397.1736,10.26,1.25,1/1,0.069,1275.5282499999998,4.12020285253681,1551.8139999999999,5.7879402427368065,1.2166049634729768,0.9732839707783814
845,846,13.082,13.065,12.758,12.706,12.628,12.53,12.991,12.928,6233.929,6564.247,1990.426,2061.663,1855.421,1698.206,6608.643,7185.722,C26H24N8O2,481.2147,12.79,0.28,1/4,0.0,6648.135249999999,5.94841828421065,1901.429,8.426314872734778,0.2860093738315568,1.021462049398417
846,847,29.655,29.585,29.62,29.598,30.043,29.593,29.721,29.563,32.987,20.309,12.286,9.316,34.712,6.816,20.675,20.375,C18H10F3NO3S2,410.0126,29.75,0.37,1/2,0.01,23.5865,26.57886336754722,15.782500000000002,81.2051553116616,0.6691327666249762,1.80846693682426
847,848,30.081,30.046,30.047,30.084,30.036,30.08,30.068,30.036,31.457,31.207,38.66,22.879,34.747,21.931,37.959,54.362,C18H10F3NO3S2,410.0126,30.02,0.69,1/1,0.011,38.74625,28.053305542584095,29.55425,28.480805749197724,0.7627641384650127,1.1054552731376996
848,849,18.472,18.468,18.528,18.55,18.588,18.633,18.485,18.491,3869.469,4048.398,6602.048,7292.634,7762.142,7195.087,4747.992,5162.246,C22H22F3N3O3,434.1698,18.48,1.39,1/1,0.021,4457.02625,13.550079639783283,7212.97775,6.607723912150963,1.6183386288110824,1.1642723948281168
849,850,8.459,8.467,8.674,8.713,8.775,8.828,8.505,8.541,831.543,815.303,793.244,884.616,954.219,999.501,765.579,727.438,C21H24FN5O5S,478.1589,8.57,1.11,1/1,0.301,784.9657500000001,6.054046943146339,907.895,9.897595202883117,1.1566046034492588,1.0419861292335664
850,851,15.226,15.205,14.904,14.829,14.734,14.674,15.113,15.04,9152.106,9152.341,9899.512,9817.653,9455.837,9555.308,8629.685,8867.349,C27H31FN6OS,507.2315,14.93,1.06,1/1,0.154,8950.37025,2.8207605787333745,9682.0775,2.1739811310050627,1.0817516180406055,1.0205203943779297
851,852,4.125,4.124,4.212,4.213,4.231,4.243,4.118,4.127,1125.889,1039.554,1450.851,1485.218,1547.834,1468.209,1100.859,1031.125,C15H15N7O,310.141,4.12,1.4,1/1,0.003,1074.35675,4.311929581295205,1488.028,2.8404914024308523,1.3850408628232662,0.9893149020166188
852,853,14.639,14.639,14.371,14.479,14.715,14.865,14.604,14.614,1003.953,1003.708,11035.899,11543.341,10264.732,11307.518,1154.688,1131.171,C30H22N4O2,471.1799,14.58,7.96,16/1,0.0,1073.38,7.535145852349455,11037.872499999998,5.033261128717657,10.283285043507423,1.2918699803401286
853,854,27.812,27.857,27.852,27.834,27.843,27.853,27.832,27.861,585.645,464.712,618.664,708.066,719.273,725.575,515.205,475.831,C25H27N3O2S,434.1953,27.82,1.24,1/1,0.075,510.34825,10.71281256059047,692.8945000000001,7.218117285399018,1.3576895776560418,1.0949109497226144
854,855,5.817,5.818,5.704,5.663,5.635,5.622,5.725,5.711,342.83,381.408,424.24,364.005,415.848,446.093,370.766,362.487,C14H16ClN5O2S,354.0787,5.67,1.12,1/1,0.325,364.37275000000005,4.478067453678912,412.54650000000004,8.43095685217518,1.132210078827245,1.0109018560957543
855,856,7.35,7.326,7.134,7.11,7.097,7.055,7.26,7.216,393.899,431.121,495.998,310.264,567.525,610.701,413.98,423.885,C27H27N7O2S,514.2009,7.15,1.19,1/1,0.324,415.72125,3.886239687042185,496.12199999999996,26.73278568117346,1.1934006260204404,1.00285766892474
856,857,8.681,8.681,8.769,8.809,8.872,8.912,8.692,8.709,858.827,921.913,1167.896,1310.409,1300.346,1339.911,919.102,945.157,C27H27N7O2S,514.2063,8.74,1.26,1/1,0.032,911.2497500000001,4.0436196703083,1279.6405,5.967682343302834,1.4042697954100947,1.1144998376270592
857,858,4.441,4.449,4.389,4.394,4.356,4.343,4.43,4.4,177.985,199.811,340.886,347.785,390.257,357.938,249.902,287.186,C10H7NO2,174.0574,4.43,1.55,1/1,0.005,228.721,21.532833727254086,359.2165,6.081761348033597,1.5705444624673728,1.013254491914434
858,859,13.589,13.582,13.438,13.385,13.316,13.289,13.52,13.471,86.923,83.426,94.392,93.853,101.348,90.344,87.43,82.111,C10H7NO2,174.0528,13.41,1.1,1/1,0.072,84.9725,3.0706275023630285,94.98425,4.84975879586554,1.117823413457295,1.0162031031429954
859,860,4.341,4.303,4.234,4.187,4.2,4.162,4.311,4.288,349.074,344.83,273.41,242.408,248.539,238.901,275.475,258.152,C20H20N4O3,365.1583,4.28,0.89,1/1,0.466,306.88275,15.262313411677535,250.8145,6.212299649719061,0.8172974857661437,0.918311781759712
