,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
720,721,3.83,3.821,3.731,3.72,3.716,3.713,3.806,3.791,3104.057,3170.389,3933.457,4017.745,3991.861,4354.626,3015.559,2865.116,C15H14F2N4S,321.098,3.95,1.31,0.001,1/1,3038.7802500000003,4.344197807992164,4074.4222499999996,4.665691826037716,1.3408084543132066,1.0235179040558828
721,722,3.205,3.202,3.228,3.242,3.213,3.21,3.204,3.205,561.932,524.76,851.306,894.684,1019.996,1041.684,615.683,573.258,C14H12N4OS,285.0803,3.06,1.91,0.002,2/1,568.90825,6.580456989628672,951.9175,9.796836827919238,1.6732355349039147,0.8760395470701124
722,723,31.32,31.325,31.323,31.325,31.326,31.334,31.322,31.317,1864.436,1890.844,2138.621,2145.784,2081.686,1989.828,1760.392,1968.328,C21H18Cl2N2O4,433.0713,31.11,1.19,0.025,1/1,1871.0,4.591885695736102,2088.97975,3.449233406959155,1.1165044094067345,0.9382389995014576
723,724,3.641,3.638,3.593,3.591,3.584,3.584,3.608,3.589,917.855,872.574,1003.273,1047.15,1082.192,1188.5,993.043,1025.089,C25H33N7O2,464.2762,3.66,1.12,0.069,1/1,952.14025,7.301881030714597,1080.27875,7.316812447438849,1.13457943827078,1.0130173555989106
724,725,11.405,11.439,11.618,11.633,11.676,11.693,11.5,11.504,4410.634,4028.924,4481.208,4545.214,4993.588,5119.827,3468.557,4137.107,C25H25BrN6O2,521.1292,11.53,1.08,0.112,1/1,4011.3055000000004,9.869239400356726,4784.95925,6.668055112720488,1.192868319304027,1.1045077030592843
725,726,5.858,5.883,6.011,6.032,6.098,6.139,5.913,5.917,16331.15,15922.231,14946.855,15574.774,15870.925,15404.119,15707.976,15429.12,C19H20FN5,338.1776,6.07,1.03,0.35,1/1,15847.619250000002,2.4000793040799566,15449.16825,2.501353200249711,0.9748573590951208,0.9464634554321562
726,727,15.48,15.471,15.514,15.515,15.504,15.528,15.465,15.487,459.321,477.502,521.355,559.725,541.724,523.285,468.027,476.273,C9H7ClFN5O2,272.0344,15.34,1.21,0.063,1/1,470.28075,1.792774611484076,536.52225,3.352689013215132,1.140855223183173,0.9428555563497298
727,728,23.853,23.95,24.424,24.538,24.626,24.718,24.094,24.159,7138.229,8093.651,8193.241,8574.093,9247.869,10356.675,8741.785,8623.436,C30H28FN7O3,554.2312,24.37,1.31,0.022,1/1,8149.275250000001,8.964866510743311,9092.9695,10.432552007402727,1.1158010032855374,0.8517564910576622
728,729,13.212,13.203,13.219,13.212,13.207,13.236,13.197,13.192,7297.557,7764.173,8517.393,8396.992,8408.261,7804.286,7308.251,7113.29,C23H21Cl2FN4O3,491.105,13.04,1.18,0.045,1/1,7370.81775,3.759235625533206,8281.733,3.898892642543286,1.1235840148130103,0.9521898430618732
729,730,30.589,30.592,30.6,30.601,30.591,30.599,30.595,30.587,8057.539,7929.733,8983.413,8961.368,8630.669,8143.884,8003.381,7956.384,C25H30N2O5,439.223,30.44,1.05,0.261,1/1,7986.759250000001,0.7031217300243915,8679.8335,4.516652585989746,1.0867779068212178,1.0350265779249692
730,731,9.615,9.601,9.544,9.533,9.539,9.475,9.579,9.566,17210.343,17047.561,16889.31,17026.813,16948.805,16854.96,14440.095,13115.479,C18H25N5S2,376.1626,9.38,1.34,0.061,1/1,15453.3695,13.007172335513898,16929.972,0.44480979689381767,1.095552138321678,0.8175762226281178
731,732,28.146,28.148,28.186,28.195,28.2,28.212,28.153,28.17,9758.476,10258.016,12535.176,12196.074,13396.288,13954.181,10655.004,10156.986,C25H22N2O2,383.1756,28.26,1.27,0.004,1/1,10207.1205,3.6084900495581653,13020.42975,6.157287967518767,1.2756222237211756,1.0044269478119492
732,733,13.408,13.424,13.446,13.451,13.42,13.422,13.427,13.436,16845.051,15814.881,16499.748,17263.339,15780.941,16762.265,15240.13,15265.808,C28H41N7O3,524.3346,13.48,1.09,0.251,1/1,15791.467499999999,4.754150576227012,16576.57325,3.7269966839855497,1.0497170861416143,0.9630431982950589
733,734,22.518,22.587,22.9,22.991,23.039,23.14,22.673,22.716,5902.392,6411.525,7810.51,7846.881,8154.793,8386.75,6848.089,7119.185,C21H18FN5O,376.1569,22.77,1.21,0.0,1/1,6570.297750000001,8.100287563000006,8049.7335,3.386921116365367,1.225170274817454,1.0125374172045074
734,735,31.622,31.635,31.62,31.611,31.634,31.62,31.626,31.617,2678.457,2838.431,2659.723,2374.881,2366.413,2563.378,2617.881,2389.472,C22H20Br2N2O2,504.994,31.55,0.99,0.925,1/1,2631.06025,7.069381664334601,2491.09875,5.803929451559956,0.946804144830967,0.9563678230615829
735,736,4.017,4.036,4.106,4.102,4.1,4.119,4.041,4.029,10029.426,9765.575,7120.506,7224.678,8332.606,8664.729,10301.413,9042.648,C27H31N7O2,486.2611,4.18,0.67,0.009,1/1,9784.7655,5.528521670445284,7835.62975,9.937757129031077,0.8007989307459643,1.195222284695469
736,737,9.014,9.029,9.346,9.431,9.546,9.644,9.106,9.159,6562.312,7091.158,6398.456,6673.101,6525.542,5935.746,7465.327,6858.169,C24H29N3O2,392.2333,9.21,0.9,0.11,1/1,6994.2415,5.453027948180262,6383.21125,4.993133714566618,0.9126380966399288,1.0140423295999208
737,738,3.563,3.565,3.557,3.557,3.557,3.56,3.556,3.544,3598.815,3337.765,3253.291,3363.446,3185.916,3188.788,3441.829,3396.039,C13H20Cl2N2,275.1078,3.63,0.93,0.222,1/1,3443.612,3.2491964707250474,3247.86025,2.55856745345181,0.943155108647548,1.014145278115643
738,739,27.74,27.745,27.741,27.757,27.774,27.772,27.762,27.753,2114.104,2161.211,2317.444,2599.349,2311.954,2535.846,2298.918,2347.188,C15H14N2O,239.1163,27.71,1.01,0.793,1/1,2230.35525,4.95540040929715,2441.1482499999997,6.075487234918388,1.094510952907614,1.0836742107996178
739,740,3.416,3.407,3.399,3.381,3.379,3.377,3.399,3.396,2356.707,2485.421,2667.073,2773.837,2862.014,2984.964,2675.261,2707.228,C17H17N3O2,296.1393,3.31,1.34,0.001,1/1,2556.1542499999996,6.459634993815361,2821.9719999999998,4.775369097334211,1.1039912790865418,0.8238740888705536
740,741,10.522,10.48,10.21,10.151,10.063,9.995,10.438,10.401,8977.737,9197.909,9569.829,9649.948,8534.112,6551.298,8606.059,8589.926,C18H22N2O,283.1806,10.22,0.99,0.863,1/1,8842.90775,3.3565601121346518,8576.296750000001,16.81936342169653,0.9698503017856317,0.979646769480436
741,742,26.028,26.012,25.999,26.0,26.0,26.004,26.016,26.008,3344.292,3443.848,3894.368,4380.569,4220.653,4349.073,3287.929,3380.894,C19H16N2O5,353.1133,25.88,1.26,0.005,1/1,3364.24075,1.9443235067776183,4211.16575,5.277306656688509,1.2517432796686743,0.9934470473560907
742,743,27.549,27.557,27.525,27.537,27.552,27.548,27.542,27.539,4488.687,4000.075,4944.198,5530.756,5543.389,5239.967,3851.186,4045.949,C19H16N2O5,353.1127,27.6,1.28,0.009,1/1,4096.474249999999,6.697801184531017,5314.5775,5.342329823946441,1.297354060018808,1.0135578593896937
743,744,7.899,7.894,7.913,7.919,7.949,7.959,7.882,7.907,3393.16,3612.495,3326.84,3184.67,3417.05,3606.271,3200.876,2960.004,C20H17Cl2N9O2,486.0951,7.88,1.09,0.316,1/1,3291.63375,8.438780825365201,3383.7077500000005,5.2172687817661245,1.0279721278225442,0.9430936952500405
744,745,28.509,28.49,28.5,28.511,28.507,28.511,28.503,28.492,6991.69,6930.649,7898.87,8766.29,7800.055,7970.243,7060.562,7126.887,C22H21N3O3S,408.1378,28.35,1.18,0.0,1/1,7027.446999999999,1.208379943188125,8108.8645,5.473068547143265,1.1538848318599912,0.9778685015762638
745,746,31.978,31.981,31.987,31.985,31.982,31.988,31.979,31.981,1563.244,1534.232,1946.302,1731.479,1772.323,1997.256,1692.258,1610.929,C22H21N3O3S,408.1333,32.08,1.11,0.052,1/1,1600.16575,4.315720602751754,1861.8400000000001,6.967078327826927,1.163529465619421,1.0482247438012802
746,747,4.202,4.023,3.919,3.912,3.903,3.909,3.914,3.891,90.151,1657.981,2568.831,2913.382,3213.14,3178.165,2263.475,2181.286,C23H20N6O,397.177,3.81,1.53,0.015,1/1,1548.22325,65.13019842304885,2968.3795,10.042338607076093,1.9172813093977241,1.2531250388220418
747,748,4.529,4.586,4.829,4.95,5.023,5.117,4.682,4.737,2379.771,2413.391,2142.556,1987.054,1645.425,1498.541,1739.316,1627.369,C23H20N6O,397.1769,4.87,0.85,0.081,1/1,2039.96175,20.32116911329775,1818.3940000000002,16.367757244472653,0.8913863213366625,1.0486897898078382
748,749,5.884,5.894,6.102,6.147,6.208,6.315,5.925,5.974,2306.847,2658.432,4063.69,3859.083,3748.82,3254.696,2965.501,2931.662,C23H21N5O3S,448.1437,6.16,1.3,0.043,1/1,2715.6105000000002,11.239516865052972,3731.57225,9.209042603825083,1.3741190977130189,1.057014690548476
749,750,10.915,10.917,11.199,11.264,11.379,11.466,11.021,11.066,113.03,126.198,157.887,155.616,158.259,161.728,112.45,110.024,C24H29N7O2,448.2461,11.17,1.33,0.033,1/1,115.4255,6.323337308206728,158.3725,1.5934832355945945,1.372075494583086,1.0316357102128466
750,751,8.922,8.89,9.301,9.229,9.217,9.205,9.431,9.396,17047.436,16534.377,11187.163,11646.741,11731.01,10840.249,7017.923,10403.812,C25H31N5O4,466.2449,9.17,1.31,0.142,1/1,12750.887,38.193439395877846,11351.29075,3.6662323181189325,0.8902353812719068,0.6795689933373334
751,752,8.874,8.828,8.694,8.647,8.601,8.555,8.786,8.779,16821.022,16482.139,17108.904,17313.107,18567.637,18844.973,18012.246,18018.873,C25H31N5O4,466.245,8.87,1.08,0.09,1/1,17333.57,4.612774674320644,17958.65525,4.870554903388983,1.0360621181903094,0.9593167761021383
752,753,18.602,18.557,18.318,18.255,18.191,18.134,18.493,18.43,26989.821,29241.024,36218.979,36898.03,36045.274,41310.261,32222.598,34549.188,C29H27F3N6O,533.2272,18.35,1.27,0.002,1/1,30750.65775,10.78853554910618,37618.136,6.615868521228414,1.2233278489791004,0.9632502747866932
753,754,4.005,3.994,3.916,3.886,3.848,3.825,3.959,3.924,1628.1,1573.73,1417.318,1453.551,1636.466,1303.513,1908.445,1811.736,C37H40N2O6,609.2954,3.81,0.78,0.113,1/1,1730.5027499999999,9.034351322686163,1452.7119999999998,9.511713267515866,0.839473962118812,1.0762486693830922
754,755,8.187,8.179,8.183,8.197,8.242,8.256,8.165,8.164,1177.212,1272.253,2082.452,2110.628,1938.323,1749.642,1505.333,1606.861,C25H31N7O6,548.2211,8.01,1.6,0.011,2/1,1390.4147500000001,14.35256487108956,1970.26125,8.390273542897742,1.4170313210500678,0.8856445756562923
755,756,15.078,15.083,15.085,15.062,15.03,15.055,15.097,15.065,82.777,86.178,128.559,126.477,131.989,138.359,64.756,71.867,C19H14N2O4,357.0843,15.16,1.73,0.011,2/1,76.3945,12.92321312623731,131.346,3.957792345353518,1.7193122541544223,0.9938221122279898
756,757,30.837,30.828,30.821,30.829,30.833,30.82,30.821,30.83,17638.741,16477.938,18285.318,18235.216,17778.699,18855.308,16951.918,16725.858,C16H18N2OS,309.1057,30.86,1.08,0.256,1/1,16948.613750000004,2.9450592299201075,18288.63525,2.412520674285489,1.0790637818387947,0.9991331313322173
757,758,13.942,14.194,14.183,14.23,14.214,14.181,14.216,14.176,249.969,287.255,300.064,390.21,431.856,348.782,258.432,221.925,C14H16N2O2S,299.0795,14.2,1.27,0.127,1/1,254.39524999999998,10.571995601662744,367.728,15.34732738264569,1.4454986875737659,1.1381879429714692
758,759,13.29,13.286,13.36,13.323,13.373,13.48,13.329,13.31,370.379,373.102,398.776,392.115,457.131,407.548,374.036,420.432,C17H12N2O2,299.0814,13.5,0.97,0.107,1/1,384.48725,6.24554697619656,413.8925,7.129963933625509,1.0764791290218336,1.1097722979606532
759,760,31.556,31.556,31.548,31.562,31.549,31.565,31.557,31.553,15.389,10.483,19.301,12.193,20.852,20.379,8.292,14.166,C22H33N8O6S2,592.1881,31.65,1.61,0.567,1/1,12.0825,27.115142248883643,18.181250000000002,22.245909349272697,1.5047589488930273,0.934632887511197
760,761,28.342,28.332,28.328,28.335,28.335,28.344,28.327,28.33,946.127,870.74,1031.993,1056.899,1090.725,1018.681,960.524,885.675,C19H20N4O2,359.1468,28.16,1.25,0.028,1/1,915.7665,4.825305066660227,1049.5745,3.0181967061728083,1.1461158494004748,0.9168926795203799
761,762,3.514,3.5,3.512,3.496,3.514,3.498,3.509,3.495,319.101,336.361,376.244,540.505,478.75,579.303,353.539,365.241,C35H46O20,804.2916,3.34,1.39,0.039,1/1,343.5605,5.869015234981488,493.70050000000003,17.941574325849448,1.4370118217897576,1.0338214545250055
762,763,18.595,18.525,18.308,18.239,18.178,18.123,18.475,18.427,26963.77,29185.53,36190.534,36869.166,35992.479,41302.009,32176.617,34528.668,C29H24F3N5O,533.2272,18.2,1.27,0.002,1/1,30713.646249999998,10.81347972878874,37588.547,6.661450331331443,1.223838638175368,0.9636524710042268
763,764,31.027,31.05,31.02,31.023,31.015,31.018,31.027,31.025,111.998,107.942,108.428,117.245,106.224,117.96,97.715,97.215,C26H44O4,438.357,31.1,1.03,0.497,1/1,103.7175,7.144434721492628,112.46424999999999,5.342208182300336,1.084332441487695,1.0527499431919367
764,765,27.03,27.036,27.052,27.036,27.042,27.04,27.032,27.045,31.719,34.626,49.527,53.852,39.41,32.752,41.79,36.675,C24H27N7O,447.2574,26.8,1.11,0.561,1/1,36.2025,11.722505694985463,43.88525,21.822258103941568,1.2122160071818244,1.0920864929565985
765,766,31.832,31.805,31.805,31.801,31.801,31.814,31.824,31.781,3.122,4.047,6.704,8.519,5.222,6.278,4.893,6.274,C32H37N4O12S3,766.1635,31.82,1.27,0.0,1/1,4.584,29.206579152692512,6.68075,20.57787028809531,1.4574061954624782,1.1475639334350223
766,767,3.422,3.42,3.415,3.418,3.423,3.42,3.418,3.42,2307.693,2461.107,3072.466,3102.382,3417.057,3789.105,2870.711,2761.614,C19H24N2S,313.1765,3.49,1.23,0.039,1/1,2600.28125,10.031845362003068,3345.2524999999996,9.997587793709103,1.2864964126476701,1.045932042802984
767,768,4.868,4.89,5.182,5.236,5.325,5.445,4.952,4.982,781.583,739.159,845.607,899.764,916.174,868.227,628.729,669.848,C19H24N2S,313.173,5.22,1.17,0.177,1/1,704.82975,9.72137046445946,882.443,3.581626998296595,1.251994541944349,1.0700808050806403
768,769,32.294,32.302,32.283,32.288,32.296,32.3,32.291,32.302,853.511,774.643,823.304,686.831,705.211,730.744,710.259,708.929,C19H24N2S,313.1768,32.2,0.96,0.704,1/1,761.8355,8.975751493758626,736.5225,8.226732365224871,0.9667736670186674,1.0070559031444453
769,770,8.009,7.982,7.834,7.787,7.742,7.719,7.921,7.889,1050.394,903.081,958.074,1025.295,952.614,1022.618,982.253,925.41,C15H25NO3,268.1887,7.97,1.06,0.317,1/1,965.2845,6.817138611639298,989.65025,4.0106247851201715,1.025242040041045,0.9672094717368348
770,771,7.343,7.384,7.521,7.53,7.586,7.593,7.406,7.442,1029.65,1055.359,1482.555,1645.81,1502.071,1542.69,891.625,1088.999,C11H11N5,214.1106,7.29,1.41,0.015,1/1,1016.40825,8.526653057413526,1543.2815,4.717063266926857,1.5183677424893,1.0768565549569504
771,772,28.466,28.46,28.46,28.471,28.462,28.474,28.47,28.46,5329.035,5646.694,6229.364,6268.051,6267.324,6190.931,5392.954,5576.245,C11H11N5,214.1103,28.55,1.15,0.081,1/1,5486.232,2.7292941003453635,6238.9175000000005,0.5888973561438879,1.1371953464600113,0.9888655186608795
772,773,31.516,31.507,31.489,31.498,31.504,31.494,31.51,31.51,6510.489,6057.075,7058.123,7281.77,6966.22,6866.128,6241.349,6657.53,C21H28O5,361.1987,31.29,1.15,0.139,1/1,6366.61075,4.2227815758575105,7043.06025,2.518876779343564,1.1062495457257224,0.9619561267180196
773,774,9.548,9.545,9.737,9.787,9.845,9.876,9.605,9.637,6167.64,5836.113,5602.046,6367.907,6691.106,7147.08,6206.341,5845.808,C21H26N2S2,371.16,9.61,1.09,0.318,1/1,6013.9755000000005,3.332959639396054,6452.034750000001,10.083482785268181,1.0728402119363474,0.9842570751709608
774,775,13.076,13.082,13.076,13.078,13.088,13.095,13.084,13.081,5360.243,5656.047,5951.72,6628.695,6883.834,6855.238,5315.191,5529.665,C18H28N2O4,337.2167,13.16,1.3,0.001,1/1,5465.2865,2.875587729025467,6579.87175,6.596514926788831,1.2039390341201692,0.926106949323207
775,776,4.712,4.717,4.71,4.69,4.716,4.752,4.671,4.659,941.548,829.945,1086.927,1065.044,1230.418,1270.563,864.801,957.119,C21H19F2N3O3,400.1473,4.54,1.39,0.057,1/1,898.35325,6.778525752033363,1163.238,8.808602864515262,1.2948558932691567,0.9315510023519114
776,777,27.709,27.704,27.716,27.705,27.714,27.719,27.674,27.685,597.997,595.554,553.077,729.724,774.956,724.496,690.281,615.566,C21H19F2N3O3,400.1427,27.58,1.22,0.051,1/1,624.8495,7.125308959712521,695.56325,14.03972643190732,1.1131692511556783,0.9124338124226872
777,778,3.27,3.261,3.29,3.276,3.291,3.284,3.265,3.26,1106.839,1119.507,1052.488,1092.215,1035.85,906.64,1113.024,1028.137,C25H31NO6,442.2233,3.33,0.97,0.831,1/1,1091.87675,3.9204773991444655,1021.7982499999999,7.861737217615247,0.93581830550014,0.964761139690866
778,779,13.04,13.033,13.097,13.048,13.066,13.048,13.076,13.084,40.577,45.435,37.389,38.111,37.578,27.299,27.817,29.919,C22H38O5,383.2788,13.13,0.98,0.77,1/1,35.937000000000005,23.496066175382026,35.09425,14.833817764576665,0.9765492389459332,0.9964788152509522
779,780,13.783,13.753,13.436,13.363,13.248,13.19,13.666,13.619,72.458,80.675,69.493,79.752,86.243,83.861,68.015,65.424,C12H20N4O7,333.1411,13.54,1.15,0.178,1/1,71.643,9.331403139471758,79.83725,9.267585999327487,1.1143761428192565,0.96902273288631
780,781,4.833,4.838,4.851,4.813,5.043,4.776,4.805,4.826,137.087,123.504,201.1,212.567,225.083,229.506,127.63,135.578,C17H16FN3O2S,346.1025,4.86,1.56,0.003,1/1,130.94975,4.9401137601716885,217.064,5.912813305182893,1.657612939314508,1.0625723969964795
781,782,13.382,13.323,13.073,12.99,12.907,12.821,13.276,13.221,55.27,59.382,69.202,63.095,57.406,50.203,59.082,60.762,C17H16FN3O2S,346.1022,13.1,1.07,0.133,1/1,58.624,4.013093559703372,59.9765,13.509874437279048,1.0230707560043668,0.956140893462025
782,783,32.469,32.481,32.474,32.478,32.477,32.485,32.458,32.469,2019.494,2036.868,2125.981,2245.76,1765.515,2023.334,1898.837,1938.812,C22H28F2O5,411.196,32.34,1.09,0.324,1/1,1973.50275,3.3238705958703783,2040.1475,10.019343601757297,1.0337697781267343,0.9484126404832425
783,784,3.86,3.852,3.807,3.78,3.784,3.752,3.826,3.811,22587.881,23586.087,1592.965,1626.939,1508.649,1481.304,21933.206,22046.677,C20H29FO3,337.2127,3.72,0.06,0.0,1/16,22538.46275,3.347940956171626,1552.46425,4.426986035387686,0.06888066267962309,1.1480110446603848
784,785,0.657,0.651,0.669,0.655,0.682,0.67,0.642,0.658,344.277,370.019,526.62,563.155,632.075,614.555,303.111,369.119,C16H21N5O2,316.1767,0.47,1.11,0.523,1/1,346.6315,9.049971382097041,584.10125,8.253196264812466,1.6850783901636177,1.5180886397870428
785,786,32.514,32.528,32.525,32.509,32.523,32.526,32.518,32.509,225.165,165.563,224.121,177.467,151.533,230.482,149.539,215.756,C21H23N7O2S,438.1719,32.63,0.87,0.373,1/1,189.00574999999998,19.63146646487441,195.90075,19.32702727552987,1.0364803716289055,1.191356748998742
786,787,3.768,3.772,3.793,3.794,3.802,3.815,3.769,3.758,72.068,93.633,168.204,167.784,164.02,198.277,94.753,105.287,C15H13NO3,256.0966,3.77,1.84,0.002,2/1,91.43525,15.24351369943874,174.57125000000002,9.116851908943566,1.9092335833280931,1.03762694746092
787,788,5.829,5.858,5.998,6.02,6.084,6.124,5.867,5.894,1392.173,1420.817,1523.077,1495.469,1491.15,1486.065,1538.434,1448.762,C15H13NO3,256.0992,5.89,1.06,0.067,1/1,1450.0465,4.3648389760708275,1498.94025,1.1037000188952724,1.0337187462608959,0.9752063643970715
788,789,12.054,12.065,12.07,12.076,12.06,12.064,12.066,12.07,654.485,710.491,565.162,648.442,638.614,717.201,715.543,665.325,C15H22N2O,247.1805,12.0,0.88,0.159,1/1,686.461,4.523270733178131,642.35475,9.685295818957533,0.9357483527833336,1.0633504008901518
789,790,24.904,24.905,24.672,24.611,24.576,24.535,24.81,24.773,231.845,209.873,246.893,279.886,242.004,270.546,217.101,210.606,C15H22N2O,247.1804,24.86,1.41,0.069,1/1,217.35625,4.688499350848185,259.83225,7.034370757443914,1.1954211116542544,0.8478163912441521
790,791,25.527,25.518,25.524,25.498,25.519,25.545,25.513,25.506,879.149,955.539,911.222,972.15,1029.541,1044.549,776.799,835.105,C19H17N5O2,348.1423,25.41,1.04,0.642,1/1,861.648,8.743027218422462,989.3654999999999,6.137631385911699,1.148224681076263,1.1040621933425605
791,792,28.738,28.739,28.749,28.747,28.748,28.759,28.755,28.748,158.554,175.184,189.541,216.479,222.294,199.067,177.121,179.698,C14H17N3O2S,292.1086,28.84,1.26,0.01,1/1,172.63925,5.543627179647523,206.84525,7.339425110479388,1.1981357078416408,0.9509013554298736
792,793,15.252,15.191,14.9,14.794,14.682,14.637,15.097,15.066,3394.792,3508.785,4018.234,4073.921,4114.939,4069.408,3506.899,3491.755,C27H31N7OS,502.2354,14.91,1.14,0.109,1/1,3475.55775,1.5646610768416922,4069.1255,0.9739490463614896,1.1707834519509854,1.0270030280271802
793,794,29.481,29.452,29.299,29.26,29.258,29.185,29.394,29.353,142.709,151.557,152.617,143.354,143.345,138.183,156.2,173.203,C27H37N3O7S,548.2492,29.35,0.9,0.18,1/1,155.91725,8.216384290227232,144.37475,4.163055678083781,0.9259703464497996,1.0288559404997772
794,795,6.479,6.508,6.562,6.56,6.597,6.625,6.487,6.512,195.748,211.175,194.946,242.03,281.098,178.995,200.53,191.38,C20H19F2N3O5,420.1304,6.32,1.12,0.457,1/1,199.70825,4.260673279327192,224.26725000000002,20.682683926511274,1.1229743888897932,1.0026557043658866
795,796,0.693,0.684,0.671,0.682,0.674,0.683,0.68,0.697,286.363,302.51,763.698,781.369,848.328,873.758,298.393,312.037,C20H23NO4,342.1691,0.74,2.72,0.007,4/1,299.82575,3.5486726883672346,816.7882500000001,6.444947598131994,2.7242098118657254,1.0015477249506344
796,797,15.31,15.266,14.935,14.844,14.759,14.683,15.145,15.068,76.647,73.08,69.925,68.622,61.537,79.266,50.173,51.215,C22H29N3O4S,432.1896,15.12,0.97,0.811,1/1,62.77875,22.358668181132334,69.8375,10.433531319406304,1.1124385241821477,1.146843839363039
797,798,3.485,3.484,3.523,3.52,3.521,3.557,3.493,3.503,125.412,136.181,141.809,145.431,164.257,197.85,143.661,133.997,C15H14N2O2,255.1127,3.5,0.98,0.756,1/1,134.81275,5.570737203953202,162.33675,15.793697647282595,1.204164665434093,1.2287394545245847
798,799,1.934,1.953,1.909,1.895,1.884,1.845,1.931,1.929,7946.139,7832.844,6652.354,6989.485,6759.99,6561.647,7218.387,7234.674,C9H12ClN5O,242.0805,2.09,1.11,0.009,1/1,7558.0109999999995,5.1019040855002435,6740.869,2.737172635098655,0.8918839890547924,0.8034990892385516
799,800,31.094,31.095,31.102,31.085,31.102,31.105,31.095,31.105,220.387,205.377,259.829,218.616,194.442,226.485,219.326,193.769,C14H10N4O5,315.0768,31.22,1.03,0.337,1/1,209.71475,6.027531778893551,224.84300000000002,12.015824291046354,1.0721372721756577,1.0409099729860753
800,801,2.241,2.268,2.213,2.185,2.175,2.149,2.245,2.23,4862.755,4640.111,4917.761,5067.31,4939.786,5408.565,4769.616,4652.519,C17H21NO3,288.1597,2.39,1.19,0.013,1/1,4731.25025,2.2258325102267227,5083.3555,4.45782635794066,1.0744211849711394,0.9028749453538987
801,802,11.846,11.853,11.867,11.882,11.881,11.872,11.842,11.843,3308.154,2992.347,3657.404,3742.67,3970.446,3941.591,3335.004,3166.158,C24H30O6,415.2113,11.69,1.31,0.004,1/1,3200.41575,4.913590986654159,3828.02775,3.9783244685492396,1.1961032718952218,0.9130559327444441
802,803,27.039,27.025,27.023,27.031,27.047,27.05,27.019,27.018,13714.688,13730.892,18874.591,16108.207,18401.414,18631.882,14279.856,13219.649,C24H30O6,415.2117,27.03,1.34,0.012,1/1,13736.27125,3.1533889177500574,18004.0235,7.10151391875873,1.31069219385137,0.9781285028741566
803,804,4.069,4.062,4.034,4.065,4.061,4.162,4.009,4.024,241.946,245.884,296.843,317.037,317.78,225.702,232.722,234.875,C19H18N2O4S,371.107,4.08,1.0,0.964,1/1,238.85675,2.562797963284996,289.3405,15.041203029815062,1.2113557603040317,1.2113557603040317
804,805,23.79,23.812,23.806,23.82,23.844,23.847,23.809,23.809,2714.317,2694.357,2727.446,2844.334,2938.01,3077.03,2592.114,2557.186,C19H18N2O4S,371.1059,23.73,1.21,0.001,1/1,2639.4935,2.904150251614664,2896.7050000000004,5.105463149176772,1.0974472943388571,0.9069812349907911
805,806,31.423,31.465,31.428,31.501,31.924,31.392,31.482,31.453,107.447,105.054,89.262,154.164,97.53,246.629,98.03,99.5,C19H18N2O4S,371.1008,31.48,1.08,0.842,1/1,102.50775,4.3618709609561135,146.89625,49.33800940113034,1.4330257956105759,1.326875736676459
806,807,31.914,32.797,31.848,32.069,32.8,31.744,31.854,31.605,252.917,577.85,171.456,290.544,455.075,13.326,147.309,13.392,C19H18N2O4S,371.1016,32.13,1.42,0.53,1/1,247.86700000000002,97.16305835613585,232.60025000000002,80.30546419749396,0.9384074927279549,0.6608503469915176
807,808,32.743,32.735,32.73,32.742,32.775,32.705,32.727,32.752,928.447,582.791,530.222,457.712,460.82,1277.577,580.816,571.845,C19H18N2O4S,371.1016,32.91,0.91,0.795,1/1,665.9747500000001,26.284227511850332,681.58275,58.501623700800046,1.0234363239747453,1.1246553010711486
808,809,34.088,34.174,34.128,34.227,34.136,34.154,34.13,34.156,251.359,191.722,155.681,142.66,139.992,383.277,168.146,165.719,C19H18N2O4S,371.1012,34.05,0.87,0.732,1/1,194.23649999999998,20.51449769839807,205.40249999999997,57.8283706200663,1.0574866206917855,1.2155018628641212
