,Compound Name,/home/zzy/peakformer/resources/paper/qe-shift/SA1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA5_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
620,621,1405967.865,1523464.23,1426976.224,1384507.228,1406166.324,1262154.27,1265675.016,1408794.719,1229002.571,1237251.628,C22H19N5O,370.167,3.29,0.94,0.174,1/1,1429416.3742,3.825109194397389,1280575.6408,5.730203782589085,0.8958730737338156,0.9530564614189528
621,622,2221432.785,1834298.289,1650074.186,1636624.29,1597757.402,1665206.196,1738451.091,1738421.105,1893289.705,2379942.285,C18H21N5O2S,372.1496,3.87,1.14,0.105,1/1,1788037.3904,14.480131244524626,1883062.0764,15.397909004935936,1.0531446861850815,0.9238111282325278
622,623,1890013.472,2024306.051,1868216.439,1867682.893,1813295.841,2334112.871,2252793.663,2276296.501,2254550.879,2322342.882,C20H19ClFN5OS,432.1065,4.83,1.31,0.002,1/1,1892702.9392000001,4.165028136784388,2288019.3592,1.6644341560789038,1.2088634258512276,0.9227965082833799
623,624,1948661.703,1971589.348,1953770.561,1872370.868,1855743.34,1942069.525,1746676.906,1795352.742,1906003.495,1955745.19,C17H17N7,320.1624,8.27,0.99,0.757,1/1,1920427.164,2.7331400030721076,1869169.5716000001,4.977186702458993,0.9733092754774219,0.9831406823004262
624,625,2911628.143,3509486.434,2939461.176,2934754.74,3632011.875,3543225.893,2843760.986,2897843.893,2828034.679,2832053.394,C15H14N2O,239.118,27.67,1.01,0.946,1/1,3185468.4735999997,11.129470981109508,2988983.769,10.407942563924399,0.9383184275002583,0.9290281460398597
625,626,420086.602,490096.894,531266.026,489724.809,498023.159,573352.457,586985.35,642646.521,646798.358,668317.653,C25H23N7OS,470.177,14.32,1.18,0.067,1/1,485839.49799999996,8.340960926448316,623620.0678,6.595040593695299,1.2835927716194042,1.087790484423224
626,627,747499.5,719555.039,734176.741,732062.572,742994.878,698129.355,730094.089,759231.113,731711.316,751297.402,C17H14ClF2N3O3S,414.0492,23.29,0.97,0.537,1/1,735257.746,1.4706290991925504,734092.655,3.2257465579921143,0.9984153978569578,1.0292942245948018
627,628,11159891.328,12421696.8,10752207.063,10691548.661,10515008.669,11149914.929,10009969.352,9789256.584,9816255.921,9607798.936,C18H16N2OS,309.1058,30.86,0.92,0.159,1/1,11108070.5042,6.9443824913098045,10074639.1444,6.131903626716267,0.9069657183568239,0.9858323025617651
628,629,3492330.741,3548960.027,4006949.367,3530652.333,3471364.492,4063606.617,4019830.134,3616840.84,3649225.681,3705694.053,C23H28N4O2,393.2289,12.6,1.19,0.017,1/1,3610051.392,6.204164699622548,3811039.465,5.602901501471864,1.0556745738981435,0.8871214906707088
629,630,702204.913,730238.564,633699.343,640714.428,725273.264,725657.825,658759.696,658332.804,653202.457,660205.313,C19H20N4O2,359.1477,28.14,1.01,0.774,1/1,686426.1024,6.734261879337211,671231.6190000001,4.549847636613215,0.9778643566337667,0.9681825313205611
630,631,1241245.926,1198120.337,1387896.843,1188491.34,1340238.724,1355948.107,1411475.752,1288036.394,1305366.63,1337122.707,C19H18F3N3O6,442.123,21.08,1.07,0.315,1/1,1271198.634,6.976817688620791,1339589.918,3.5937168384355447,1.0538006273534117,0.9848603993957118
631,632,516522.796,530517.331,473232.631,471117.737,514888.955,458296.448,415287.673,448100.653,465140.17,478599.212,C22H18N4O2S3,467.0676,28.04,0.85,0.026,1/1,501255.88999999996,5.435001626968443,453084.8312,5.2658266521337875,0.9038992663008909,1.0634109015304598
632,633,2394570.191,2460663.722,2859748.581,2420993.883,2333813.122,2716070.91,2575144.886,2268113.296,2176451.623,2167415.892,C27H30ClN7O2,520.2235,12.83,1.08,0.319,1/1,2493957.8998,8.405045943232055,2380639.3214000002,10.50486074805033,0.954562754082943,0.8838544019286508
633,634,361650.779,403121.337,396481.441,376221.981,369612.086,388444.848,393750.112,412892.405,419946.188,425475.931,C24H25F3N6S,487.1896,4.62,1.05,0.31,1/1,381417.5248000001,4.6441066240557065,408101.89680000005,3.9841411180224093,1.0699610538713242,1.0190105274964991
634,635,1855415.89,1811716.151,1833694.675,1744906.158,1821790.564,1877680.952,1923383.358,1971976.727,1990574.335,1978164.432,C19H19N5OS,366.139,26.53,1.1,0.046,1/1,1813504.6875999998,2.297139065437685,1948355.9608000002,2.4138546328184467,1.074359484219731,0.9766904401997554
635,636,3596260.584,3721288.885,3389655.161,3328461.49,3511252.74,3423369.047,3256924.722,3258633.942,3162645.497,3176491.545,C25H20N4O2S2,473.1112,28.69,0.92,0.02,1/1,3509383.772,4.494694045632919,3255612.9505999996,3.1867983069980044,0.9276879253204684,1.0083564405657264
636,637,3076969.372,2890939.592,2924950.882,2959341.6,3450951.205,3210872.293,3274438.466,2799862.3,2697680.605,2812824.182,C16H13F3N4O,335.1119,20.41,0.98,0.743,1/1,3060630.5302,7.487762987548933,2959135.5692000003,8.907704790503228,0.9668385451956635,0.9865699440772077
637,638,21306.719,19481.746,22056.425,19215.261,20118.982,24711.435,24259.146,24036.125,26794.269,26369.031,C14H16N2O2S,299.0829,12.71,1.78,0.004,2/1,20435.8266,5.935531876313146,25234.001200000002,5.0052996929765845,1.234792293647667,0.6937035357571163
638,639,9039421.18,7860649.509,7616060.309,7590139.326,7903516.268,7229740.098,7732283.51,7662169.025,7419016.239,7326771.147,C19H26N6O,355.2246,9.12,1.08,0.217,1/1,8001957.3184,7.457702519341672,7473996.0038,2.888908200745494,0.9340209784191192,0.8648342392769622
639,640,2822012.09,2772554.085,2791777.22,2756198.293,2718878.055,2980973.711,2728833.825,2797671.524,2871668.645,2861694.872,C17H15N5O,306.1353,6.47,1.0,0.945,1/1,2772283.9486,1.3928263569779946,2848168.5154,3.29191207831667,1.0273725809502023,1.0273725809502023
640,641,6085718.866,5993364.703,6138983.658,6115139.271,6100912.264,5734941.497,5042666.999,5036822.101,5026081.677,4962721.784,C25H30N4O2,419.2447,6.31,0.89,0.001,1/1,6086823.752399999,0.9168139641187292,5160646.8116,6.251644163752021,0.8478390407747862,0.952628135702007
641,642,1132453.714,1239512.299,1117978.263,1123422.182,1124862.806,1126590.69,1160001.513,1195051.271,1219642.982,1244343.904,C17H21ClN4O3S2,429.0825,5.21,1.11,0.043,1/1,1147645.8528,4.497431998412747,1189126.072,3.9386614890433562,1.0361437451272946,0.9334628334480131
642,643,122146.352,135943.676,127132.292,124145.405,123128.306,130971.286,131541.944,152559.117,141402.2,144786.138,C19H24N8,365.2204,3.17,1.13,0.035,1/1,126499.20619999999,4.4270727970387735,140252.13700000002,6.528377882951926,1.108719502778983,0.9811677015743212
643,644,1647698.775,1603771.369,1552326.762,1563436.554,1541113.453,1531480.953,1652162.037,1680699.106,1734856.336,1801451.549,C28H30F3N7O3,570.2449,13.2,1.14,0.082,1/1,1581669.3825999997,2.7715395405359993,1680129.9962000002,5.995873751140162,1.0622510713573703,0.9317991854012021
644,645,3837626.4,4348482.115,3869778.414,3807053.814,3980072.809,4545890.617,4673660.459,4458165.676,4401956.332,4454592.032,C26H21F3N4O4,511.1598,26.94,1.17,0.003,1/1,3968602.7104,5.598489313384288,4506853.0232,2.365271175081329,1.1356271595011205,0.9706215038471115
645,646,1344131.831,1402649.584,1500698.369,1392945.788,1368995.477,1382285.788,1544220.721,1490323.768,1511221.914,1569945.074,C25H27N7O3S2,538.1702,13.65,1.08,0.038,1/1,1401884.2097999998,4.259355536168708,1499599.453,4.8229035337318855,1.069702791797577,0.9904655479607194
646,647,1768393.415,1771130.282,2030546.387,1806313.297,1764651.631,1720226.975,1997833.089,1738427.007,1746589.056,1766469.449,C21H21N3O2S,380.1434,14.8,0.97,0.701,1/1,1828207.0024,6.25425830029834,1793909.1152000003,6.421746491670886,0.9812396040738413,1.0115872206946817
647,648,5538725.99,5590252.284,5535724.935,5220736.344,6106550.489,4170132.657,3861892.766,3854629.098,3945278.544,4291523.974,C15H22N2O3,279.1707,9.48,0.72,0.0,1/1,5598398.0084,5.707557817853711,4024691.4078,4.876585680366644,0.7189005500790111,0.9984729862208488
648,649,480086.956,556374.999,593145.063,594805.803,607478.91,602130.431,597695.167,569780.068,528567.624,480281.817,C30H40ClN7O3S,614.269,9.16,0.95,0.37,1/1,566378.3462,9.157387941536365,555691.0214,9.238295482285782,0.9811304141980277,1.0327688570505555
649,650,487284.942,457967.1,569594.084,469329.874,551905.203,544471.092,566967.29,489919.451,474761.394,498779.196,C17H18BrN3O4S,440.0284,20.95,1.0,0.99,1/1,507216.24059999996,9.92953193357568,514979.6846,7.570895951842267,1.0153059846640882,1.0153059846640882
650,651,2264639.309,2272379.904,2287657.5,2139052.034,2091025.562,1994811.686,2153057.718,2127011.394,2060425.193,2107821.226,C29H31F3N6O3,569.2495,13.29,1.18,0.006,1/1,2210950.8618,4.051214814277227,2088625.4434,2.9890215769741557,0.944672936647533,0.8005702852945196
651,652,6251287.113,7071867.046,6048484.242,5929752.07,7143126.317,6904724.39,5872656.47,5893925.638,5815595.359,5812207.371,C14H7F6N3O,348.057,27.85,0.96,0.577,1/1,6488903.357600001,8.889495580572627,6059821.8456,7.816214409351279,0.9338745719648532,0.9727860124633888
652,653,4842386.425,4803488.495,4767957.182,4680951.364,4736020.43,5061816.535,4741084.702,4818246.252,4698508.228,4510715.226,C16H14ClN3O2,316.0853,7.21,1.03,0.085,1/1,4766160.7792,1.3008381878106368,4766074.1886,4.203967846185557,0.9999818322117084,0.9708561477783577
653,654,1474555.492,1596797.64,1446442.766,1451395.841,1427893.706,1773668.117,1479628.206,1444105.516,1502438.195,1541451.618,C18H18N4O3S2,403.09,5.82,1.03,0.632,1/1,1479417.0890000002,4.575605482013685,1548258.3303999999,8.453060800185193,1.0465326796018912,1.0160511452445546
654,655,1968510.181,1940800.577,1993084.056,2000905.709,2013129.782,2254378.851,2118165.178,2150037.304,2225558.146,2268046.495,C20H27N7O3S,446.1979,6.58,1.21,0.0,1/1,1983286.061,1.4527225680300426,2203237.1947999997,2.991929270731709,1.1109023746625322,0.9181011360847373
655,656,6600076.729,7640604.415,7235167.969,7114324.813,6541366.229,7149423.784,6987985.033,6755287.235,6681223.45,6353344.916,C21H19N5O2S,406.1337,31.83,0.98,0.735,1/1,7026308.031,6.5436173818846575,6785452.883599999,4.494216105641402,0.9657209524066763,0.9854295432721187
656,657,1909629.075,1834193.609,1854177.888,1818826.571,1850059.248,2033479.192,1850192.496,1899552.201,1945732.094,1996154.163,C23H21N5O3,416.1723,6.26,1.08,0.008,1/1,1853377.2781999998,1.856902101288792,1945022.0292000002,3.769318510306563,1.0494474341937579,0.9717105872164424
657,658,2587592.187,2789878.447,2493740.343,2472178.453,2872442.587,2829924.587,2477662.579,2527881.417,2509065.66,2497786.195,C18H17ClN2O3S,377.0728,27.62,1.01,0.902,1/1,2643166.4033999997,6.7875266658054105,2568464.0875999997,5.734543037153274,0.9717375660859234,0.9621164020652707
658,659,753098.833,794939.243,813730.051,808286.362,796397.799,805292.824,841880.295,852460.053,857039.04,886029.387,C19H17N3O2S2,384.0841,24.53,1.06,0.016,1/1,793290.4576000001,3.003229168744784,848540.3197999999,3.439772828654762,1.069646447490559,1.0091004221609046
659,660,2012708.55,2228334.783,1974805.799,1977123.189,2233110.921,2209152.392,1981272.513,1953187.309,1914048.831,1957033.893,C34H37N5O4,580.2931,28.11,0.92,0.163,1/1,2085216.6483999998,6.411128172975111,2002938.9875999999,5.879768428465727,0.9605423921475343,1.0440678175516678
660,661,4487880.34,4453263.232,4960604.597,4409632.383,4330949.909,3928578.23,4132392.255,3694303.661,3820328.231,3826804.88,C19H18ClN5OS,400.1,15.3,0.81,0.006,1/1,4528466.092200001,5.4894135094699665,3880481.4513999997,4.213495320268751,0.8569085806083181,1.0579118279115038
661,662,36063.941,36287.581,33850.004,33937.865,31514.999,32363.032,31100.482,32704.85,35276.426,34795.462,C20H12N2O3S,383.0467,12.77,0.95,0.147,1/1,34330.878000000004,5.668254938016803,33248.0504,5.252533900801182,0.9684590764034638,1.0194306067404884
662,663,2576285.18,2543033.522,3024439.892,2555773.361,2910073.828,2545939.222,2618969.014,2642523.486,2671238.861,2697003.734,C22H22FN3O3,396.1724,10.12,0.99,0.819,1/1,2721921.1566,8.37238159589165,2635134.8633999997,2.1966905916212602,0.9681157946145632,0.9778947420349123
663,664,330637.969,399300.503,320619.938,312586.756,385779.959,369685.927,323214.008,308491.244,318691.477,320213.928,C24H19N3O6,446.1356,31.11,0.91,0.177,1/1,349785.025,11.389349463968113,328059.31680000003,7.2910491047014,0.9378883981668455,1.0306465913921379
664,665,3449614.813,3252710.061,3278647.412,3283655.17,3309189.843,3556310.667,3253827.834,3292352.067,3357130.987,3418781.132,C27H28N4O2,441.2295,6.5,1.0,0.847,1/1,3314763.4598000003,2.353238238270116,3375680.5374,3.5244901815412635,1.0183775036556229,1.0183775036556229
665,666,1555307.016,1831270.019,1793996.955,2007543.507,1708138.446,1595250.651,1643937.641,1702848.518,1767278.549,1830101.757,C26H19F3N4O,461.1593,25.84,0.98,0.601,1/1,1779251.1886,9.330816799905627,1707883.4232,5.49778521939817,0.9598888758050202,0.9794784446990003
666,667,415939.175,448118.542,403561.423,417641.48,405192.552,411946.24,416875.974,446357.022,427620.068,456253.984,C29H27N7O4S,570.1933,3.56,1.03,0.436,1/1,418090.6344,4.285248718478755,431810.65760000004,4.400493841204159,1.0328159065789397,1.0027338898824658
667,668,1262486.676,1603310.119,1269577.557,1260850.927,1614567.989,1508313.817,1208157.72,1206932.134,1212824.858,1191525.693,C17H14ClF2IN2O2,478.9843,31.21,0.94,0.498,1/1,1402158.6536,13.46739653213758,1265550.8444,10.741931150111624,0.9025732153424553,0.9601842716409099
668,669,275977.288,266539.858,271006.606,273949.003,271343.194,260589.685,339606.168,273743.561,351447.041,267203.556,C12H9ClN2O4,281.0327,18.21,1.07,0.335,1/1,271763.1898,1.3083352351098703,298518.0022,14.527295431782902,1.0984489931093677,1.0265878440274465
669,670,1911002.99,2196109.224,2073152.046,2019653.447,2007112.695,1817095.187,1784195.343,1633343.452,1689146.741,1547234.926,C27H31N7O2,486.2623,3.91,0.85,0.003,1/1,2041406.0803999999,5.113981845012824,1694203.1298,6.501453492368602,0.8299197039072365,0.9763761222438077
670,671,550559.845,554654.351,515114.508,507439.897,500715.517,528661.469,537204.241,615351.641,566405.987,581270.612,C22H25N3O3,380.1975,3.48,1.09,0.039,1/1,525696.8236,4.780328523766713,565778.7899999998,6.181147878567745,1.0762454034352278,0.9873811040690162
671,672,1282042.563,1406402.929,1263270.213,1250992.859,1273003.756,1267788.98,1298277.888,1307525.611,1330801.604,1373706.123,C19H23N9O,394.2106,5.17,1.01,0.617,1/1,1295142.4640000002,4.8841512456817195,1315620.0411999999,3.006605858061499,1.015811061538941,1.0057535262761792
672,673,1046989.057,1026494.736,1032191.062,1033038.404,1220940.494,1196928.233,1035605.249,1050207.88,1063481.159,1094083.171,C18H16N4O3S,369.1023,22.19,1.03,0.67,1/1,1071930.7506000001,7.802698542467006,1088061.1384,5.934379718586455,1.0150479756187338,0.9854834714744989
673,674,2201742.578,2071971.253,2022753.768,2133395.148,2458642.973,2426534.293,1998948.756,2180510.719,2109337.015,2216816.771,C19H23N5O3,370.188,21.36,0.96,0.406,1/1,2177701.1440000003,7.841999244951488,2186429.5108000003,7.220783166483254,1.0040080645703147,1.045841733927411
674,675,2965149.977,2930672.76,2917723.412,2806015.758,2912179.764,2829572.092,2887078.13,2992063.433,2971426.924,2977139.222,C23H28N4O4S,457.1914,26.58,1.04,0.015,1/1,2906348.3342,2.0557785320020674,2931455.9602000006,2.3944385936498893,1.0086388908392536,0.9698450873454362
675,676,1649483.359,1795602.409,1608170.137,1621039.076,1593100.566,1564272.438,1642839.721,1623847.753,1683856.925,1752538.586,C27H40N8O7,589.3107,4.78,0.99,0.771,1/1,1653479.1094,4.965673405969895,1653471.0846000002,4.242648837864958,0.9999951467182414,1.0100961077962034
676,677,1268926.707,1453364.477,1232349.489,1249495.412,1256432.108,1267239.696,1339862.226,1346284.24,1409063.981,1498705.85,C13H8N6,249.0887,3.61,1.0,0.969,1/1,1292113.6386,7.05087389621391,1372231.1986000002,6.321238392155336,1.0620050416670839,1.0620050416670839
677,678,946959.836,1118007.178,973834.976,979529.692,941150.345,1083138.388,955351.894,970362.851,976829.831,974921.594,C18H12Cl2N4O4S,451.0042,30.33,0.98,0.752,1/1,991896.4053999999,7.300976028450962,992120.9116,5.198279816168105,1.000226340370605,1.020639122827148
678,679,9887.566,16033.356,10533.079,10490.39,16607.813,16048.728,11234.096,11427.311,11700.444,12526.596,C22H15Br2N3O4,545.9497,31.49,1.03,0.877,1/1,12710.4408,26.054957914327552,12587.435,15.863227969591364,0.9903224599417512,0.9614781164483021
679,680,15398.615,25192.07,20060.077,22295.701,27067.204,13338.171,24831.53,11689.119,9497.299,9703.681,C37H61N7O2,636.4969,3.49,0.57,0.006,1/2,22002.7334,20.739699224753448,13811.960000000001,46.02679692880263,0.6277383699972477,1.1012953859600838
680,681,1522165.964,1811177.102,1524549.046,1493045.927,1808459.791,1689628.114,1488896.28,1397341.034,1374903.159,1304152.485,C28H36N2O4S,497.2482,31.83,0.92,0.278,1/1,1631879.566,9.983023708012336,1450984.2144000002,10.257883836602623,0.889149079767324,0.9664663910514392
681,682,3870357.162,3812383.46,4319892.868,3844455.148,3844538.484,3711215.805,4362267.604,3950959.295,3894784.94,4106081.073,C23H25N3O3S,424.1695,16.21,1.02,0.71,1/1,3938325.4243999994,5.441168475719587,4005061.7434,6.106222381399217,1.016945354131107,0.9970052491481441
682,683,5234843.374,5429266.411,5329878.263,5359444.467,6036442.277,6866155.642,5797983.252,5242206.998,4928414.306,4925459.499,C23H24FN9O,462.2169,22.12,1.11,0.439,1/1,5477974.9584,5.839815590513186,5552043.9394,14.701352572238902,1.0135212339527806,0.9130821927502527
683,684,2192132.651,2638449.253,2215838.013,2163714.406,2090083.238,2354166.104,2050210.414,1991414.151,1976429.465,1922833.056,C20H20N4O,333.1702,32.25,0.95,0.435,1/1,2260043.5121999998,9.590534988223574,2059010.6379999998,8.3107607579983,0.9110491133844109,0.9589990667204326
684,685,2180313.511,2224236.617,2140260.672,2132157.28,2306757.202,2105132.568,2052867.319,1984269.756,1970973.829,2001641.324,C21H16Cl2N4OS,443.0504,31.26,0.9,0.001,1/1,2196745.0564,3.258118229785328,2022976.9592,2.7412272645675593,0.9208974675082372,1.0232194083424857
685,686,18051780.932,17715292.69,17306334.323,17554937.621,18981539.002,17467094.781,17832929.616,17966362.59,17470028.139,17704065.477,C29H23N5O3S,522.1602,23.33,1.05,0.188,1/1,17921976.9136,3.6332354796385378,17688096.1206,1.2484529028461957,0.9869500561167155,0.9399524343968718
686,687,577379.527,573844.278,530492.564,512241.873,517528.909,511154.374,501192.868,582209.009,518561.77,557392.605,C19H23N7O2,382.1992,3.41,0.97,0.713,1/1,542297.4302000001,5.744700498738369,534102.1252,6.423275338569445,0.984887804102303,1.0153482516518588
687,688,4010088.949,3912587.202,3662974.839,3870914.261,3883830.804,3006515.831,3414539.621,2960847.433,2846048.596,2888972.478,C26H43N5O7,538.3246,16.75,0.78,0.0,1/1,3868079.211,3.2821554078490767,3023384.7918,7.518995479974978,0.7816243222739938,1.0020824644538382
688,689,30318.064,29589.866,28083.625,27200.232,26076.037,22445.776,22407.731,23139.356,20574.524,21389.674,C17H12N2O2,299.0796,14.0,0.82,0.0,1/1,28253.5648,6.1119288086201395,21991.4122,4.58526935869852,0.77835884978309,0.9492181094915733
689,690,2306990.75,2328628.248,2542708.368,2209867.315,2163514.047,2091931.486,2422106.487,2220515.718,2329478.796,2420819.483,C22H21ClN2O3,397.132,13.23,0.99,0.86,1/1,2310341.7456,6.346382300308184,2296970.394,6.154582487797783,0.9942123923330972,1.0042549417506033
690,691,2463660.716,2436829.909,2381928.167,2394917.946,2392668.262,2310209.556,2284595.443,2200060.322,2147581.065,2258760.327,C6H7N5,150.0777,0.5,1.02,0.591,1/1,2414001.0,1.4402505922583795,2240241.3426,2.9446085750483553,0.9280200557497699,0.9098235840684018
691,692,9786856.269,9816042.909,9640416.506,9745085.122,10364381.281,9057894.248,10497610.391,9225959.218,10041325.857,8971991.714,C28H34N2O,415.2749,18.77,1.04,0.591,1/1,9870556.417399999,2.8769045317295383,9558956.285600001,7.057040495078478,0.9684313509164789,0.9311839912658451
692,693,77644.696,100182.869,80649.478,82120.534,83769.343,79377.612,81899.696,83207.449,86137.28,84008.719,C7H5N5S2,224.0063,5.35,0.97,0.669,1/1,84873.38399999999,10.427009848507323,82926.1512,3.027256065475807,0.977057203233466,1.0072754672509958
693,694,322989.116,413271.819,396308.943,362504.602,377533.806,363074.669,376194.534,387228.184,378593.436,377469.218,C12H15N3O2,234.124,0.48,1.01,0.888,1/1,374521.65719999996,9.235273356748356,376512.00820000004,2.3029922026626055,1.0053143815897867,0.995360773851274
694,695,2684336.765,2712375.327,2745526.785,2728565.078,2739112.931,2918174.861,2595069.336,2680209.045,2822516.907,2948074.283,C26H31N3O5,466.2348,7.44,1.13,0.002,1/1,2721983.3772,0.9000067094628911,2792808.8864,5.444615744523997,1.0260198169442372,0.9079821388887055
695,696,1820401.093,1768773.088,1989925.337,1796276.133,1830426.856,1885757.71,2107265.245,1975077.407,1984824.252,2080601.704,C25H17F2N5O3S,506.1106,16.41,1.11,0.038,1/1,1841160.5014000002,4.69833452220748,2006705.2636,4.434878981206984,1.089913270502013,0.9819038472991106
696,697,644044.732,662162.104,630504.087,626422.828,616470.043,574727.425,564718.844,551274.329,544993.338,546107.0,C18H18N4,291.1607,0.5,0.91,0.026,1/1,635920.7588000001,2.782619836465192,556364.1872,2.3217259204191376,0.8748954637836868,0.9614235865754799
697,698,6115878.766,6265078.243,6324646.013,6205508.422,6308863.184,5840154.309,6221620.677,6191767.614,6202901.152,6316676.672,C25H31N5O4,466.2458,8.67,0.99,0.254,1/1,6243994.9256,1.364882152799616,6154624.0848,2.9666536113805515,0.9856869132879041,0.9956433467554587
698,699,2134337.909,2074086.082,2069540.028,2004245.97,2008950.952,1940701.162,1737108.572,1733338.063,1892595.328,2187321.737,C13H14ClN3O2,280.0852,6.63,0.84,0.026,1/1,2058232.1882,2.6067366669450744,1898212.9723999999,9.804885102679796,0.9222540504820582,1.0979214886691169
699,700,1799749.696,1980971.004,1745306.681,1774006.271,1779899.11,2076816.008,1923817.83,1919120.296,1941476.544,2011238.943,C15H13N5OS,312.0918,5.66,1.01,0.839,1/1,1815986.5524,5.190859608581813,1974493.9241999998,3.4484288781077836,1.087284441391109,1.076519248902088
700,701,1294671.578,1326818.081,1247583.052,1229407.181,1247310.568,1309346.733,1399218.327,1641285.849,1521270.25,1622613.586,C25H32N4O,405.2655,3.34,1.22,0.035,1/1,1269158.092,3.1758670183109476,1498746.949,9.550046596688638,1.1808985487680286,0.9679496301377284
701,702,3132026.869,3048987.268,3093640.02,3138913.924,3125970.99,3483623.345,3241979.546,3267588.418,3358156.63,3388639.884,C23H26FN6O9P,581.157,6.49,1.06,0.15,1/1,3107907.8142,1.197943856874936,3347997.5645999997,2.905664020742431,1.0772512457747403,1.0162747601648492
702,703,12786543.811,12902378.519,12816023.699,12571530.052,14380735.373,13501624.758,11491581.841,11773310.71,11477453.356,11432174.738,C26H29ClN2O4S,501.1618,21.92,0.92,0.289,1/1,13091442.2908,5.583414983920771,11935229.080599999,7.422543636285233,0.9116817548046231,0.9909584291354598
703,704,2731093.508,2692509.133,2625628.691,2657542.744,2553008.741,2465200.293,2462960.646,2418456.321,2467310.992,2469663.895,C19H18N2O4S,371.1067,24.3,0.88,0.01,1/1,2651956.5634000003,2.55902396505096,2456718.4294,0.8764952073924214,0.9263795883030259,1.0527040776170749
704,705,342231.52,410052.228,415761.532,357571.051,389004.828,502700.867,541733.979,526792.714,555732.223,550502.759,C28H30N6OS,499.2284,3.83,0.89,0.038,1/1,382924.2318,8.41151911779048,535492.5083999999,3.9887304454460635,1.3984294122177303,1.5712690024918319
705,706,55231.796,66042.84,60918.842,54259.488,53196.678,53090.043,57140.967,63014.973,57018.715,60329.221,C26H31BrN8O,551.1891,3.91,0.97,0.615,1/1,57929.92880000001,9.372163199605076,58118.7838,6.455927400236567,1.003260059245921,1.0342887208720837
706,707,12639240.487,11934402.028,11650408.152,11939588.77,13225212.448,10808939.752,9050156.673,9487878.429,8572805.577,8505374.875,C29H31F3N2O3,513.2369,21.57,0.79,0.119,1/1,12277770.377,5.23768211880315,9285031.0612,10.122876012401171,0.756247329612361,0.9572751007751404
707,708,5042565.162,4997944.689,4763955.061,4877558.904,4857987.275,4576318.147,5183108.937,4727725.207,4716844.362,4708161.058,C24H20F3N5O,452.1701,17.32,1.01,0.639,1/1,4908002.2182,2.2865016648204595,4782431.542199999,4.857164975537509,0.9744151142527288,0.9647674398541869
708,709,1239011.265,1228375.294,1355002.324,1205770.316,1293415.449,1129651.894,1309609.482,1175879.885,1211689.627,1308712.063,C18H15ClN6OS2,431.0519,10.3,1.02,0.803,1/1,1264314.9296,4.750667668862701,1227108.5902,6.548035256742453,0.9705719370000866,0.9515411147059673
709,710,4539.493,4415.058,4286.734,4714.911,4826.849,4597.178,4677.735,4341.577,4780.052,4456.332,C21H20ClF2O4S,442.0813,26.05,1.17,0.003,1/1,4556.6089999999995,4.798776058874864,4570.5748,3.8141709017887555,1.0030649546625574,0.8573204740705619
710,711,1386982.451,1509077.61,1347894.964,1355469.242,1354060.023,1365393.86,1406376.373,1435601.874,1476035.72,1534328.19,C15H19N7O3S,378.135,5.6,1.05,0.363,1/1,1390696.8579999998,4.88263018974546,1443547.2033999998,4.4960557598897655,1.0380027790355444,0.988574075271947
711,712,1507378.348,1496264.765,1490511.464,1479644.243,1489571.106,1639418.907,1475037.477,1503325.627,1544450.276,1576876.411,C31H33N3O5,528.2506,7.79,1.06,0.025,1/1,1492673.9851999998,0.6808951127442401,1547821.7396000002,4.15235015898144,1.0369456123351752,0.9782505776746936
712,713,633772.963,679768.842,649320.388,629590.763,654188.459,590162.219,574748.274,562906.134,554251.053,531417.87,C20H22F3N5O,406.1855,4.33,0.84,0.029,1/1,649328.283,3.0625249926677975,562697.11,3.923181119665516,0.866583398154551,1.0316469025649417
713,714,2402576.233,2762173.85,2908707.319,2815621.214,2985109.699,2847956.937,2795024.234,2798943.219,2678620.756,2582719.545,C24H29N3O2,392.2338,8.9,0.94,0.27,1/1,2774837.663,8.109336349233788,2740652.9382,3.9407973230564988,0.9876804595613563,1.050723893150379
714,715,283154.104,363286.061,276873.291,276882.285,374645.359,363006.018,277967.181,280811.04,274800.202,287843.915,C19H12N2O2Cl2,371.0355,28.84,0.96,0.717,1/1,314968.22,15.722984949520136,296885.67120000004,12.555363140063122,0.9425892910719693,0.9818638448666347
715,716,2383133.609,2366027.018,2325194.255,2326771.058,2360117.363,2505964.925,2651555.608,2385839.0,2304689.153,2262813.657,C23H25ClFN7O,470.1877,11.52,1.07,0.119,1/1,2352248.6606,1.08108255926655,2422172.4686000003,6.532844226543914,1.0297263674420223,0.9623610910673105
