Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML,Compound formula,mz_y,rt_y,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
766,766.1635,31.79,2933.1621969605912,2442.5806067811754,2743.944587833701,2297.326040089721,31.79,4893.407046327899,3181.7337779462564,4337.206467574349,3097.7725151643176,C32H37N4O12S3,766.1635,31.79,1.27,1/1,0.0,2604.2533579162973,11.041154339285127,3877.529951753205,22.754677437463418,1.4889219360959856,1.1723794772409335
767,313.1765,3.39,1924245.6793607604,1775102.1382627012,1433090.1729193637,1668936.389122527,3.39,2180712.931479415,2468582.375560288,2116461.627667904,2562665.2690522647,C19H24N2S,313.1765,3.39,1.23,1/1,0.039,1700343.594916338,12.154332837992403,2332105.550939968,9.302878234736909,1.3715495843972136,1.115080962924564
768,313.173,5.07,721868.2546168789,705347.9680919677,188295.90722173257,477635.08841287,5.07,936366.0008285772,586380.8130914099,945370.9208369576,2974.7641206720723,C19H24N2S,313.173,5.07,1.17,1/1,0.177,523286.8045858623,47.69638494499234,617773.1247194041,71.65051718882776,1.1805631621235315,1.0090283436953262
769,313.1768,32.26,542842.7281431535,560754.7245518053,583509.8416164654,683932.7161876555,32.26,509105.3750550439,547151.0061841983,617078.0958558676,520413.0179024083,C19H24N2S,313.1768,32.26,0.96,1/1,0.704,592760.0026247699,10.631416325485525,548436.8737493795,8.836309517908662,0.9252258440530309,0.9637769208885739
770,268.1887,7.84,677993.590389998,553168.403634457,795776.6573362983,762847.8866940897,7.84,178353.64647145974,182588.00670174664,118704.58528422084,124386.66058328282,C15H25NO3,268.1887,7.84,1.06,1/1,0.317,697446.6345137109,15.517933204531046,151008.22476017752,22.610201853826158,0.21651581251871235,0.20426020048935126
771,214.1106,7.45,806115.5393820895,961750.9375491173,941935.7089100638,916599.9344763923,7.45,1338463.6731871471,1195103.2281284695,1016521.1315945854,904868.4522095524,C11H11N5,214.1106,7.45,1.41,1/1,0.015,906600.5300794158,7.665104609830903,1113739.1212799386,17.20860954083606,1.2284783477706307,0.8712612395536389
772,214.1103,28.41,3719716.421167596,3635761.422035317,3826056.217440672,3445236.917834624,28.41,3419897.5719623,3528967.0547916046,3239030.0007978496,3050484.2217304534,C11H11N5,214.1103,28.41,1.15,1/1,0.081,3656692.7446195525,4.404149679986931,3309594.712320552,6.347790817944461,0.9050786991032486,0.7870249557419553
773,361.1987,31.44,5399187.145269437,5891655.535181386,5597923.124473844,5321950.649623093,31.44,2925351.0926283807,2684269.5753936474,2916514.4145244835,2618834.885502632,C21H28O5,361.1987,31.44,1.15,1/1,0.139,5552679.11363694,4.57672466634033,2786242.4920122856,5.665180342891491,0.5017834517340458,0.43633343629047466
774,371.16,9.65,6615753.555938593,6298927.419328461,6529511.770453344,6300612.463994186,9.65,7283096.638826925,6454861.770796709,5923610.935781167,4462010.197817133,C21H26N2S2,371.16,9.65,1.09,1/1,0.318,6436201.302428646,2.508082249246377,6030894.885805483,19.667452715462613,0.9370270758202942,0.8596578677250405
775,337.2167,13.04,4387697.807138237,4681108.06586246,4656608.272396967,4146097.511658853,13.04,6511788.519332188,6975388.103245611,5821984.73582615,6578215.033359419,C18H28N2O4,337.2167,13.04,1.3,1/1,0.001,4467877.9142641295,5.6483340516751905,6471844.097940843,7.403769316828393,1.4485275162239457,1.1142519355568812
776,400.1473,4.68,908164.6678850476,1007443.769689166,961486.737749092,734803.3860604742,4.68,869978.5332845165,1156619.3499409491,764888.8092182323,1201724.6350113568,C21H19F2N3O3,400.1473,4.68,1.39,1/1,0.057,902974.640345945,13.203918232534939,998302.8318637636,21.436832173655315,1.1055712832436764,0.795375023916314
777,400.1427,27.69,608057.1661166407,556474.01654877,545951.6946880936,575089.7324314866,27.69,726007.3676619056,699973.5613279837,645794.7868847452,667821.5707920063,C21H19F2N3O3,400.1427,27.69,1.22,1/1,0.051,571393.1524462478,4.769126405669889,684899.3216666603,5.153799779023313,1.1986481089849783,0.9824984499876872
778,442.2233,3.24,686416.4713576743,713358.1065336564,641328.7373026595,576382.3732591842,3.24,686885.0585371226,602886.7059041078,547172.2347451246,412655.5107470149,C25H31NO6,442.2233,3.24,0.97,1/1,0.831,654371.4221132935,9.151563552259443,562399.8774833424,20.47795490761086,0.8594505482330984,0.8860314930238128
779,383.2788,13.04,22519.62115917985,27763.007432113613,35517.836290143416,33249.23589858008,13.04,25184.826733193757,30786.284495985263,29165.922885514723,24376.9394251475,C22H38O5,383.2788,13.04,0.98,1/1,0.77,29762.425195004238,19.566524638658837,27378.49338496031,11.283303868057024,0.9199012918327609,0.9386747875844499
780,333.1411,13.48,63579.48056543815,68911.82331403127,9886.722822811327,27916.358900960386,13.48,80248.0099117889,44364.97676940602,72682.74652877329,6141.337061538392,C12H20N4O7,333.1411,13.48,1.15,1/1,0.178,42573.59640081028,66.687824575876,50859.267567876646,66.01539948185304,1.1946199491595844,1.038799955790943
781,346.1025,4.78,86183.84095388696,90311.45301744716,85243.4397243414,101300.54937280325,4.78,125952.89567806532,127632.25024357022,112379.00863988113,125132.85063669104,C17H16FN3O2S,346.1025,4.78,1.56,1/1,0.003,90759.82076711969,8.113536875611722,122774.25129955194,5.707878459859282,1.3527379214925728,0.8671396932644697
782,346.1022,13.08,58085.76156086687,65550.56697121213,17339.138937402473,33691.04914333182,13.08,72741.33253698761,46321.96045678351,71917.42610136991,9826.981575387455,C17H16FN3O2S,346.1022,13.08,1.07,1/1,0.133,43666.62915320332,50.85601817225785,50201.92516763212,58.92034679760152,1.149663396079873,1.0744517720372644
783,411.196,32.44,1696551.4784866855,1810877.7010893235,1322276.3551047589,1533406.5540333425,32.44,2093817.667862914,1531079.7122894577,1684684.6886212723,1586711.6181676006,C22H28F2O5,411.196,32.44,1.09,1/1,0.324,1590778.0221785277,13.335928264489697,1724073.4217353112,14.76407299699683,1.0837925830621165,0.9943051220753362
784,337.2127,3.78,16623186.417359296,14630042.39569044,17814300.791938912,17210903.168391638,3.78,755003.5539920616,757328.691424829,593130.955202118,817961.1774114853,C20H29FO3,337.2127,3.78,0.06,1/16,0.0,16569608.193345072,8.337319562344522,730856.0945076235,13.180670246618249,0.044108230320205194,0.7351371720034199
785,316.1767,0.6,154131.06764671305,168907.78656851398,104793.20540477237,168646.1683274222,0.6,349107.2799729583,351692.8369914232,318666.3520092274,315928.25392718904,C16H21N5O2,316.1767,0.6,1.11,1/1,0.523,149119.5569868554,20.350718551074078,333848.6807251995,5.743207942233484,2.2387987697323135,2.0169358285876697
786,438.1719,32.47,91652.08848626766,143078.95815228816,87856.59255833096,105600.03626116503,32.47,157483.18653416584,184600.85663477695,175083.86589752175,276486.8464587703,C21H23N7O2S,438.1719,32.47,0.87,1/1,0.373,107046.91886451296,23.544481741893502,198413.6888813087,26.83646431147453,1.8535207830917277,2.1304836587261238
787,256.0966,3.74,65917.75084099072,73778.78626510895,56938.420659272815,67418.21903597565,3.74,112059.3068947706,109586.0222517632,103739.95609702112,112169.81302594068,C15H13NO3,256.0966,3.74,1.84,2/1,0.002,66013.29420033703,10.518429036338748,109388.7745673739,3.611223542080306,1.6570718957820987,0.9005825520554884
788,256.0992,5.93,1247580.0754289743,1031945.709729129,1151214.2585752194,1210711.0319733534,5.93,1417553.548121668,1269057.9912545732,1572441.0269936924,365158.5916316676,C15H13NO3,256.0992,5.93,1.06,1/1,0.067,1160362.7689266691,8.132702780544134,1156052.7895004004,46.85050745960488,0.9962856620863013,0.9398921340436804
789,247.1805,12.02,728664.7443739398,695913.7369252796,641928.6321974557,609874.7816122422,12.02,426490.61533753615,490036.4020553376,365641.7920593912,640467.1408520857,C15H22N2O,247.1805,12.02,0.88,1/1,0.159,669095.4737772293,7.96138527128709,480658.9875760877,24.55484457880531,0.7183713033696589,0.8163310265564306
790,247.1804,24.68,118619.87261303484,98246.21370564729,258.83533127753856,992.3568623673302,24.68,238591.81807296592,219625.94848376032,249869.98826149807,238078.52112978607,C15H22N2O,247.1804,24.68,1.41,1/1,0.069,54529.31962808175,115.16125668463062,236541.5689870026,5.293498645822779,4.337878605497718,3.0765096492891617
791,348.1423,25.55,700404.939283036,755195.9210136111,791240.4914544025,794823.3917146068,25.55,811103.9844637658,850047.6130397479,828428.4691977939,819324.1130462334,C19H17N5O2,348.1423,25.55,1.04,1/1,0.642,760416.1858664141,5.763642707835318,827226.0449368852,2.0283772072157014,1.087859596247742,1.0460188425459056
792,292.1086,28.81,171853.85451640832,184931.43252494727,151007.73630789408,149605.03222764822,28.81,140415.15609802527,168021.8228686003,132180.5999151796,159966.90292028434,C14H17N3O2S,292.1086,28.81,1.26,1/1,0.01,164349.51389422448,10.393400600211564,150146.12045052237,11.101008973831485,0.9135781231890748,0.7250620025310117
793,502.2354,14.91,878782.6401788869,864739.8581643061,7941.11525423316,26232.778917269003,14.91,1493881.4936271796,287876.46748874354,1544366.0868203514,105483.23601918043,C27H31N7OS,502.2354,14.91,1.14,1/1,0.109,444424.0981286738,111.05073739026832,857901.8209888638,89.45225536342554,1.9303674679235692,1.6933047964241836
794,548.2492,29.31,48532.77480756774,91522.93296461474,990.6671986305544,2460.907309309122,29.31,188574.3219562824,139925.99074106952,174726.4567535959,74069.75742995953,C27H37N3O7S,548.2492,29.31,0.9,1/1,0.18,35876.82057003053,120.32175145569184,144324.13172022684,35.41493636955173,4.0227681669425035,4.469742407713893
795,420.1304,6.51,189229.49951979629,158324.7094954648,185524.2147442404,223870.86360437912,6.51,303701.7106014044,322066.2579260391,252622.9776364973,193416.06706064916,C20H19F2N3O5,420.1304,6.51,1.12,1/1,0.457,189237.32184097014,14.208500381101755,267951.75330614747,21.543544504510397,1.4159561692134217,1.2642465796548408
796,342.1691,0.59,207412.19569358643,210082.2684707595,178313.53108082683,214396.59186311625,0.59,355481.9328121868,444912.5805293615,379467.562813573,399579.7794062089,C20H23NO4,342.1691,0.59,2.72,4/1,0.007,202551.14677707225,8.102960383164161,394860.4638903325,9.604858563978286,1.9494358347174199,0.7167043509990514
797,432.1896,14.95,947.4174029828029,9340.982427437038,76.56825886154326,0.8427720252232049,14.95,5825.498619508404,483.9957627116999,12208.390258433788,59.10825375346811,C22H29N3O4S,432.1896,14.95,0.97,1/1,0.811,2591.452715326652,174.4248183863492,4644.24822360184,122.40009158083645,1.7921408313315235,1.8475678673520861
798,255.1127,3.47,102471.18162505567,98445.61034235658,92521.3792888092,73943.51649426593,3.47,147380.82878619246,140974.1187545262,155651.7311283934,152193.22037027046,C15H14N2O2,255.1127,3.47,0.98,1/1,0.756,91845.42193762185,13.734886166724229,149049.97475984562,4.269132355089298,1.6228351028870558,1.6559541866194447
799,242.0805,2.01,558675.143189968,574941.5603324937,508686.4216504816,412607.3569066669,2.01,3212229.9340547347,3256276.375941758,3031952.670561092,3028364.281136555,C9H12ClN5O,242.0805,2.01,1.11,1/1,0.009,513727.62051990256,14.223700608426437,3132205.815423535,3.805856916242354,6.097016571259456,5.492807721855365
800,315.0768,31.05,171429.58984178558,178471.18976063374,180977.5374979864,138663.77671663702,31.05,181930.93179931867,170572.11886748826,203148.1076681503,169008.81494081736,C14H10N4O5,315.0768,31.05,1.03,1/1,0.337,167385.52345426066,11.691437017587129,181164.99331894366,8.691618640655122,1.0823217538788432,1.0507978192998477
801,288.1597,2.31,2049795.8857386804,2025647.0536228293,2061649.8770295468,1922691.5795695293,2.31,2775344.764450676,3051856.647339564,2773130.6477953047,2638448.749870376,C17H21NO3,288.1597,2.31,1.19,1/1,0.013,2014946.0989901465,3.141586917423136,2809695.2023639805,6.181118866231179,1.3944269793480566,1.171787377603409
802,415.2113,11.83,3019020.203345014,2930044.81813754,2877544.736128336,2833260.658033691,11.83,4689964.753500796,4641302.273991246,4505113.660438953,4924847.000470542,C24H30O6,415.2113,11.83,1.31,1/1,0.004,2914967.603911145,2.7395029543985436,4690306.922100385,3.7276896185341934,1.6090425553296668,1.2282767597936388
803,415.2117,27.0,12741662.806841392,10249919.304522729,11814388.808665954,10936916.2415832,27.0,12705913.394765291,14099906.578113612,16403871.759335522,14110241.813528398,C24H30O6,415.2117,27.0,1.34,1/1,0.012,11435721.790403318,9.45030369755253,14329983.386435704,10.689933878919915,1.253089542494922,0.9351414496230761
804,371.107,4.04,200158.2547817004,173620.55319384063,199760.1364025953,185044.4992009264,4.04,216189.1776392889,203339.31979486076,191095.38036251307,145678.91090649783,C19H18N2O4S,371.107,4.04,1.0,1/1,0.964,189645.86089476568,6.744422155560466,189075.69717579015,16.232523766420364,0.9969935346003048,0.9969935346003048
805,371.1059,23.76,2117803.325911293,2125590.043182197,2089683.88040542,2074771.1791745997,23.76,2486176.5410229955,2252656.849784675,2417411.6904161423,2333398.2880443283,C19H18N2O4S,371.1059,23.76,1.21,1/1,0.001,2101962.1071683774,1.1322770689709314,2372410.8423170354,4.273081991200817,1.12866489563553,0.9327809054839091
806,371.1008,31.39,51956.80810249168,62609.43715834464,65635.32895100853,32986.91244135107,31.39,92019.72188951488,18518.18755753261,55272.555662415776,121004.40234115318,C19H18N2O4S,371.1008,31.39,1.08,1/1,0.842,53297.12166329898,27.686997679884996,71703.71686265411,62.06736983030871,1.345358147399358,1.245701988332739
807,371.1016,31.96,101789.11550440258,80414.08283278403,161163.81194387097,106078.4219516429,31.96,119795.8225385931,26876.15075411922,93147.308714311,323921.6256847082,C19H18N2O4S,371.1016,31.96,1.42,1/1,0.53,112361.35805817512,30.630489992525987,140935.2269229329,90.88840983459446,1.2543033419902565,0.8833122126691948
808,371.1016,32.74,446360.6258945755,453523.6330374556,621635.1049558343,442778.5721592847,32.74,342741.60062946286,290578.79512663686,399119.0117313072,840652.8186099827,C19H18N2O4S,371.1016,32.74,0.91,1/1,0.795,491074.4840117876,17.747810726260603,468273.0565243474,53.852927609655765,0.9535682911049134,1.0478772429724323
809,371.1012,34.07,94540.9377058148,90684.37268738744,161085.7720094321,99166.32887574856,34.07,75644.53357034549,76734.44004313082,106809.13992378415,238758.37984236324,C19H18N2O4S,371.1012,34.07,0.87,1/1,0.732,111369.35281959572,29.92310295977228,124486.62334490594,62.2860793471509,1.117781689425443,1.2848065395694748
810,412.1958,18.18,4137799.792826599,3201920.491955574,4715627.623718945,3973184.33814528,18.18,5644978.427934966,6075065.402342661,3816289.978888527,5389707.756883195,C24H26FNO4,412.1958,18.18,1.12,1/1,0.221,4007133.0616615997,15.575097380889197,5231510.391512337,18.827377135043523,1.3055494566838857,1.1656691577534692
811,412.1911,32.44,862454.716399513,747613.8952671052,700006.7032784808,658761.9671608382,32.44,1114498.8647275027,681004.0732834844,945231.8529709042,731054.5804558785,C24H26FNO4,412.1911,32.44,1.15,1/1,0.202,742209.3205264843,11.856668657867617,867947.3428594426,23.085842281549734,1.1694104599006738,1.0168786607831948
812,296.1837,5.17,1503853.5555139396,1391993.032016746,1196433.986860182,1274870.7390586254,5.17,1619467.9328702858,1850605.7147015557,1163322.3348200803,1845295.5161598504,C16H25NO4,296.1837,5.17,1.34,1/1,0.025,1341787.8283623732,10.035084562404831,1619672.874637943,19.926503767732846,1.2071005865470723,0.9008213332440838
813,379.166,4.85,687524.7859611921,627479.7399211285,326844.6837914318,671983.5883230531,4.85,743478.3123588844,422618.65212818905,802643.3435075806,3562.4333593965484,C22H22N2O4,379.166,4.85,0.96,1/1,0.344,578458.1994992014,29.329935888862074,493075.68533851265,74.34358708764228,0.8523963974672527,0.8879129140283882
814,379.1652,7.68,339646.77331080736,324077.3962197877,245627.5825009659,318387.8425820916,7.68,412274.1928325933,468610.1179923886,431489.91530602856,446916.29780510376,C22H22N2O4,379.1652,7.68,1.4,1/1,0.004,306934.89865341317,13.634062427659813,439822.6309840285,5.424106167891065,1.43295087301451,1.023536337867507
815,379.1615,9.51,277700.5648590367,253580.355875964,243016.61654305717,267408.8171319529,9.51,297436.4384161225,295446.7989111168,284876.1347163801,284190.0548033564,C22H22N2O4,379.1615,9.51,1.37,1/1,0.006,260426.58860250266,5.853394023327486,290487.356711744,2.385256240009909,1.1154289516694627,0.814181716547053
816,379.1651,25.55,114169.40300384953,107715.7220750347,307753.34322478995,258112.4109123958,25.55,184020.99055772423,225261.07325183303,156638.34000163362,198871.09655898417,C22H22N2O4,379.1651,25.55,1.08,1/1,0.838,196937.71980401748,51.47811256680392,191197.87509254375,14.99232829845277,0.9708545182853455,0.8989393687827273
817,285.07,9.06,163756.93821904424,164848.03561081292,129708.422356343,151357.4995330993,9.06,172882.04001100737,115222.86910385484,155578.2769608345,59292.12366000819,C15H9FN2O3,285.07,9.06,1.05,1/1,0.473,152417.7239298249,10.713442592048525,125743.82743392623,40.12918052196135,0.8249947853296925,0.7857093193616119
818,376.14,13.77,9724433.499262314,10569556.770805271,2526796.524299462,4712105.57477699,13.77,11896993.389611954,7843776.124533142,11939643.97458854,3651186.950285653,C20H25NO2S2,376.14,13.77,1.17,1/1,0.018,6883223.092286009,56.48772213183517,8832900.109754821,44.7485631202045,1.283250592248536,1.0967953779902018
819,227.1142,10.9,253908.1000412864,250856.55292835188,245142.0697647469,211057.97330088087,10.9,278926.4227559345,346120.4293773407,283502.5185710703,310815.8798245579,C9H14N4O3,227.1142,10.9,1.18,1/1,0.169,240241.1740088165,8.23831551775189,304841.31263222586,10.140236437245843,1.268897031867812,1.0753364676845867
820,460.192,26.7,108340.16593556464,92929.6524066656,97679.53408566682,114736.27560807776,26.7,126779.37674226669,117123.12339634597,108606.29074777957,101812.86985364152,C25H25N5O4,460.192,26.7,1.2,1/1,0.028,103421.4070089937,9.592592361252294,113580.41518500843,9.509502244318362,1.0982292590075795,0.915191049172983
821,200.1103,3.27,1727989.2433414413,1841541.8488270445,1696539.0729100471,1635365.3220063744,3.27,1857787.737093782,1836718.936241308,1545207.866584988,1681068.434774071,C10H17NOS,200.1103,3.27,0.98,1/1,0.834,1725358.8717712269,5.012117610897597,1730195.7436735374,8.458971936749208,1.0028034004875432,1.0232687760076973
822,186.0886,3.39,78768.67010790939,80412.23287858503,77134.55531606797,78601.73675036308,3.39,78062.3005449455,37413.615081046766,57643.80363561181,18385.707042513244,C12H11NO,186.0886,3.39,0.95,1/1,0.789,78729.29876323137,1.7030606729373194,47876.35657602933,53.73804150058006,0.6081135908502315,0.6401195693160332
823,308.1404,9.28,727687.8892792491,710456.0287558429,453167.1366209322,491201.5063432274,9.28,746630.5056825234,595764.1444943509,692771.5281891247,132521.91057450967,C15H21N3O2S,308.1404,9.28,1.29,1/1,0.005,595628.140249813,24.1016743095053,541922.0222351272,51.6644969036491,0.9098328060991865,0.705296748914098
824,109.0754,3.52,26530.785124297538,20920.15223440344,20716.67291997545,20675.385939956755,3.52,45163.54753570192,22303.35160777193,45654.04516546323,11961.643107102922,C6H8N2,109.0754,3.52,1.18,1/1,0.135,22210.749054658296,12.975746952761286,31270.646854009996,53.92794775483456,1.407905999795696,1.1931406777929627
825,109.0755,4.85,3875.765499582791,5816.777525926022,290.803080792202,127.96977068492274,4.85,91278.06516242094,53533.036278864834,121974.76415047892,42554.771859937726,C6H8N2,109.0755,4.85,1.76,2/1,0.028,2527.828969246484,110.47868530492211,77335.1593629256,46.99933388809811,30.593509412141238,17.382675802352974
826,478.3273,27.74,1158.4365524279124,294.84433682281104,2268.618756313746,2346.020248978561,27.74,2336.578434737614,2604.655387771311,769.8263917770275,1791.2765977884678,C21H43N5O7,478.3273,27.74,1.04,1/1,0.881,1516.9799736357577,64.52618114361495,1875.584203018605,43.2475912580075,1.23639351581114,1.1888399190491732
827,313.1733,5.07,721868.2546168789,705347.9680919677,187925.0158702687,479363.9463195902,5.07,936366.0008285772,586380.8130914099,945370.9208369576,2974.7641206720723,C16H20N6O,313.1733,5.07,1.2,1/1,0.166,523626.2962246764,47.677358583443855,617773.1247194041,71.65051718882776,1.1797977473123913,0.9831647894269928
828,313.174,12.32,3908326.0867344826,4048589.6423951695,934052.4271009238,2054333.17915689,12.32,3529474.702285207,698019.8444257526,2422915.5602218364,87277.62457633538,C16H20N6O,313.174,12.32,4.57,4/1,0.0,2736325.3338468666,55.056790965013725,1684421.932877283,93.70205109214278,0.6155780937456133,0.13469980169488255
829,313.1772,32.27,610792.5359958498,559706.7684177661,496218.6548624052,557247.984360168,32.27,456974.2819973687,536595.9576209208,561925.3541596757,547569.1503220624,C16H20N6O,313.1772,32.27,0.97,1/1,0.774,555991.4859090473,8.430584990496005,525766.1860250069,8.943019852299424,0.9456371173838716,0.9748836261689398
830,330.1487,26.78,219689.4325561915,305579.5968378747,3225.141133125366,14707.701936612251,26.78,492601.2314657028,306575.0549635345,548874.4331801175,168656.33210973465,C19H20FNO3,330.1487,26.78,1.27,1/1,0.026,135800.46811595096,110.94762117405882,379176.7629297724,45.99593953313938,2.7921609416398963,2.198551922551099
831,433.222,30.06,382009.2924920843,393659.4575462212,313913.8961104168,349160.4430688355,30.06,326178.0654913159,332361.16759344016,386876.4561532346,329760.75871467503,C24H32O7,433.222,30.06,1.13,1/1,0.126,359685.77230438945,9.970561761150252,343794.1119881664,8.386764481328338,0.9558179345977175,0.8458565792900156
832,234.1125,29.49,196644.49194094745,180754.4480541389,197552.0134007118,204786.68534525647,29.49,228570.2636119536,234572.474400467,225234.0334900163,215241.78141599757,C13H15NO3,234.1125,29.49,1.18,1/1,0.064,194934.40968526364,5.19716137806585,225904.6382296086,3.5815115528511554,1.1588751241730422,0.9820975628585104
833,234.1125,30.57,67099.42427541713,68241.02133408161,68777.2563556687,64744.37968244958,30.57,62002.86669919154,59359.78239426062,54089.24300313242,58346.615123227246,C13H15NO3,234.1125,30.57,1.17,1/1,0.038,67215.52041190425,2.6628518447794134,58449.62680495295,5.62922524396562,0.8695852750490822,0.7432352778197284
834,220.0984,31.31,2380053.5516963447,2231648.4575119563,2815999.6987917777,2313141.4128047847,31.31,3407650.3696829136,2498697.175782264,2420884.117574594,2399751.8388163773,C12H13NO3,220.0984,31.31,1.25,1/1,0.011,2435210.7802012158,10.718231902287725,2681745.875464037,18.11517642588556,1.1012376822849195,0.8809901458279356
835,154.0855,3.4,12875.577716835263,17954.39341302291,10206.29747344441,13008.204108778857,3.4,17294.66941384841,20683.21524798409,16644.704736705695,9209.00151942108,C8H11NO2,154.0855,3.4,1.83,2/1,0.128,13511.118178020359,23.91489330317562,15957.89772948982,30.299171227089882,1.1810937865564552,0.6454064407412323
836,154.086,31.66,2037.2563588566447,2413.229056999041,4515.870261940424,2000.7839275705087,31.66,4702.444067839237,6952.090743016268,6850.929558307237,7498.552457954712,C8H11NO2,154.086,31.66,0.21,1/4,0.037,2741.7849013416544,43.66959229441326,6501.004206779364,18.955861804579417,2.371084691435199,11.290879483024758
837,154.0859,31.72,37784.62298182239,49349.18327882161,19347.74878089204,24947.79468794453,31.72,3382.82246746815,5650.912304492548,4941.467264894691,7374.060425574346,C8H11NO2,154.0859,31.72,0.14,1/4,0.0,32857.33743237014,40.882518442257904,5337.315615607434,31.020050750577653,0.1624390785343811,1.1602791323884365
838,226.1114,10.9,5021276.1292342255,5245479.943278755,5052884.619272919,4385039.904170981,10.9,6346987.761952279,7010781.154738249,6063850.595889631,5905234.642059774,C12H11N5,226.1114,10.9,1.15,1/1,0.078,4926170.14898922,7.594405724972537,6331713.538659983,7.710302536069167,1.2853217300988193,1.1176710696511474
839,156.1015,3.33,44276.51171911664,41212.64557015869,26270.417319066644,18454.74675941664,3.33,54900.8232490939,50071.25039409181,30648.39318211397,68876.36976764034,C8H13NO2,156.1015,3.33,1.18,1/1,0.074,32553.580341939654,37.65008615434769,51124.209148235,30.92265224395863,1.5704634823952162,1.3309012562671325
840,225.0915,10.98,2902.5951042119373,5028.9461097673,1620.5867913501152,1695.7708873686645,10.98,154732.78612173052,74049.98389819454,208953.95231525053,30093.900444138373,C15H12O2,225.0915,10.98,1.08,1/1,0.176,2811.974723174504,56.559512090567175,116957.6556948285,68.53723888136028,41.59271231385475,38.511770660976616
841,325.1131,25.9,136758.7863874752,157648.4721653298,183438.95221815715,112152.0905763512,25.9,293285.44079719443,228988.0902861899,258694.54308184944,246757.0184845404,C13H16N4O6,325.1131,25.9,1.94,2/1,0.015,147499.57533682833,20.561733275664203,256931.27316244354,10.561541144038628,1.7419119517850694,0.8978927586520976
842,265.1912,2.17,1425212.4515090354,1328352.6718800853,1517889.7752695675,1318706.1696530683,2.17,1823585.154928058,1892670.9475077745,1741951.5741148647,1828235.4445109891,C15H24N2O2,265.1912,2.17,1.2,1/1,0.113,1397540.2670779391,6.69348107366632,1821610.7802654216,3.3904100863404794,1.3034406400855658,1.0862005334046383
843,249.1963,1.55,1111386.2850563354,982920.4527795836,1091630.6521573684,1290298.7490602557,1.55,1078207.9673452822,1116330.0811363747,1208468.161082936,948367.6463941444,C15H24N2O,249.1963,1.55,0.96,1/1,0.596,1119059.0347633858,11.381718995395657,1087843.4639896844,9.915997104983344,0.9721055191871074,1.0126099158199036
844,249.196,18.99,652367.2502304722,655340.873816299,361721.0536227114,539921.3415355491,18.99,778351.5481946798,767294.5290554749,810306.9327577741,597182.4286178455,C15H24N2O,249.196,18.99,1.5,1/1,0.034,552337.629801258,24.978690455309653,738283.8596564436,12.978643711302041,1.3366531987366002,0.8911021324910667
845,397.1736,10.26,1183716.9472954047,1074188.7364144495,1107253.886371222,1107304.5757988535,10.26,1436729.5153964837,1470945.8976027677,1351928.919144282,1463092.2227118318,C21H24N4O2S,397.1736,10.26,1.25,1/1,0.069,1118116.0364699825,4.152753936212745,1430674.1387138413,3.8092805141539317,1.279539951175944,1.0236319609407551
846,481.2147,12.79,1502041.588398809,2000008.5971682165,37614.10936691968,138802.21675700543,12.79,2683036.284811357,1781717.7641897884,2479533.882207875,542272.3101401374,C26H24N8O2,481.2147,12.79,0.28,1/4,0.0,919616.6279227377,106.80380251136438,1871640.0603372895,51.64691004397767,2.035239472088511,7.268712400316111
847,410.0126,29.75,42956.49169702115,41629.05453798925,57123.70929198059,39288.04608505629,29.75,6418.772628715791,6177.302341845927,12248.339328289232,6684.064784257484,C18H10F3NO3S2,410.0126,29.75,0.37,1/2,0.01,45249.32540301182,17.812899681519582,7882.119770777108,37.02254463510494,0.174193089080892,0.4707921326510595
848,410.0126,30.02,26662.551525260445,27487.463988913667,28780.01707870988,25789.2222657562,30.02,27988.411035979545,20405.108921912582,29144.468246821365,16017.15070628756,C18H10F3NO3S2,410.0126,30.02,0.69,1/1,0.011,27179.81371466005,4.681222184444021,23388.784727750266,26.760976311316664,0.8605204205330883,1.2471310442508527
849,434.1698,18.48,3992732.546728931,4581506.567759421,3121374.398587812,3342079.725136501,18.48,7018883.931285735,8083548.011759971,4947305.383671836,6181444.995722664,C22H22F3N3O3,434.1698,18.48,1.39,1/1,0.021,3759423.309553166,17.58766876801509,6557795.580610051,20.222151656313127,1.7443621110572651,1.2549367705447951
