Compound Name,mz_x,rt,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,mz_y,RT,formula,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
623,432.1065,4.88,237160710.96394205,232735214.0772186,231867047.34225455,265705490.9217672,292844043.882269,392494286.0871506,332489047.6373385,453635201.9642161,351191752.91375524,265260502.8580944,432.1065,4.88,C20H19ClFN5OS,1.31,0.002,1/1,252062501.43749028,10.594782141042758,359014158.292111,19.51204876599703,1.4243060996565724,1.0872565646233376
624,320.1624,8.28,307242366.3740182,311296705.8153076,314881083.50967,327388564.2596032,337344194.53232026,436782716.8879833,449314240.5728438,426837758.5704175,412895763.9852531,469163223.6880988,320.1624,8.28,C17H17N7,0.99,0.757,1/1,319630582.8981839,3.893322813162565,438998740.7409193,4.899456391572737,1.3734566222055145,1.3873299214197117
625,239.118,27.62,582130723.9711828,462380382.4617204,453452986.0802842,475739921.80277526,566396841.3325123,527222473.9895524,522734257.574999,531745860.9096697,527053621.5229663,637400844.5317726,239.118,27.62,C15H14N2O,1.01,0.946,1/1,508020171.12969506,12.055218719885977,549231411.7057921,8.992774730194649,1.081121268245028,1.0704170972723048
626,470.177,14.37,78379804.77361585,76659241.3193175,45404075.20046495,84027949.58023041,72108872.6593646,113041783.01594116,93918473.49941336,109645361.38197896,88574062.93639639,68637691.81308977,470.177,14.37,C25H23N7OS,1.18,0.067,1/1,71315988.70659867,21.174042588140818,94763474.52936393,18.855991957088833,1.3287830155342952,1.1260873013002504
627,414.0492,23.3,130119040.39583862,125488519.60022782,129986036.01142126,126057537.8459517,125885317.28374732,127712328.76810607,130799277.17461476,128269345.84135692,122829089.83111128,114705920.42392932,414.0492,23.3,C17H14ClF2N3O3S,0.97,0.537,1/1,127507290.22743735,1.8297781583172448,124863192.40782368,5.100903085579948,0.9792631635814915,1.0095496531767953
628,309.1058,30.76,1792577913.3853266,1854552259.6535788,1934296294.5655105,1876265648.3578465,2122417908.0605333,1751590236.408311,1726438917.5656705,1743746311.6019073,1792016630.9568477,1945058176.0161693,309.1058,30.76,C18H16N2OS,0.92,0.159,1/1,1916022004.804559,6.577510290049293,1791770054.509781,4.967324864663756,0.9351510838689704,1.016468569422794
629,393.2289,12.79,620456001.2368147,643026274.7917999,458365984.8550288,757312057.2909584,659423741.9363478,680569572.2025683,498201268.11924,700779190.00797,713675024.9294556,562558364.3585038,393.2289,12.79,C23H28N4O2,1.19,0.017,1/1,627716812.0221899,17.225675921556697,631156683.9235475,15.130965302951537,1.0054799741467433,0.8449411547451625
630,359.1477,28.24,130400404.5893222,120090389.80062304,135135354.53727317,120009107.84304117,137669652.7680693,121549555.15245073,122559658.58172584,117976882.60996015,120395983.33365329,137431798.60134175,359.1477,28.24,C19H20N4O2,1.01,0.774,1/1,128660981.90766577,6.437577789601351,123982775.65582636,6.218363460661728,0.9636392775612675,0.9540982946151164
631,442.123,20.99,204852689.3564829,180668933.7364097,190581564.91600507,215306738.93416008,184702576.3135418,196290682.3047346,197373393.34165508,192236153.68741027,213527913.5672835,206423755.6743437,442.123,20.99,C19H18F3N3O6,1.07,0.315,1/1,195222500.65131992,7.423582260844233,201170379.71508545,4.293120004638562,1.0304671799814142,0.9630534392349666
632,467.0676,27.88,70234802.25913066,60033047.80268694,61922202.78223549,63351118.29121289,70928671.60215704,83068342.1498407,86971578.41575554,81267262.03281331,75251601.29799213,78939983.69633812,467.0676,27.88,C22H18N4O2S3,0.85,0.026,1/1,65293968.5474846,7.618616146227383,81099753.51854795,5.418659903824915,1.242071133409033,1.4612601569518036
633,520.2235,12.83,358649407.6926148,353352718.0055991,327666820.29596764,441697297.6530337,377319964.6103428,370810801.6002002,306379335.05937123,401462579.604636,435586701.3184671,418840692.9950852,520.2235,12.83,C27H30ClN7O2,1.08,0.319,1/1,371737241.65151155,11.552489999040057,386616022.11555195,13.15374067362007,1.040024992916875,0.962986104552662
634,487.1896,4.61,61913578.30933599,59956500.58953232,55345987.97926738,62463767.05109668,65234086.34009431,65277942.84318381,68215482.78316395,56382822.24352813,52749575.83157873,45710279.30907134,487.1896,4.61,C24H25F3N6S,1.05,0.31,1/1,60982784.053865336,6.02280326204413,57667220.602105185,15.940175226771295,0.9456311563468215,0.9006011012826871
635,366.139,26.69,308679419.4585425,296263817.9516362,310904116.7553179,303931976.8378468,311834467.38538694,342077679.0623419,350877338.9940521,341438282.87668294,328079836.79386884,312452703.8300622,366.139,26.69,C19H19N5OS,1.1,0.046,1/1,306322759.67774606,2.0891704253087315,334985168.3114016,4.477568989056079,1.0935693079541613,0.9941539163219647
636,473.1112,28.71,641815726.8957963,591964884.2997891,676786921.1022661,612953570.4083991,691547964.3844383,504965512.6714656,469415396.806985,533379950.4110507,551680151.6914203,593095897.9726716,473.1112,28.71,C25H20N4O2S2,0.92,0.02,1/1,643013813.4181378,6.509130718945769,530507381.9107186,8.820493660957705,0.8250326366872951,0.8967746050948859
637,335.1119,20.4,582738461.7208625,489737732.9182771,507219284.679382,495152595.5368454,505616976.63708353,454815208.78819305,462556321.2068548,450100940.80880535,553376123.3301969,528784194.8481468,335.1119,20.4,C16H13F3N4O,0.98,0.743,1/1,516093010.29849017,7.354856062350305,489926557.79643935,9.737554328936874,0.9492989597225565,0.9686724078801597
638,299.0829,12.81,4565990.47985162,4529323.633052791,4859726.928084746,5178725.7074273,4432909.288368477,4557168.252338658,4485249.136571105,4170771.0317886607,3702544.967929081,3959955.0559015134,299.0829,12.81,C14H16N2O2S,1.78,0.004,2/1,4713335.207356987,6.472116980341923,4175137.688905803,8.567263391940601,0.8858138675112439,0.49764824017485615
639,355.2246,9.21,1268366992.9478328,1165530365.3647594,1207011383.5590382,1231914355.8173711,1248120293.0051255,1083957198.176797,1119274626.8968327,1143683201.5516343,1215818463.214674,1195846222.267449,355.2246,9.21,C19H26N6O,1.08,0.217,1/1,1224188678.1388257,3.2469814176438683,1151715942.421477,4.708877378471028,0.9407993743027168,0.8711105317617748
640,306.1353,6.52,443092482.1733111,508141780.1621902,265474965.7180053,529120786.8975079,514996549.2753637,27463277.103946354,2028510.888661798,170176015.83666313,165611562.9835133,43772045.96005757,306.1353,6.52,C17H15N5O,1.0,0.945,1/1,452165312.8452757,24.21122063189728,81810282.55456842,97.78109344827348,0.18093002764801355,0.18093002764801355
641,419.2447,6.5,1059642388.2123374,1060900626.755227,908544223.7832664,1110435463.3299718,1057819485.393402,883948569.243684,721982850.5878706,869874818.1750436,825326880.8254449,690180829.3906543,419.2447,6.5,C25H30N4O2,0.89,0.001,1/1,1039468437.4948409,7.355058293976394,798262789.6445396,10.975277589874715,0.7679528890443117,0.86286841465653
642,429.0825,5.28,152258116.29586503,149348835.51846462,142210204.96446866,145608443.7870301,157614455.53886038,167585160.1761096,162959480.84899282,161385495.61640084,141750582.50532526,109322104.83596753,429.0825,5.28,C17H21ClN4O3S2,1.11,0.043,1/1,149408011.22093773,3.983894180510476,148600564.7965592,16.205848349094286,0.9945956952523483,0.8960321578849983
643,365.2204,3.29,20955310.01654728,16471063.929750863,19891116.571147647,20653489.408761736,20519215.21915572,22415567.472598463,23874626.284226544,21762062.20428414,20891525.99924246,21364278.224607863,365.2204,3.29,C19H24N8,1.13,0.035,1/1,19698039.02907265,9.36727211378136,22061612.036991894,5.245782060753266,1.1199902693070518,0.9911418312451787
644,570.2449,13.27,206022614.63293615,196937080.6107414,180602194.1254919,194308097.81776437,191698144.88049424,260168000.69388488,248105511.55582288,226331592.7388876,197637947.5416716,165624394.53611574,570.2449,13.27,C28H30F3N7O3,1.14,0.082,1/1,193913626.41348562,4.740644778821272,219573489.41327652,17.49007395575886,1.1323262499618048,0.9932686403173727
645,511.1598,27.09,551499927.1630015,612016043.7170589,462472211.64399344,617594861.0665786,682388268.9163415,888887625.593612,730287764.5433595,973037148.6289228,935229324.178976,651924311.3853306,511.1598,27.09,C26H21F3N4O4,1.17,0.003,1/1,585194262.5013949,14.146188730181636,835873234.8660402,16.542763249651824,1.4283688143030073,1.220828046412827
646,538.1702,13.49,201286388.93083525,190577202.6977503,118744077.38734616,212340432.656358,196011706.2992618,254254481.6766616,190633739.1725864,272315189.9088464,255767839.49197307,183754607.59202784,538.1702,13.49,C25H27N7O3S2,1.08,0.038,1/1,183791961.5943103,20.2627494242753,231345171.56841907,17.71996897010497,1.258733894353195,1.1654943466233285
647,380.1434,14.76,311874535.93046284,299407813.6595544,163836081.1899268,351932641.0058594,295245767.383944,259653148.49456692,124849053.04057272,345647540.2331727,383199700.9488553,288825632.2489199,380.1434,14.76,C21H21N3O2S,0.97,0.701,1/1,284459367.8339495,24.97819707058334,280435014.9932175,35.44542249663371,0.9858526267868205,1.016342914213217
648,279.1707,9.41,1076262372.0081236,912761233.9791834,989405661.8624202,924375032.3715688,930893695.008642,660051614.5326347,759210551.4731647,595286440.1650376,650189362.7446493,706991461.7944506,279.1707,9.41,C15H22N2O3,0.72,0.0,1/1,966739599.0459875,7.035157014243765,674345886.1419874,9.17314408746856,0.6975465645634622,0.9688146730048086
649,614.269,9.04,127818645.08740924,121312269.35462505,91775555.47004557,115960921.65841682,108635564.7336858,88893722.80725275,66617235.52904149,110119482.1407108,118708771.94521132,120420135.78238356,614.269,9.04,C30H40ClN7O3S,0.95,0.37,1/1,113100591.26083651,12.242846061863302,100951869.64091998,22.711053580066036,0.8925848089343872,0.9395629567730391
650,440.0284,20.95,83162774.74133447,70347735.61646777,73218759.82395379,89280188.1890726,73832266.91972834,70672557.53562924,72981830.41917636,70783691.37552911,83090493.99920362,81300682.68620953,440.0284,20.95,C17H18BrN3O4S,1.0,0.99,1/1,77968345.0581114,10.193809379215395,75765851.20314959,7.886044125023843,0.9717514351071547,0.9717514351071547
651,569.2495,13.46,303619009.8360174,297904223.46342105,251447425.8340597,334249611.27428544,346649928.99533683,358350285.6998973,308690613.97166824,365105625.3481757,305714104.4473426,239342941.1201612,569.2495,13.46,C29H31F3N6O3,1.18,0.006,1/1,306774039.88062406,12.081521703485222,315440714.11744905,16.039041502682476,1.0282510027256462,0.8713991548522426
652,348.057,27.84,1214043121.303449,982870975.89349,1021886206.1931244,1021582535.6535444,1188883345.6649578,993740978.2454464,994785943.2815212,1034202299.5238304,1025350460.9406753,1175272097.147725,348.057,27.84,C14H7F6N3O,0.96,0.577,1/1,1085853236.941713,9.862572883546223,1044670355.8278396,7.1987213565634045,0.9620732528920166,1.002159638429184
653,316.0853,7.18,785897264.9239131,792095562.6792356,720357490.6519742,786960838.7607546,792494322.0517573,804526512.7855937,731218654.7443914,787633969.136256,780561621.7140534,758692858.163359,316.0853,7.18,C16H14ClN3O2,1.03,0.085,1/1,775561095.813527,3.9972887583697916,772526723.3087308,3.6695575596207126,0.9960875132582389,0.9670752555905231
654,403.09,5.72,322842553.48936206,315751511.71467686,312088409.2832374,308164269.0827827,338602290.84058934,158226254.2999583,29350084.84686693,307232578.0133222,349189259.0308233,412021224.78979135,403.09,5.72,C18H18N4O3S2,1.03,0.632,1/1,319489806.88212967,3.7479961009018306,251203880.1961524,61.82042003110547,0.7862657110961596,0.7633647680545239
655,446.1979,6.61,316421298.6187512,305578008.75371224,297375602.3003922,308546897.25692344,302823611.9558532,343728362.40412235,376851482.5637883,334167678.07325155,341736067.29794693,333199048.0041664,446.1979,6.61,C20H27N7O3S,1.21,0.0,1/1,306149083.77712643,2.3075251042522478,345936527.6686551,5.169034728293928,1.129961009194114,0.9338520737141438
656,406.1337,31.98,768340250.4791093,699517993.1693717,809876283.6495013,873825007.683274,949204625.3837636,725827319.2639227,698529235.7977085,730244166.6443907,715082574.846853,862259208.6081542,406.1337,31.98,C21H19N5O2S,0.98,0.735,1/1,820152832.073004,11.707355241671676,746388501.0322058,8.831406219231386,0.910060261751029,0.9286329201541113
657,416.1723,6.35,316375614.87545085,309331632.969096,342561063.79107386,321595437.9351995,324651434.015822,338606424.85223776,300483140.2505707,336303280.8855142,325931125.20557576,324332252.642687,416.1723,6.35,C23H21N5O3,1.08,0.008,1/1,322903036.7173284,3.849376101923039,325131244.7673171,4.6523224409908766,1.0069005484514513,0.9323153226402326
658,377.0728,27.67,460498527.7274213,392800348.11423457,401888310.1000152,400966572.89730906,462974170.401824,440457367.49333286,437948966.84480256,446940015.4359012,447350618.8531007,493985618.349569,377.0728,27.67,C18H17ClN2O3S,1.01,0.902,1/1,423825585.84816086,8.210670727901112,453336517.3953413,5.092334350926071,1.0696298961944997,1.059039501182673
659,384.0841,24.47,133160741.33807312,134901058.53917557,125587991.1099212,136738833.82015562,134909871.77662897,135805545.38005313,140227720.23115453,135502293.56425768,134384840.0650309,131964799.7375385,384.0841,24.47,C19H17N3O2S2,1.06,0.016,1/1,133059699.31679091,3.2799121298452505,135577039.79560694,2.217560820211798,1.0189188799594586,0.9612442263768477
660,580.2931,28.08,316419525.8888994,286039635.7350128,263352484.8052674,264415487.11646423,310328245.18229294,252848833.41591024,269244392.61313486,247885379.3313306,253189457.05487236,299243646.0362508,580.2931,28.08,C34H37N5O4,0.92,0.163,1/1,288111075.74558735,8.631499484622857,264482341.6902998,7.95207529620158,0.9179874151171037,0.9978124077359822
661,400.1,15.36,779119233.0563371,804415228.7888312,825094559.5246056,914385618.8661088,808233537.6980462,636412153.1145326,618618964.0201097,577095521.7566094,645496896.9323443,660748982.291566,400.1,15.36,C19H18ClN5OS,0.81,0.006,1/1,826249635.5867858,6.286476715117264,627674503.6230323,5.118147616315783,0.7596669052413809,0.9378603768412109
662,383.0467,12.58,4896262.351266013,5495305.183746146,5786074.627293583,5212504.114878409,5852783.686370309,7964119.54411935,7984503.628271857,7454925.15866616,7236644.543091212,7563775.529048861,383.0467,12.58,C20H12N2O3S,0.95,0.147,1/1,5448585.992710892,7.342805726788136,7640793.680639488,4.273530004132649,1.4023443313295094,1.476151927715273
663,396.1724,10.08,462691257.4471546,406952270.2538359,419071013.34843135,484836813.1483308,406639823.8297112,439569224.6755852,447682786.7851736,449043490.55096966,430964043.8815753,423695314.93825054,396.1724,10.08,C22H22FN3O3,0.99,0.819,1/1,436038235.6054928,8.180825474248737,438190972.1663109,2.4793312192938455,1.0049370362161676,1.0150879153698662
664,446.1356,31.22,43356821.92098263,27503415.15910245,32312450.19835268,35184355.206658825,40934155.07317878,29842558.43516972,31981556.00794736,28080937.04659565,28758298.584391683,36201795.5463223,446.1356,31.22,C24H19N3O6,0.91,0.177,1/1,35858239.51165507,17.90154818846187,30973029.124085344,10.573939429223008,0.8637632395203931,0.9491903730993331
665,441.2295,6.66,457020832.05918,449374679.1295114,390969776.6891933,464067871.8528964,450877552.7090039,492880128.23864496,388375319.3144817,539012678.6335192,527543001.7024113,474102050.5561439,441.2295,6.66,C27H28N4O2,1.0,0.847,1/1,442462142.487957,6.636356652536489,484382635.6890402,12.319000941834618,1.0947436835281883,1.0947436835281883
666,461.1593,25.98,294687990.2518118,299409779.8470773,93753002.77320914,275227037.899812,222197355.31018245,392083364.5971526,303423528.8572526,377133499.3160905,260084962.2033551,151511113.00797984,461.1593,25.98,C26H19F3N4O,0.98,0.601,1/1,237055033.21641856,36.17964277886061,296847293.5963661,32.84867101060268,1.2522294488696235,1.2777851519077792
667,570.1933,3.66,31066455.15322493,27054251.519679014,41764392.80417552,15242353.72845533,40030327.79386633,61929854.00600885,59824305.42080539,51773901.84408247,71570497.73608539,70988379.06010501,570.1933,3.66,C29H27N7O4S,1.03,0.436,1/1,31031556.199880224,34.606192963305126,63217387.613417424,13.098934508567615,2.037196820108604,1.9778609903967028
668,478.9843,31.35,215627226.0357696,142304783.40374252,157641291.20935473,164445625.62690595,199988393.1289954,145330709.66469732,150736056.1451649,142507077.13579816,138808032.02150953,210735455.61844695,478.9843,31.35,C17H14ClF2IN2O2,0.94,0.498,1/1,176001463.88095364,17.40068067268653,157623466.1171234,19.037872853848956,0.8955804266704224,0.9527451347557685
669,281.0327,18.34,44296655.61745841,45579501.17432177,45225773.45194215,44869793.82246809,42633366.21397533,53981222.73781278,42923343.37842795,42810221.38442942,53059311.16099711,39837619.58128169,281.0327,18.34,C12H9ClN2O4,1.07,0.335,1/1,44521018.05603315,2.5982102846133515,46522343.6485898,14.004193219887709,1.0449523771005826,0.9765910066360585
670,486.2623,4.0,296450295.7633865,258862805.52640316,311703161.04172206,291010981.5895497,334434238.75353605,194693174.2850441,205650467.37135416,206971684.2603149,294998685.112928,284306300.2793355,486.2623,4.0,C27H31N7O2,0.85,0.003,1/1,298492296.5349195,9.321945006695072,237324062.26179534,20.290769076249354,0.7950760036918798,0.9353835337551527
671,380.1975,3.61,61539417.12180863,49460656.142481744,50248801.1398288,45774794.0814567,59437587.61998209,62305811.848946765,69339353.93077981,36628555.2654365,49567370.06363165,42547256.55963311,380.1975,3.61,C22H25N3O3,1.09,0.039,1/1,53292251.221111596,12.803793469557942,52077669.53368557,26.08916827244504,0.9772090377194486,0.8965220529536224
672,394.2106,5.01,178876828.86520287,156371992.7777666,184292600.36901683,186069249.92228127,216092479.2115341,199234760.2044234,178576540.7125854,231869237.856172,232455319.21474403,214106814.36362743,394.2106,5.01,C19H23N9O,1.01,0.617,1/1,184340630.22916034,11.581750622694702,211248534.47031045,10.833231777712399,1.145968385850151,1.1346221642080703
673,369.1023,22.36,197283679.3422717,169939505.4155278,173232727.06759322,176570026.61666408,173589169.3483861,178654258.79865652,177204645.28767562,177367614.97457105,174513824.48355195,199517781.8644297,369.1023,22.36,C18H16N4O3S,1.03,0.67,1/1,178123021.5580886,6.156231805049327,181451625.08177698,5.6274103446289905,1.0186871045335533,0.9890166063432556
674,370.188,21.35,397366069.9596191,353448998.5764452,357419512.56626964,338678555.2342634,343030142.56667817,350203042.068646,355512243.65434635,341675088.2522439,317893732.16652995,398280219.0929912,370.188,21.35,C19H23N5O3,0.96,0.406,1/1,357988655.7806551,6.503474297083878,352712865.0469515,8.295861510977357,0.9852626873826522,1.0263152993569293
675,457.1914,26.62,465435066.1885743,442078658.9533255,481287096.8240365,471964024.76566815,479951119.5500965,470999089.6739777,445703948.89261246,491667722.4456793,488452583.4240215,450776847.96099687,457.1914,26.62,C23H28N4O4S,1.04,0.015,1/1,468143193.2563402,3.400159627954453,469520038.47945756,4.479824942500409,1.002941077095536,0.9643664202841692
676,589.3107,4.59,205420515.8067006,200437366.8932199,202506003.0990898,207345376.81012812,219692454.00027493,284974607.6565808,286441899.5405452,268153358.2808513,262505914.46556476,225796708.23022637,589.3107,4.59,C27H40N8O7,0.99,0.771,1/1,207080343.32188267,3.637397773049253,265574497.63475364,9.242848847692091,1.2824708196564487,1.2954250703600492
677,249.0887,3.77,133398504.01968676,133424894.00132953,214757265.1118539,137984552.1484283,217990681.17061448,301026673.202675,240036955.49883708,322188798.9367022,277604367.129198,176828508.2820162,249.0887,3.77,C13H8N6,1.0,0.969,1/1,167511179.2903826,26.660374988790124,263537060.60988575,21.726818551702845,1.5732505837896418,1.5732505837896418
678,451.0042,30.37,133831188.1358506,136719831.07020414,131120933.64785796,136107496.22768986,158871555.64862758,135448137.4611988,136828779.1256406,138246104.3206032,135053359.46655595,150667797.00620168,451.0042,30.37,C18H12Cl2N4O4S,0.98,0.752,1/1,139330200.94604602,7.997788265286773,139248835.47604007,4.672073519379969,0.9994160241681022,1.019812269559288
679,545.9497,31.3,2576015.909579428,1388264.9347634674,1501151.493108475,1623796.3884509592,2371471.551733328,1677509.281262808,1699961.9890167166,1496043.780738913,1530392.082480902,2332268.3340352387,545.9497,31.3,C22H15Br2N3O4,1.03,0.877,1/1,1892140.0555271315,28.658941926003003,1747235.0935069155,19.397741196711298,0.9234174227235801,0.8965217696345438
680,636.4969,3.34,1209554.1074138207,919830.4282841048,1603041.3171053673,1436565.9507216108,2471301.169872732,175437.64557728742,346305.41034959914,580367.6696920831,3121502.360183806,2260511.131209125,636.4969,3.34,C37H61N7O2,0.57,0.006,1/2,1528058.5946795272,38.370282993020034,1296824.8434023801,101.51540457788364,0.8486748138570939,1.488903182205428
681,497.2482,31.7,230270403.19086996,160974444.71081337,191183542.495976,195031355.67750555,240455726.67292345,142695907.78877604,145989706.4439096,143848681.57730332,147854798.70803818,204235711.5094968,497.2482,31.7,C28H36N2O4S,0.92,0.278,1/1,203583094.54961765,15.75324481320326,156924961.2055048,16.90090293436299,0.7708152857812993,0.8378427019361949
682,424.1695,16.31,630526042.1651595,661071058.5824939,599909001.1431079,761237721.9890492,688449922.6911587,685273519.9478025,467053126.1256708,803105671.7544523,832424143.8014696,603056850.1801656,424.1695,16.31,C23H25N3O3S,1.02,0.71,1/1,668238749.3141938,9.224830906692528,678182662.3619123,22.07686088324794,1.0148807788502594,0.9949811557355485
683,462.2169,22.25,960364929.3049088,828675340.3406012,781449545.6325938,841642513.9284798,822246403.8641996,671106183.1686163,508088538.1806221,840183577.7935059,972902663.1733788,1111927881.9112024,462.2169,22.25,C23H24FN9O,1.11,0.439,1/1,846875746.6141566,7.948713522312237,820841768.8454651,29.1151187637047,0.9692587987402208,0.8732061249911899
684,333.1702,32.18,245530235.4463402,196068085.7866808,296060610.8074032,256317254.34436107,328592822.3609794,210725575.5519009,203929908.14902127,201282316.20413265,244592197.35171375,310043873.99386615,333.1702,32.18,C20H20N4O,0.95,0.435,1/1,264513801.74915296,19.103509437185235,234114774.25012693,19.587049346501935,0.8850758361264853,0.9316587748699846
685,443.0504,31.09,369878705.2690749,331795689.4561479,350509574.8910829,348949269.0975019,367346880.1317917,317489045.4457504,316474004.67210245,306314640.2553753,333019748.7508558,340969157.8288982,443.0504,31.09,C21H16Cl2N4OS,0.9,0.001,1/1,353696023.76911986,4.3812333780950485,322853319.39059645,4.310090229366356,0.9127988376859548,1.014220930762172
686,522.1602,23.31,2857484534.246024,2960227092.53978,2685328067.739627,2953172333.7438583,2998731057.163004,3528482666.826104,2877944913.6934457,3669056872.354599,2903521041.10359,1797567790.878087,522.1602,23.31,C29H23N5O3S,1.05,0.188,1/1,2890988617.086459,4.364680183280869,2955314656.9711657,25.02017073508639,1.0222505337809094,0.9735719369341993
687,382.1992,3.38,59994711.19576362,40784936.10438701,60288304.041479886,56585238.71900245,63341023.56275541,88421737.86069688,97986226.30276728,91614995.62689056,86979430.63505366,89822518.82831922,382.1992,3.38,C19H23N7O2,0.97,0.713,1/1,56198842.72467768,15.91243971460379,90964981.85074551,4.708468341186355,1.6186273140247698,1.6686879526028555
688,538.3246,16.84,587555560.9121748,562715627.8997242,588660295.0053408,537879678.3537534,571999865.789361,450283704.2449472,447837068.2319684,451273180.4948164,510519525.21584207,442269504.2017135,538.3246,16.84,C26H43N5O7,0.78,0.0,1/1,569762205.5920708,3.6657379378128123,460436596.4778575,6.127682884908556,0.8081206369232455,1.0360520986195456
689,299.0796,13.89,4380232.97238278,4971412.179664908,5370268.51325035,4927292.351975317,5439627.907761713,3249695.302532082,3573907.837428366,4105065.004567824,4162438.35816447,4050342.529938338,299.0796,13.89,C17H12N2O2,0.82,0.0,1/1,5017766.785007013,8.449410231419119,3828289.806526216,10.424412873562002,0.7629469384597686,0.9304230956826447
690,397.132,13.36,427034229.6540245,425720869.7299481,308634958.1236697,485465256.6606407,439326859.5113977,503276704.4775772,386145324.5756458,491026508.80516726,463220753.3727528,314513709.90634257,397.132,13.36,C22H21ClN2O3,0.99,0.86,1/1,417236434.73593616,15.673091788487186,431636600.2274971,18.477643601971543,1.034513202330172,1.0449628306365373
691,150.0777,0.57,199237392.2402849,181713003.96020347,206267744.71812585,214411159.55802324,216485086.2308946,178140033.6188781,194461742.61260256,157594119.7601683,186319473.6488104,198322135.71009484,150.0777,0.57,C6H7N5,1.02,0.591,1/1,203622877.3415064,6.893382720466517,182967501.07011083,8.83913662967312,0.898560630607565,0.8809417947132989
692,415.2749,18.8,1516541506.4860888,1643737023.4797795,1623151548.4347508,1655034951.9529335,1750789280.1544092,1718791993.4745488,1128527683.290808,1695586721.3007324,1886579908.1421835,1419039358.2600355,415.2749,18.8,C28H34N2O,1.04,0.591,1/1,1637850862.1015923,5.109835243717429,1569705132.8936617,19.000601609453753,0.9583932024674762,0.9215319254494962
693,224.0063,5.35,10252570.36674989,9245168.797464062,9360618.88712169,9889814.82956002,11011499.662146185,12614231.596119864,13368886.996649928,12294766.035926756,12045553.627747534,10213651.055602442,224.0063,5.35,C7H5N5S2,0.97,0.669,1/1,9951934.508608367,7.221663036438784,12107417.862409305,9.661594445339903,1.2165893828919851,1.254215858651531
694,234.124,0.58,72687702.45039058,65052994.20889752,66626209.51279893,70196553.25938281,74455043.69393693,71482728.92412272,69228800.73578025,60619328.43187168,60483266.90134517,70878175.17184588,234.124,0.58,C12H15N3O2,1.01,0.888,1/1,69803700.62508136,5.675133839634534,66538460.03299315,8.307406198275622,0.953222528850928,0.9437846820306217
695,466.2348,7.59,438599119.3493797,442638656.21353257,361849057.4607329,447572858.7659774,421690495.1703529,518640613.4231993,449709092.27053297,505667322.4249506,470409845.7379288,419365138.9238301,466.2348,7.59,C26H31N3O5,1.13,0.002,1/1,422470037.3919951,8.345745017491238,472758402.5560883,8.576401199534866,1.1190341579595442,0.9902957150084463
696,506.1106,16.37,257635160.8505751,280090317.2335221,251010674.8904338,318897960.9239144,291712719.6411177,343160855.1906496,243368785.46064213,399060528.8572387,441589563.01126695,404443088.44202334,506.1106,16.37,C25H17F2N5O3S,1.11,0.038,1/1,279869366.7079126,9.77019361273149,366324564.1923641,21.07633211359257,1.3089126848765873,1.1792006170059344
697,291.1607,0.58,37839694.366888136,31649345.45650824,35528175.51484922,36564653.82808825,40079929.62497047,61316336.06541701,70726630.78737718,54752467.94078502,59822318.21134661,70600921.81004009,291.1607,0.58,C18H18N4,0.91,0.026,1/1,36332359.75826086,8.588492381079693,63443734.96299319,11.073981296994578,1.74620463369622,1.918906190874967
698,466.2458,8.64,1054357837.8812692,1062521177.3789476,865928230.9887818,1069035929.8122694,1076027719.1781816,1099864649.7426276,827765688.5483909,1171722800.0039575,1157490483.9967427,902185140.9450648,466.2458,8.64,C25H31N5O4,0.99,0.254,1/1,1025574179.04789,8.736875733717646,1031805752.6473567,15.203945673770022,1.006076180277132,1.016238565936497
699,280.0852,6.77,360395197.0876937,369557998.187588,417596557.67416006,373437328.0509393,373291812.2690423,372716731.0284458,409359592.5821658,349247390.63988936,317993610.8234301,333636655.8919985,280.0852,6.77,C13H14ClN3O2,0.84,0.026,1/1,378855778.65388465,5.885030784968028,356590796.1931859,10.028342749782695,0.9412309809822392,1.1205130725979038
700,312.0918,5.67,311777700.9062413,358168091.1336536,273681361.4931273,371136708.43910027,427715551.8744013,294187456.2439504,108964296.36447236,433311012.959439,460992393.6115054,478580266.9554139,312.0918,5.67,C15H13N5OS,1.01,0.839,1/1,348495882.76930475,16.871040301576006,355207085.2269562,43.81112308176745,1.0192576233736859,1.0091659637363226
