id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height
11,6.315E5,0.5806,316.17616,316.17887,1,10,0,0.875,1.24,0.00039,0.0128,0,0.5572,0.689,316.17738,5.76E4,1.654E7,1.654E7,5.752E5,0.575,316.17726,316.1779,0.6076,0.5605,0.6648,ESTIMATED,316.17743,2.221E5,1.589E7,6.3365,3.8864,1.589E7,5.883E5,0.5791,316.17591,316.17877,0.0268,0.5589,0.6661,ESTIMATED,316.17734,1.642E5,1.649E7,3.758,2.8582,1.649E7,5.757E5,0.5803,316.17726,316.17828,0.0337,0.5629,0.673,ESTIMATED,316.17751,3.283E5,1.483E7,5.0743,3.0925,1.483E7,5.855E5,0.5818,316.17702,316.17791,0.0311,0.5615,0.6716,ESTIMATED,316.17725,1.086E5,1.595E7,3.4369,2.624,1.595E7,6.315E5,0.5771,316.17656,316.17865,0.0291,0.5598,0.6757,ESTIMATED,316.17718,2.47E5,1.565E7,5.1163,3.0588,1.565E7,5.956E5,0.5846,316.17681,316.17836,0.0296,0.5643,0.689,ESTIMATED,316.17758,2.364E5,1.615E7,3.296,2.6027,1.615E7,6.151E5,0.5775,316.17701,316.17754,0.0317,0.5572,0.6644,ESTIMATED,316.1772,5.76E4,1.589E7,4.198,3.9176,1.589E7,5.929E5,0.5815,316.17616,316.17887,0.0282,0.5612,0.6714,ESTIMATED,316.17751,6.698E4,1.654E7,4.4075,3.0038,1.654E7,5.918E5,0.5817,316.17707,316.17774,0.0363,0.5614,0.6773,ESTIMATED,316.17728,2.901E5,1.544E7,3.6981,2.5608,1.544E7,5.83E5,0.5878,316.17669,316.17785,0.0294,0.5646,0.6864,ESTIMATED,316.1775,2.132E5,1.565E7,4.2827,2.5942,1.565E7
12,3.779E5,0.5809,114.12778,114.12818,1,10,0,0.833,2.86,0.00033,0.0078,0,0.5572,0.6542,114.128,8.484E4,1.337E7,1.337E7,3.779E5,0.5837,114.12781,114.12816,0.0267,0.5605,0.6416,ESTIMATED,114.12809,2.922E5,1.265E7,1.9214,1.6864,1.265E7,3.377E5,0.5791,114.12778,114.12825,0.0273,0.5589,0.6371,ESTIMATED,114.12804,3.425E5,1.173E7,2.4577,1.9776,1.173E7,3.307E5,0.5803,114.12782,114.12821,0.0288,0.5629,0.6324,ESTIMATED,114.12807,3.892E5,1.234E7,2.646,1.9584,1.234E7,3.518E5,0.5847,114.12768,114.12815,0.0248,0.5615,0.6542,ESTIMATED,114.12802,1.195E5,1.199E7,1.6585,1.7814,1.199E7,3.33E5,0.5771,114.12772,114.12817,0.023,0.5598,0.6322,ESTIMATED,114.12799,3.596E5,1.254E7,2.8098,1.8433,1.254E7,3.258E5,0.5788,114.12785,114.12828,0.0252,0.5643,0.6367,ESTIMATED,114.12814,3.003E5,1.105E7,2.8551,2.0335,1.105E7,3.226E5,0.5775,114.12772,114.12815,0.0229,0.5572,0.6296,ESTIMATED,114.128,8.548E4,1.179E7,2.6038,2.6514,1.179E7,3.201E5,0.5844,114.12778,114.12818,0.027,0.5641,0.6336,ESTIMATED,114.12802,3.789E5,1.184E7,2.2203,1.5893,1.184E7,3.668E5,0.5788,114.12767,114.12832,0.0237,0.5585,0.6425,ESTIMATED,114.12782,8.484E4,1.337E7,3.3356,2.2038,1.337E7,3.07E5,0.5849,114.12771,114.1281,0.0362,0.5646,0.6342,ESTIMATED,114.12782,1.546E5,1.144E7,1.8917,1.8535,1.144E7
13,9.834E5,0.5809,249.19558,249.19708,1,10,0,0.863,2.17,0.00054,0.0119,0,0.5568,0.7381,249.1967,4.548E4,2.844E7,2.844E7,9.333E5,0.5779,249.1959,249.19701,0.0294,0.5605,0.7258,ESTIMATED,249.19678,1.831E5,2.563E7,2.828,2.663,2.563E7,9.131E5,0.5791,249.19582,249.19691,0.0349,0.5589,0.7067,ESTIMATED,249.19673,1.97E5,2.744E7,2.1967,2.4876,2.744E7,9.029E5,0.5832,249.19596,249.19713,0.0274,0.56,0.7311,ESTIMATED,249.19684,1.122E5,2.653E7,2.3301,1.734,2.653E7,9.218E5,0.5818,249.19566,249.19689,0.0302,0.5615,0.7269,ESTIMATED,249.19667,2.255E5,2.634E7,2.5391,2.8072,2.634E7,9.834E5,0.58,249.19572,249.1968,0.0278,0.5568,0.7163,ESTIMATED,249.19663,5.803E4,2.844E7,2.3265,2.8461,2.844E7,8.863E5,0.5817,249.19603,249.19715,0.0277,0.5614,0.6919,ESTIMATED,249.1969,1.166E5,2.686E7,2.8254,2.0815,2.686E7,9.569E5,0.5775,249.19629,249.1968,0.027,0.5601,0.7225,ESTIMATED,249.19662,2.201E5,2.791E7,2.4634,2.9668,2.791E7,9.174E5,0.5844,249.19558,249.19708,0.0281,0.5641,0.7381,ESTIMATED,249.19683,1.828E5,2.75E7,2.4302,1.929,2.75E7,7.968E5,0.5759,249.19557,249.19687,0.0296,0.5614,0.6831,ESTIMATED,249.19661,3.389E5,2.303E7,4.0617,3.3968,2.303E7,8.677E5,0.5878,249.19566,249.19706,0.0263,0.5617,0.7067,ESTIMATED,249.19635,4.548E4,2.715E7,2.2995,2.1781,2.715E7
14,9.632E6,0.5809,329.15345,329.1541,1,10,0,0.878,1.16,0.00038,0.0074,0,0.5559,0.7794,329.15359,1.241E5,2.529E8,2.529E8,9.071E6,0.5779,329.153,329.15403,0.0295,0.5576,0.7781,ESTIMATED,329.15364,4.139E5,2.305E8,3.8003,2.9768,2.305E8,9.13E6,0.5791,329.15272,329.15388,0.0318,0.5559,0.7794,ESTIMATED,329.15354,2.878E5,2.406E8,3.484,2.771,2.406E8,9.184E6,0.5832,329.15351,329.15419,0.0287,0.56,0.7776,ESTIMATED,329.15373,1.402E6,2.462E8,3.7814,2.5052,2.462E8,9.192E6,0.5818,329.15312,329.15375,0.0302,0.5586,0.7791,ESTIMATED,329.15348,1.421E5,2.354E8,3.5198,2.9184,2.354E8,9.632E6,0.58,329.15256,329.15367,0.0291,0.5568,0.7773,ESTIMATED,329.1534,5.903E5,2.458E8,3.3995,2.8928,2.458E8,9.243E6,0.5846,329.1531,329.15452,0.03,0.5585,0.7791,ESTIMATED,329.15378,1.241E5,2.417E8,2.7425,2.5867,2.417E8,9.534E6,0.5775,329.15284,329.15388,0.0301,0.5572,0.7777,ESTIMATED,329.15339,1.239E6,2.529E8,3.9311,3.6066,2.529E8,9.175E6,0.5815,329.15345,329.1541,0.0295,0.5612,0.7788,ESTIMATED,329.15375,9.018E5,2.344E8,4.2727,2.9778,2.344E8,8.725E6,0.5788,329.15231,329.15395,0.0299,0.5585,0.7789,ESTIMATED,329.15348,1.505E6,2.25E8,3.3948,2.9317,2.25E8,8.878E6,0.5849,329.15279,329.15441,0.0295,0.5617,0.7794,ESTIMATED,329.15369,5.674E5,2.297E8,3.6176,3.5451,2.297E8
15,2.223E5,0.5809,609.29703,609.29873,1,10,0,0.888,1.05,0.00064,0.0128,0,0.5601,0.6367,609.2978,1.463E5,7.732E6,7.732E6,1.963E5,0.575,609.2972,609.29889,0.0309,0.5634,0.6271,ESTIMATED,609.29796,2.079E5,6.044E6,3.4651,2.6222,6.044E6,1.954E5,0.5762,609.29624,609.29824,0.0315,0.5618,0.6139,ESTIMATED,609.29772,2.054E5,6.545E6,2.631,1.7999,6.545E6,1.767E5,0.5774,609.2971,609.29918,0.0378,0.5629,0.6208,ESTIMATED,609.29804,1.463E5,5.744E6,2.7624,1.9073,5.744E6,2.131E5,0.5789,609.29327,609.29823,0.0256,0.5644,0.6252,ESTIMATED,609.29764,1.826E5,7.29E6,3.0491,1.8929,7.29E6,2.206E5,0.58,609.29677,609.29793,0.0261,0.5627,0.6322,ESTIMATED,609.2975,2.024E5,7.732E6,2.2958,1.8198,7.732E6,1.967E5,0.5846,609.29385,609.29874,0.034,0.5643,0.6367,ESTIMATED,609.29814,1.769E5,6.31E6,2.0295,1.4993,6.31E6,2.223E5,0.5833,609.29687,609.29813,0.0339,0.5601,0.6209,ESTIMATED,609.2975,2.331E5,6.806E6,1.6046,1.2481,6.806E6,1.94E5,0.5873,609.29703,609.29873,0.0333,0.567,0.6249,ESTIMATED,609.29799,3.328E5,6.161E6,1.9495,1.4294,6.161E6,1.754E5,0.5788,609.2969,609.29883,0.0292,0.5614,0.6193,ESTIMATED,609.29766,3.122E5,5.859E6,1.9775,1.7428,5.859E6,1.889E5,0.5878,609.29715,609.29929,0.0276,0.5675,0.6226,ESTIMATED,609.29786,6.187E5,6.643E6,2.0508,1.3578,6.643E6
16,6.043E5,0.5812,291.15976,291.1615,1,10,0,0.821,3.06,0.00089,0.0054,0,0.5589,0.7454,291.16096,8.555E4,1.334E7,1.334E7,5.462E5,0.5779,291.16,291.16147,0.032,0.5605,0.7374,ESTIMATED,291.16118,2.227E5,1.185E7,6.1995,4.1894,1.185E7,5.541E5,0.582,291.16,291.16164,0.0298,0.5589,0.7125,ESTIMATED,291.16113,9.973E4,1.32E7,4.8,3.6411,1.32E7,5.072E5,0.5832,291.16004,291.16167,0.0424,0.5629,0.7108,ESTIMATED,291.16112,2.139E5,1.177E7,5.04,2.7349,1.177E7,5.666E5,0.5789,291.15984,291.1613,0.0361,0.5615,0.724,ESTIMATED,291.16106,8.555E4,1.278E7,5.3281,4.4095,1.278E7,6.043E5,0.5829,291.15976,291.16132,0.0306,0.5598,0.7454,ESTIMATED,291.16101,1.826E5,1.222E7,4.3694,3.9832,1.222E7,5.096E5,0.5817,291.16022,291.16171,0.0316,0.5643,0.7064,ESTIMATED,291.16129,2.965E5,1.137E7,5.1352,3.8313,1.137E7,5.635E5,0.5833,291.15979,291.16153,0.0385,0.5601,0.7051,ESTIMATED,291.16098,3.005E5,1.334E7,3.5036,2.8818,1.334E7,5.075E5,0.5786,291.15976,291.1615,0.0272,0.5641,0.7062,ESTIMATED,291.16088,3.355E5,1.183E7,7.6301,4.6434,1.183E7,5.845E5,0.5817,291.15952,291.16128,0.0333,0.5614,0.7237,ESTIMATED,291.16052,2.758E5,1.168E7,5.3167,3.7991,1.168E7,5.064E5,0.582,291.15987,291.16145,0.0299,0.5675,0.7242,ESTIMATED,291.1604,2.78E5,1.121E7,5.6051,5.2266,1.121E7
17,1.905E5,0.5821,338.08599,338.08776,0.9,9,0,0.802,4.11,0.00139,0.0116,0,0.5585,0.6252,338.08704,1.51E5,7.156E6,7.156E6,1.737E5,0.5808,338.08596,338.08791,0.0279,0.5634,0.6184,ESTIMATED,338.08739,2.6E5,6.07E6,2.2703,1.5841,6.07E6,1.766E5,0.5762,338.08587,338.08789,0.0278,0.5618,0.6197,ESTIMATED,338.0872,2.218E5,6.189E6,2.5002,1.8585,6.189E6,1.75E5,0.5832,338.08609,338.08799,0.0274,0.5629,0.6179,ESTIMATED,338.08719,1.976E5,6.066E6,1.7312,1.3573,6.066E6,1.788E5,0.5818,338.08577,338.08769,0.0235,0.5644,0.6252,ESTIMATED,338.08734,2.138E5,6.745E6,1.8836,1.7717,6.745E6,1.865E5,0.58,338.08577,338.08753,0.0273,0.5627,0.6235,ESTIMATED,338.08706,1.893E5,6.672E6,3.5151,1.4154,6.672E6,1.905E5,0.5817,338.08673,338.08802,0.0275,0.5643,0.6164,ESTIMATED,338.08771,1.984E5,6.806E6,2.69,1.5006,6.806E6,1.843E5,0.5775,338.08569,338.0875,0.0241,0.5601,0.6122,ESTIMATED,338.08725,2.326E5,7.156E6,2.3553,1.702,7.156E6,1.771E5,0.5844,338.08599,338.08776,0.0233,0.5641,0.6191,ESTIMATED,338.08674,1.51E5,6.908E6,1.6635,1.2985,6.908E6,1.493E5,0.5875,338.08557,338.08734,0.0274,0.5585,0.6135,ESTIMATED,338.08622,1.706E5,5.389E6,0.9957,1.0077,5.389E6,1.735E5,0.5878,338.08571,338.0878,0.024,0.5675,0.6226,ESTIMATED,338.08632,2.006E5,6.827E6,1.8141,1.2813,6.827E6
18,2.061E6,0.5815,242.08022,242.08085,1,10,0,0.875,1.19,0.00029,0.0074,0,0.5559,0.7425,242.08056,4.81E4,6.16E7,6.16E7,2.061E6,0.5837,242.0802,242.08094,0.0284,0.5576,0.7142,ESTIMATED,242.0806,1.287E5,5.987E7,1.7532,1.8233,5.987E7,1.913E6,0.5791,242.08027,242.08077,0.0283,0.5559,0.7242,ESTIMATED,242.08053,4.81E4,5.848E7,2.4894,2.2805,5.848E7,1.966E6,0.5803,242.07982,242.08104,0.0276,0.56,0.7137,ESTIMATED,242.08067,2.152E5,5.757E7,2.5509,2.3085,5.757E7,1.92E6,0.5789,242.08024,242.08132,0.0289,0.5586,0.7181,ESTIMATED,242.08048,5.397E4,5.706E7,3.0651,2.3269,5.706E7,1.995E6,0.5829,242.08022,242.08153,0.0277,0.5568,0.7425,ESTIMATED,242.08043,2.365E5,5.832E7,1.8163,1.5788,5.832E7,1.893E6,0.5846,242.08038,242.08125,0.0275,0.5614,0.6977,ESTIMATED,242.08071,3.347E5,5.597E7,2.034,1.8504,5.597E7,1.971E6,0.5775,242.08002,242.08062,0.0286,0.5572,0.708,ESTIMATED,242.08043,3.059E5,5.85E7,2.7268,2.3193,5.85E7,1.923E6,0.5844,242.08022,242.08085,0.0278,0.5612,0.712,ESTIMATED,242.08068,2.924E5,5.913E7,2.1496,2.0765,5.913E7,2.036E6,0.5788,242.07957,242.08068,0.054,0.5585,0.7208,ESTIMATED,242.08047,3.291E5,6.16E7,2.6224,2.3436,6.16E7,1.912E6,0.5849,242.0798,242.0809,0.0288,0.5617,0.7387,ESTIMATED,242.08065,8.137E4,5.596E7,2.4222,2.045,5.596E7
19,8.191E5,0.5815,265.19116,265.19166,1,10,0,0.872,1.27,0.00034,0.0103,0,0.5559,0.6719,265.19134,3.529E4,2.841E7,2.841E7,7.898E5,0.5779,265.19122,265.19162,0.0273,0.5605,0.6706,ESTIMATED,265.19139,1.816E5,2.569E7,2.6089,2.0417,2.569E7,8.016E5,0.5791,265.19117,265.19153,0.0278,0.5559,0.6719,ESTIMATED,265.19129,3.529E4,2.553E7,2.7538,2.2319,2.553E7,7.555E5,0.5832,265.19128,265.19261,0.0275,0.56,0.6498,ESTIMATED,265.19145,1.006E5,2.457E7,1.944,1.8024,2.457E7,8.067E5,0.5789,265.19112,265.19252,0.0263,0.5615,0.6687,ESTIMATED,265.19125,1.285E5,2.706E7,2.8679,2.4163,2.706E7,8.181E5,0.5829,265.191,265.19234,0.0271,0.5598,0.6525,ESTIMATED,265.19118,2.376E5,2.635E7,1.6341,1.9255,2.635E7,7.79E5,0.5846,265.19138,265.1928,0.0263,0.5614,0.6599,ESTIMATED,265.19151,1.527E5,2.592E7,1.8876,1.4992,2.592E7,8.191E5,0.5775,265.19106,265.19225,0.0289,0.5572,0.6557,ESTIMATED,265.19117,8.466E4,2.841E7,2.5379,2.0955,2.841E7,7.666E5,0.5844,265.19116,265.19166,0.027,0.5612,0.6424,ESTIMATED,265.19147,8.572E4,2.497E7,1.8359,1.6003,2.497E7,7.318E5,0.5788,265.19109,265.1916,0.0287,0.5614,0.657,ESTIMATED,265.19124,7.689E5,2.294E7,2.1773,2.1612,2.294E7,7.695E5,0.5878,265.19103,265.19177,0.0293,0.5646,0.669,ESTIMATED,265.19143,2.757E5,2.388E7,1.6212,1.5392,2.388E7
20,1.437E6,0.5815,288.15916,288.16078,1,10,0,0.873,1.21,0.00035,0.0103,0,0.5568,0.7503,288.15954,5.074E4,4.326E7,4.326E7,1.353E6,0.5808,288.1594,288.16072,0.0301,0.5605,0.7171,ESTIMATED,288.15964,2.93E5,3.723E7,2.2495,2.0716,3.723E7,1.333E6,0.5791,288.15915,288.15993,0.0261,0.5589,0.7213,ESTIMATED,288.1595,1.874E5,3.876E7,2.39,2.3709,3.876E7,1.337E6,0.5832,288.15951,288.16021,0.028,0.56,0.7108,ESTIMATED,288.15968,9.488E4,3.805E7,2.2614,2.0118,3.805E7,1.336E6,0.5789,288.15908,288.15972,0.0291,0.5615,0.7152,ESTIMATED,288.15943,2.996E5,3.893E7,3.2582,2.8102,3.893E7,1.422E6,0.58,288.15911,288.16046,0.0292,0.5568,0.7047,ESTIMATED,288.15936,7.708E4,4.094E7,2.7964,2.3457,4.094E7,1.362E6,0.5846,288.15942,288.1608,0.0304,0.5614,0.7093,ESTIMATED,288.15971,2.853E5,3.94E7,2.0656,1.934,3.94E7,1.437E6,0.5775,288.15901,288.16051,0.0279,0.5572,0.7196,ESTIMATED,288.15937,1.329E5,4.326E7,2.6878,2.4645,4.326E7,1.353E6,0.5815,288.15916,288.16078,0.0302,0.5612,0.7091,ESTIMATED,288.15967,7.257E4,3.849E7,2.9775,91.5809,3.849E7,1.292E6,0.5817,288.15919,288.15983,0.0305,0.5585,0.7034,ESTIMATED,288.15944,1.137E5,3.707E7,2.0992,1.8043,3.707E7,1.337E6,0.5878,288.15893,288.16106,0.0315,0.5617,0.7503,ESTIMATED,288.15963,5.074E4,3.66E7,2.2097,1.882,3.66E7
21,8.573E5,0.5815,304.20138,304.203,1,10,0,0.882,1.07,0.00033,0.0074,0,0.5572,0.6902,304.20255,4.584E4,2.81E7,2.81E7,7.752E5,0.5808,304.20243,304.20303,0.0277,0.5605,0.6242,ESTIMATED,304.2026,3.827E5,2.596E7,1.9531,1.6603,2.596E7,7.891E5,0.5791,304.20235,304.20273,0.0301,0.5589,0.64,ESTIMATED,304.20251,3.094E5,2.563E7,2.0548,1.6997,2.563E7,7.729E5,0.5832,304.2015,304.20306,0.0268,0.56,0.6324,ESTIMATED,304.20266,1.063E5,2.492E7,2.8183,1.5028,2.492E7,7.71E5,0.5789,304.20222,304.20282,0.0296,0.5615,0.631,ESTIMATED,304.20246,1.825E5,2.484E7,2.9879,2.0952,2.484E7,8.573E5,0.5829,304.20214,304.20254,0.0273,0.5598,0.6902,ESTIMATED,304.20239,1.614E5,2.81E7,1.4779,1.4049,2.81E7,8.258E5,0.5846,304.20143,304.20292,0.0282,0.5614,0.6686,ESTIMATED,304.20271,2.055E5,2.777E7,1.7785,1.4945,2.777E7,8.443E5,0.5775,304.20109,304.2026,0.0301,0.5572,0.6673,ESTIMATED,304.20239,7.319E4,2.8E7,2.4919,1.8933,2.8E7,7.711E5,0.5815,304.20138,304.203,0.0277,0.5641,0.6424,ESTIMATED,304.20267,3.471E5,2.63E7,2.495,49.3653,2.63E7,6.736E5,0.5817,304.20115,304.20297,0.0283,0.5614,0.6222,ESTIMATED,304.20244,3.318E5,2.403E7,1.5995,1.3724,2.403E7,7.314E5,0.5849,304.20138,304.20291,0.0335,0.5617,0.6371,ESTIMATED,304.20266,4.584E4,2.253E7,2.0005,1.733,2.253E7
22,1.646E6,0.5815,407.22007,407.2232,1,10,0,0.85,1.46,0.00059,0.0098,0,0.5568,0.6934,407.22226,7.143E4,5.276E7,5.276E7,3.578E5,0.5779,407.22195,407.22321,0.03,0.5605,0.6358,ESTIMATED,407.22241,1.4E5,1.134E7,2.166,1.7097,1.134E7,1.56E6,0.5762,407.22171,407.22275,0.0297,0.5589,0.6748,ESTIMATED,407.22215,2.761E5,4.826E7,2.664,2.1956,4.826E7,3.646E5,0.5861,407.22011,407.22298,0.0274,0.5629,0.6353,ESTIMATED,407.22252,1.675E5,1.327E7,1.4091,1.3283,1.327E7,1.52E6,0.5818,407.21974,407.223,0.0326,0.5615,0.6716,ESTIMATED,407.22209,3.148E5,4.653E7,2.0586,1.7222,4.653E7,1.646E6,0.58,407.2215,407.2225,0.0283,0.5568,0.6815,ESTIMATED,407.22199,7.143E4,5.276E7,1.9344,1.5978,5.276E7,4.002E5,0.5846,407.22014,407.22314,0.0263,0.5643,0.6425,ESTIMATED,407.22256,2.371E5,1.405E7,1.7777,1.4236,1.405E7,1.572E6,0.5775,407.21968,407.22307,0.0301,0.5572,0.6934,ESTIMATED,407.22198,1.775E5,4.975E7,2.3442,1.7341,4.975E7,3.726E5,0.5844,407.22007,407.2232,0.0289,0.5641,0.6511,ESTIMATED,407.22251,1.585E5,1.215E7,1.8295,1.6218,1.215E7,1.232E6,0.5817,407.21971,407.22252,0.0284,0.5585,0.6889,ESTIMATED,407.22196,1.884E5,4.093E7,1.5761,1.5997,4.093E7,3.623E5,0.5849,407.21989,407.22287,0.0293,0.5646,0.6371,ESTIMATED,407.22242,1.855E5,1.228E7,1.9461,1.445,1.228E7
23,4.543E5,0.6009,398.17105,398.17154,0.5,5,0,0.915,0.55,0.00022,0.0084,0,0.5589,0.6992,398.17127,8.972E4,1.233E7,1.233E7,6.728E4,0.6184,398.17105,398.17144,0.0242,0.6155,0.6619,ESTIMATED,398.1714,6.203E5,3.153E6,14.8189,7.9798,3.153E6,4.232E5,0.5791,398.17052,398.17314,0.027,0.5589,0.6574,ESTIMATED,398.17116,1.268E5,1.233E7,3.6839,2.7234,1.233E7,8.354E4,0.6179,398.17105,398.17158,0.0156,0.615,0.6672,ESTIMATED,398.17153,6.022E5,3.992E6,16.496,9.01,3.992E6,4.3E5,0.5876,398.17078,398.17154,0.0314,0.5615,0.692,ESTIMATED,398.17106,8.972E4,1.018E7,3.1002,1.9401,1.018E7,4.543E5,0.58,398.1704,398.17324,0.0322,0.5598,0.696,ESTIMATED,398.17099,1.158E5,1.107E7,3.2922,3.1288,1.107E7,9.216E3,0.6222,398.17105,398.17156,0.0058,0.6193,0.6251,ESTIMATED,398.17156,3.177E6,3.177E6,0.9993,0.9996,3.177E6,4.496E5,0.5804,398.17064,398.173,0.0445,0.5601,0.6992,ESTIMATED,398.17094,1.657E5,1.114E7,3.538,3.1341,1.114E7,6.415E4,0.622,398.17105,398.17154,0.0277,0.6163,0.6482,ESTIMATED,398.17151,1.29E6,3.621E6,4.5023,2.7512,3.621E6,3.667E5,0.5817,398.17062,398.17187,0.0427,0.5614,0.6744,ESTIMATED,398.1711,2.971E5,8.515E6,3.2093,2.2167,8.515E6,8.155E4,0.6197,398.17105,398.17152,0.0418,0.6168,0.6632,ESTIMATED,398.17149,7.198E5,3.353E6,15.0259,8.0129,3.353E6
