rt,rt_range:min,rt_range:max,mz,datafile:SA4.mzML:area,datafile:SA1.mzML:area,datafile:SA2.mzML:area,datafile:SA3.mzML:area,datafile:SA5.mzML:area,datafile:SB3.mzML:area,datafile:SB4.mzML:area,datafile:SB5.mzML:area,datafile:SB2.mzML:area,datafile:SB1.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio,true p-value
5.2775,4.9314,5.478,429.0827,1120000,1130000,1238000,1115000,1122000,1190000,1217000,1242000,1158000,1125000,5.21,642,1.11,1/1,0.043,1145000,4.56493776257536,1186400,3.91220814304323,1.03615720524017,0.933474959675833,0.221977373671125
3.2915,3.2751,3.3983,365.22071,114700,120900,129500,123600,116300,151200,135600,140400,129500,122000,3.17,643,1.13,1/1,0.035,121000,4.9032717270054,135740,8.14107951614075,1.12181818181818,0.992759452936444,0.0302811673220888
13.2645,12.9749,13.4992,570.24418,1261000,1427000,1278000,1270000,1233000,1355000,1469000,1536000,1284000,1215000,13.2,644,1.14,1/1,0.082,1293800,5.90293054027969,1371800,9.57331184425208,1.0602875251198,0.930076776420879,0.284110102891008
27.0831,26.7615,27.3436,511.16049,3805000,3835000,4343000,3866000,3985000,3667000,4460000,4457000,4509000,4489000,26.94,645,1.17,1/1,0.003,3966800,5.57416070288336,4316400,8.42508296338672,1.08813149137844,0.930026915708069,0.103561498497837
13.4956,13.2367,13.9497,538.16928,1376000,1319000,1387000,1488000,1358000,1396000,1499000,1526000,1516000,1368000,13.65,646,1.08,1/1,0.038,1385600,4.53259687598112,1461000,5.02602594132398,1.0544168591224,0.976311906594816,0.119154639222085
14.7617,14.5002,15.0996,380.14308,1799000,1751000,1763000,2024000,1759000,1732000,1729000,1599000,1992000,1720000,14.8,647,0.97,1/1,0.701,1819200,6.37410680116493,1754400,8.20739994840426,0.964379947229551,0.994206131164486,0.45576277029594
9.4078,9.1803,9.7799,279.17103,5227000,5566000,5595000,5542000,6112000,3858000,3955000,4318000,3897000,4172000,9.48,648,0.72,1/1,0,5608400,5.67685519765596,4040000,4.88047637049705,0.72034804935454,1.00048340188131,1.38236260532781E-05
9.0556,8.7759,9.4597,614.26842,573500,475800,512900,46180,597600,548800,495700,436200,585200,594100,9.16,649,0.95,1/1,0.37,441196,51.2293006392984,532000,12.4203252508717,1.20581328933173,1.26927714666497,0.413649809664988
20.952,20.6505,21.2495,440.02779,466600,484500,455800,566500,550000,487400,473300,497100,564300,542200,20.95,650,1,1/1,0.99,504680,9.96761166252336,512860,7.53188159994734,1.01620829040184,1.01620829040184,0.780378701139232
13.4614,13.1019,13.7425,569.24985,1729000,2233000,2251000,1922000,1829000,2120000,2071000,2123000,2103000,1920000,13.29,651,1.18,1/1,0.006,1992800,11.9224409798585,2067400,4.10896817810117,1.03743476515456,0.879182004368268,0.527120307612634
27.8384,27.6443,28.1497,348.05693,5936000,6256000,7079000,6054000,7151000,5901000,5824000,5822000,5882000,6914000,27.85,652,0.96,1/1,0.577,6495200,8.89601127462035,6068600,7.80872978401636,0.934320729153837,0.973250759535246,0.237585173163621
7.177,6.9425,7.51,316.08555,4680000,4837000,4798000,4765000,4738000,4825000,4684000,4520000,4746000,5063000,7.21,653,1.03,1/1,0.085,4763600,1.25153141147447,4767600,4.18602218594308,1.00083970106642,0.971689030161573,0.966800224979021
5.7242,5.4447,6.1176,403.09049,1433000,1465000,1511000,1420000,1413000,1441000,1498000,1534000,1473000,1770000,5.82,654,1.03,1/1,0.632,1448400,2.78127532848721,1543200,8.50706300802955,1.06545153272577,1.03441896381142,0.161247841309444
6.6058,6.4309,6.8798,446.19788,1996000,1961000,1936000,1990000,2011000,2142000,2223000,2268000,2111000,2248000,6.58,655,1.21,1/1,0,1978800,1.51750151436856,2198400,3.11259705785087,1.11097634930261,0.918162272150915,0.000174557121472774
31.976,31.8798,32.1298,406.13358,7068000,6547000,7576000,7172000,6523000,6723000,6610000,6359000,6922000,7075000,31.83,656,0.98,1/1,0.735,6977200,6.39409174042016,6737800,4.11621311689388,0.965688241701542,0.985396165001574,0.338005259800875
6.3455,6.1806,6.5594,416.17258,1815000,1902000,1832000,1846000,1844000,1892000,1935000,1984000,1844000,2028000,6.26,657,1.08,1/1,0.008,1847800,1.77042490604792,1936600,3.75631308795862,1.0480571490421,0.970423286150096,0.0375551719237196
27.6719,27.4866,27.9199,377.07295,2465000,2580000,2783000,2487000,2867000,2521000,2503000,2492000,2472000,2823000,27.62,658,1.01,1/1,0.902,2636400,6.82610110749524,2562200,5.73217040496679,0.971855560612957,0.96223322832966,0.495369383588477
24.4701,24.2302,24.827,384.08375,807500,752600,793100,813400,795800,850400,855400,885900,840900,804500,24.53,659,1.06,1/1,0.016,792480,3.00277171268307,847420,3.459540507083,1.06932667070462,1.00879874594776,0.0116396712229659
28.0787,27.9153,28.4095,580.29221,1981000,2016000,2232000,1977000,2236000,1957000,1917000,1961000,1985000,2212000,28.11,660,0.92,1/1,0.163,2088400,6.40607777501709,2006400,5.85616452804921,0.960735491285194,1.04427770791869,0.333242049541961
15.3543,15.0007,15.5996,400.09945,4399000,4481000,4444000,4949000,4321000,3668000,3798000,3800000,4111000,3913000,15.3,661,0.81,1/1,0.006,4518800,5.48323697008149,3858000,4.30028754151349,0.853766486677879,1.05403269960232,0.00111359129998412
12.5786,12.4701,12.8008,383.04694,32350,33990,34020,31900,30080,29130,33610,30580,30030,30110,12.77,662,0.95,1/1,0.147,32468,5.05250742118869,30692,5.58282886526876,0.945299987680177,0.995052618610713,0.132641296203945
10.1336,10.0488,10.5272,396.17264,1854000,1945000,1748000,6174,2008000,1877000,1908000,7855,1783000,1812000,10.12,663,0.99,1/1,0.819,1512234.8,56.0492398780313,1477571,55.7066297035097,0.977077765965973,0.986947238349468,0.949302852959119
31.2164,31.1469,31.371,446.13557,312400,333900,398700,326200,385400,308800,318900,322600,322900,366300,31.11,664,0.91,1/1,0.177,351320,10.8905773254491,327900,6.77396193260809,0.933337128543778,1.02564519620195,0.270501872166495
6.6599,6.3056,6.8,441.2293,3204000,3232000,3185000,3216000,3262000,3277000,3335000,3410000,3234000,3525000,6.5,665,1,1/1,0.847,3219800,0.906122493511919,3356200,3.43111592821393,1.04236287968197,1.04236287968197,0.0332578157700209
25.9594,25.7599,26.1398,461.15999,1984000,1516000,2122,1771000,1691000,1703000,1803000,1838000,1644000,1594000,25.84,666,0.98,1/1,0.601,1392824.4,57.1069249954471,1716400,6.01880823565336,1.23231614839602,1.25746545754696,0.393364925134463
3.6552,3.5924,3.8594,570.19295,387900,398400,420600,376000,383000,424900,403500,427900,392500,395000,3.56,667,1.03,1/1,0.436,393180,4.41581085717298,408760,4.07208614517554,1.03962561676586,1.00934525899598,0.18552674590971
31.3446,31.2886,31.5095,478.98454,1262000,1267000,1605000,1273000,1613000,1212000,1218000,1195000,1231000,1535000,31.21,668,0.94,1/1,0.498,1404000,13.3333637713632,1278200,11.2766219141478,0.91039886039886,0.968509425956234,0.267931506761361
18.3361,18.0791,18.5095,281.0329,262700,261600,256300,261300,260400,265200,342800,261400,329500,252200,18.21,669,1.07,1/1,0.335,260460,0.946929991743297,290220,14.6285372543761,1.11425938723796,1.04136391330651,0.156261175960075
4.002,3.8607,4.2095,486.26299,1965000,1892000,2141000,2049000,1993000,1630000,1684000,1538000,1782000,1812000,3.91,670,0.85,1/1,0.003,2008000,4.65177830982804,1689200,6.62432914942888,0.841235059760956,0.989688305601125,0.00120803235098017
3.6141,3.4418,3.7533,380.1971,497300,536800,535200,499200,484200,598300,549100,559600,514400,511200,3.48,671,1.09,1/1,0.039,510540,4.69211515506697,546520,6.55791161309077,1.07047439965527,0.982086605188318,0.0989694273659564
5.059,5.0112,5.4597,394.21005,510500,14200,384500,380900,429100,1213000,1305000,1360000,1011000,899300,5.17,672,1.01,1/1,0.617,343840,55.7030572360075,1157660,16.9476704384699,3.36685667752443,3.33352146289548,0.000162989839654614
22.3578,22.0341,22.4894,369.10229,957000,965100,956400,965500,1135000,950900,965900,988900,946800,1102000,22.19,673,1.03,1/1,0.67,995800,7.8263003868889,990900,6.48494091084209,0.995079333199438,0.966096439999454,0.916292737018196
21.3496,21.06,21.66,370.18753,2120000,2188000,2061000,2010000,2444000,2166000,2097000,2202000,1983000,2413000,21.36,674,0.96,1/1,0.406,2164600,7.84124331299842,2172200,7.29216655550021,1.00351104130093,1.04532400135514,0.943444708605946
26.6179,26.392,26.8795,457.19181,2805000,2965000,2931000,2918000,2911000,2987000,2966000,2971000,2884000,2826000,26.58,675,1.04,1/1,0.015,2906000,2.07013506437647,2926800,2.3614074921101,1.00715760495527,0.968420773995447,0.625430329267125
4.5918,4.4801,4.7764,589.30974,1616000,1660000,1790000,1603000,1586000,1578000,1586000,1579000,1605000,1549000,4.78,676,0.99,1/1,0.771,1651000,4.99063526471581,1579400,1.27623684183425,0.956632344033919,0.966295297003958,0.0958023609399007
3.7743,3.6589,3.9094,249.08854,1242000,1272000,1445000,1246000,1249000,1333000,1393000,1479000,1329000,1266000,3.61,677,1,1/1,0.969,1290800,6.73898207351032,1360000,5.9025388942322,1.05361016423923,1.05361016423923,0.227444553823171
30.3727,30.2254,30.6299,451.00402,979000,945300,1117000,972200,938800,968300,973800,972600,954400,1081000,30.33,678,0.98,1/1,0.752,990460,7.34768442173939,990020,5.19589233036046,0.999555761969186,1.01995485915223,0.991462045202708
31.3032,31.2706,31.346,545.94952,10370,9668,15280,10260,16540,11280,11490,12000,11140,15670,31.49,679,1.03,1/1,0.877,12423.6,25.9564875741652,12316,15.4525567083416,0.991339064361377,0.962465111030463,0.950343321756226
3.343,3.2775,3.4626,636.49799,8056,9214,16050,16270,17000,1639,2876,1973,3091,5547,3.49,680,0.57,1/2,0.006,13318,32.3540082739248,3025.2,50.7130927054385,0.227151223907494,0.398510919135954,0.0010117409669807
31.6947,31.645,31.9249,497.24804,1471000,1511000,1802000,1511000,1794000,1374000,1351000,1296000,1472000,1668000,31.83,681,0.92,1/1,0.278,1617800,10.2195629898065,1432200,10.2211393594956,0.885276301149709,0.962256849075771,0.0969985204901734
16.3053,15.9119,16.5528,424.16891,3834000,3864000,3805000,4311000,3833000,3562000,3285000,2404000,4212000,3664000,16.21,682,1.02,1/1,0.71,3929400,5.4547568873169,3425400,19.3500266105946,0.871736142922584,0.854643277375082,0.14436636147212
22.2517,21.8204,22.5203,462.21721,5288000,5194000,5377000,5277000,5946000,4669000,4779000,4622000,5496000,6662000,22.12,683,1.11,1/1,0.439,5416400,5.59544058271976,5245600,16.531417052859,0.968466139871501,0.872492017902253,0.688513938588796
32.1761,32.1073,32.3923,333.17066,2166000,2193000,2639000,2217000,2095000,2034000,2024000,1998000,2091000,2402000,32.25,684,0.95,1/1,0.435,2262000,9.53360652914397,2109800,7.90780379172528,0.932714412024757,0.981804644236586,0.247246675913549
31.1252,30.9892,31.3833,443.05041,2107000,2159000,2194000,8771,2289000,9135,1951000,1983000,2033000,2083000,31.26,685,0.9,1/1,0.001,1751554.2,55.7508113365384,1611827,55.6717417668242,0.92022673349189,1.02247414832432,0.819667893455713
23.3072,22.9996,23.63,522.15957,16770000,15920000,15850000,16540000,18650000,17400000,15740000,9145000,17680000,17390000,23.33,686,1.05,1/1,0.188,16746000,6.77801417988835,15471000,23.388865608941,0.923862414905052,0.87986896657624,0.473720244105314
3.3795,3.3177,3.4825,382.1999,510200,579300,570400,529200,515900,580900,515700,556300,503400,509700,3.41,687,0.97,1/1,0.713,541000,5.88104003234063,533200,6.32914476118807,0.985582255083179,1.01606418049812,0.716656799816018
16.8425,16.4991,17.0498,538.32403,3804000,3952000,3863000,3611000,3828000,2876000,2790000,2806000,3325000,2933000,16.75,688,0.78,1/1,0,3811600,3.29049461494939,2946000,7.44933079218187,0.772903767446741,0.990902265957361,5.9758772772992E-05
13.8931,13.7677,14.048,299.07986,27060,29560,29230,27930,25730,22680,20400,20210,22490,22270,14,689,0.82,1/1,0,27902,5.64969809186628,21610,5.56213575764791,0.77449645186725,0.944507868130792,0.000102265678835782
13.3606,12.9329,13.6439,397.13217,1899000,2212000,1922000,2211000,1976000,2239000,2345000,2462000,2408000,2060000,13.23,690,0.99,1/1,0.86,2044000,7.60468194319499,2302800,6.90773699978332,1.126614481409,1.13799442566566,0.0315220100661072
0.5754,0.5539,0.7998,150.07772,2176000,2367000,2250000,2218000,2189000,2055000,2048000,2094000,2109000,2143000,0.5,691,1.02,1/1,0.591,2240000,3.41525151649456,2089800,1.88008172187956,0.932946428571429,0.914653361344538,0.00451103949934498
18.8037,18.4711,19.0805,415.27449,9639000,9717000,9704000,9553000,10220000,8365000,8504000,6641000,9952000,8759000,18.77,692,1.04,1/1,0.591,9766600,2.67909852285742,8444200,14.0545697731208,0.864599758360125,0.83134592150012,0.0410016316282345
5.3473,5.0506,5.4766,224.00667,87690,65790,63940,66480,75330,83850,88010,84350,59240,55830,5.35,693,0.97,1/1,0.669,71846,13.7637265407578,74256,20.7332041671934,1.0335439690449,1.06550924643804,0.775864946282555
0.5818,0.5598,0.6603,234.12425,349000,334300,401300,376300,362300,377200,383700,375900,361800,370600,0.48,694,1.01,1/1,0.888,364640,7.05944540483339,373840,2.19039953513564,1.02523036419482,1.01507956850973,0.468173956037779
7.5869,7.2601,7.7399,466.23533,2650000,2443000,2632000,2688000,2695000,2671000,2812000,2940000,2585000,2896000,7.44,695,1.13,1/1,0.002,2621600,3.93690800036549,2780800,5.39361572143939,1.06072627403113,0.93869581772666,0.086291027258983
16.3705,16.1102,16.7098,506.10998,1763000,1573000,1689000,1946000,1815000,1958000,1934000,1912000,2100000,1883000,16.41,696,1.11,1/1,0.038,1757200,7.92650812247606,1957400,4.31076465295471,1.11393125426815,1.00354167051185,0.025100726720328
0.5812,0.5589,0.7454,291.16096,566600,584500,604300,563500,554100,506400,509600,507200,507500,546200,0.5,697,0.91,1/1,0.026,574600,3.46712465768577,515380,3.3508081209705,0.896936999651932,0.985645054562562,0.00102363916765167
8.6397,8.3701,8.9697,466.24627,6212000,6111000,6273000,6331000,6310000,6210000,6199000,6310000,6243000,5860000,8.67,698,0.99,1/1,0.254,6247400,1.41867225272838,6164400,2.84828850080327,0.98671447322086,0.996681286081677,0.372982054715496
6.7679,6.5253,6.93,280.08504,1998000,2228000,2064000,2062000,1998000,1684000,1821000,2078000,1699000,1916000,6.63,699,0.84,1/1,0.026,2070000,4.54671248921834,1839600,8.89063559260271,0.888695652173913,1.05797101449275,0.0258369282451183
5.6734,5.4358,5.96,312.09145,1772000,1801000,1982000,1747000,1776000,1914000,1931000,1990000,1922000,2080000,5.66,700,1.01,1/1,0.839,1815600,5.23077744336095,1967400,3.54227637695043,1.08360872438863,1.07287992513726,0.0204634379551247
3.3518,3.2746,3.7033,405.26529,1226000,1296000,1328000,38590,1245000,1646000,1524000,1616000,1396000,1312000,3.34,701,1.22,1/1,0.035,1026718,53.9446467170151,1498800,9.52373397410775,1.45979714001313,1.19655503279765,0.102163362826549
6.6648,6.4318,6.9394,581.15619,3066000,3078000,2995000,3028000,3054000,2911000,3299000,3306000,3061000,3332000,6.49,702,1.06,1/1,0.15,3044200,1.08909353052242,3181800,5.87235931330426,1.04520070954602,0.986038405232096,0.143592837178031
21.992,21.6201,22.2465,501.16249,10710000,8841000,11250000,11080000,13230000,11810000,11680000,11170000,11500000,13490000,21.92,703,0.92,1/1,0.289,11022200,14.189786052143,11930000,7.58232792846781,1.08236105314728,1.17647940559487,0.293807830378844
24.4477,24.0005,24.5997,371.1066,2652000,2727000,2691000,2622000,2539000,2392000,2441000,2438000,2444000,2453000,24.3,704,0.88,1/1,0.01,2646200,2.71502426076271,2433600,0.983020729747701,0.919658378051546,1.04506633869494,0.000238385309587756
3.7972,3.7064,3.9563,499.22376,530600,545200,590500,520800,521500,538800,566900,593400,542200,532900,3.83,705,0.89,1/1,0.038,541720,5.35152689181779,554840,4.53341335384613,1.02421915380639,1.15080803798471,0.466595636152383
3.7111,3.6578,3.8003,551.18879,49280,51020,61810,58980,51340,57420,55100,55730,53620,49710,3.91,706,0.97,1/1,0.615,54486,10.1712075691612,54316,5.3635538782562,0.996879932459714,1.02771127057703,0.95307588720898
21.6426,21.2704,21.8697,513.23632,11860000,12570000,11870000,11580000,13140000,9330000,8361000,8092000,8945000,10710000,21.57,707,0.79,1/1,0.119,12204000,5.22963043734459,9087600,11.316539222204,0.744641101278269,0.942583672504138,0.000425362088797645
17.2716,17.2121,17.8114,452.17047,4102000,4836000,4367000,3847000,3705000,657200,290000,12130,1366000,1626000,17.32,708,1.01,1/1,0.639,4171400,10.7713059232494,790266,87.2891993256559,0.189448626360455,0.187572897386589,1.59690076562114E-05
10.398,10.1516,10.6,431.05234,1175000,1203000,1196000,1325000,1261000,1149000,1186000,1283000,1281000,1102000,10.3,709,1.02,1/1,0.803,1232000,4.94996788587316,1200200,6.69812696927767,0.974188311688312,0.95508658008658,0.500996335470304
25.9904,25.8979,26.0538,442.08364,2654,4531,4524,4136,4770,4665,4388,3718,4912,3163,26.05,710,1.17,1/1,0.003,4123,20.6659452578484,4169.2,17.218885032318,1.01120543293718,0.864278147809557,0.928405343453955
5.4971,5.3019,5.8118,378.13442,1348000,1379000,1503000,1339000,1344000,1428000,1472000,1532000,1403000,1359000,5.6,711,1.05,1/1,0.363,1382600,4.9975632574531,1438800,4.60434140217205,1.04064805439028,0.991093385133599,0.225653133554098
7.7553,7.5144,8.0896,528.25083,1464000,1490000,1478000,1473000,1471000,1496000,1537000,1563000,1464000,1622000,7.79,712,1.06,1/1,0.025,1475200,0.656173809128528,1536400,3.97367986886161,1.04148590021692,0.982533868129169,0.0577334218050817
4.342,4.2582,4.5764,406.18569,619400,622700,675200,643400,647000,557600,547600,526600,567600,585800,4.33,713,0.84,1/1,0.029,641540,3.49538182552176,557040,3.96844685003251,0.868285687564298,1.03367343757655,0.000323191149750951
8.9329,8.6004,9.1996,392.23427,2746000,2362000,2697000,2842000,2907000,2775000,2519000,2120000,2790000,2844000,8.9,714,0.94,1/1,0.27,2710800,7.79928565891304,2609600,11.5400177167474,0.962667847129998,1.02411473098936,0.555642571556057
28.9028,28.7546,29.1392,371.03554,274000,280100,360200,274100,371700,277300,271400,284900,275000,360100,28.84,715,0.96,1/1,0.717,312020,15.8516950690992,293740,12.7406426506591,0.941414011922313,0.980639595752409,0.528386154452165
11.3519,11.2206,11.8196,470.18823,2285000,2291000,2308000,2245000,2325000,2381000,2294000,2254000,2643000,2492000,11.52,716,1.07,1/1,0.119,2290800,1.30900400307256,2412800,6.54023230043048,1.05325650427798,0.984351873156992,0.127871622452384
3.8124,3.6401,3.9674,321.09827,1705000,1965000,1897000,1690000,1693000,1754000,1755000,1798000,1728000,1711000,3.94,717,1.01,1/1,0.823,1790000,7.321846618694,1749200,1.8845834150148,0.977206703910614,0.967531390010509,0.518660290252736
3.2725,3.1603,3.4079,285.08091,511000,554800,616600,527400,548200,732500,680100,724200,613300,577100,3.46,718,1.27,1/1,0.026,551600,7.29726396633307,665440,10.2714933659449,1.20638143582306,0.949906642380362,0.0124408260608097
31.3626,31.3157,31.5092,433.07188,531600,517600,663300,538700,664200,512000,518800,518700,531200,661800,31.21,719,0.95,1/1,0.611,583080,12.6967603057664,548500,11.61628154676,0.94069424435755,0.990204467744789,0.451403689584707
3.5962,3.5258,3.7204,464.27744,259600,265600,289500,259800,266100,296000,265400,256100,254200,256600,3.69,720,1.03,1/1,0.623,268120,4.60334461945179,265660,6.58842120606634,0.990825003729673,0.961966023038518,0.803784288823789
11.3402,11.3071,11.9049,521.12999,65010,53220,62520,4853,76520,289400,401200,513300,179000,124000,11.36,721,1.07,1/1,0.31,52424.6,53.141869669722,301380,52.8444137020981,5.74882784036502,5.37273629940656,0.00878376297806154
5.8,5.5875,5.9698,338.17786,9280000,9476000,8673000,9179000,9150000,8396000,8482000,8521000,8597000,10200000,5.67,722,0.98,1/1,0.707,9151600,3.23933712595226,8839200,8.64502406054667,0.965863892652651,0.98557540066597,0.418850448674261
14.946,14.6705,15.0699,272.03454,288000,289300,281700,354200,286400,283100,275800,277400,350800,275200,14.77,723,1.07,1/1,0.488,299920,10.1624726758562,292460,11.2022645103824,0.975126700453454,0.91133336490977,0.718994039536241
12.9722,12.7701,13.3185,491.10556,2320000,2307000,2337000,2564000,2256000,2335000,2423000,2487000,2585000,2494000,13.07,724,1.02,1/1,0.721,2356800,5.07920591298748,2464800,3.76180976702842,1.04582484725051,1.02531847769658,0.149398698170571
7.6895,7.5059,8.0197,486.09654,1689000,1821000,1746000,1710000,1706000,1527000,1537000,1589000,1554000,1703000,7.72,725,0.95,1/1,0.047,1734400,3.03687870383089,1582000,4.52787603515707,0.912130996309963,0.960137890852593,0.00499833941940479
30.6567,30.6258,31.2241,439.22384,260300,265900,233900,226600,210400,249900,10050,259700,243400,264300,30.7,726,0.99,1/1,0.79,239420,9.73764931332614,205470,53.3160850775259,0.858198980870437,0.866867657444886,0.517020287785212
9.4386,9.1629,9.5998,376.16297,6394000,6550000,6516000,6573000,7438000,4683000,4960000,5500000,4895000,5140000,9.3,727,0.86,1/1,0.127,6694200,6.29626421810924,5035600,6.09158674494373,0.752233276567775,0.874689856474157,0.000100539616306417
28.0614,27.8804,28.4799,383.17628,5271000,5511000,5960000,5278000,5884000,5056000,5103000,5176000,4937000,5576000,28.18,728,0.95,1/1,0.302,5580800,5.86309178909986,5169600,4.70502476401235,0.926318807339449,0.975072428778368,0.0541247358890465
18.2176,17.8229,18.5004,533.22829,4097000,4156000,4074000,4146000,4335000,5714000,6441000,6014000,5412000,4982000,18.1,729,1.27,1/1,0.004,4161600,2.46780201570262,5712600,9.76823915088639,1.37269319492503,1.08086078340553,0.000285538510356168
13.2882,12.9456,13.4596,524.33636,4579000,4684000,4754000,5495000,4435000,4192000,4063000,4079000,4670000,3974000,13.16,730,0.92,1/1,0.252,4789400,8.60945509201389,4195600,6.58532427532726,0.876017872802439,0.952193340002651,0.0281397303417041
4.8974,4.677,5.1514,313.17426,276700,271800,291400,274200,272400,273200,289700,281000,272200,279700,4.77,731,0.95,1/1,0.17,277300,2.92436133180141,279160,2.52493798739162,1.00670753696358,1.05969214417219,0.708782220728991
0.5815,0.5568,0.6934,407.22226,1520000,1232000,1646000,1572000,1560000,362300,400200,364600,372600,357800,0.71,732,0.26,1/4,0,1506000,10.6108814637122,371500,4.55390098684798,0.24667994687915,0.948769026458269,2.59098116577951E-07
12.4157,12.2764,12.8757,278.19104,5798000,6109000,5991000,6728000,5546000,14350,36800,113800,1585000,2578000,12.4,733,0.55,1/2,0,6034400,7.33166650430235,865590,134.561634386039,0.143442595784171,0.260804719607583,1.48292285506165E-05
14.5801,14.3775,14.7987,416.27963,244800,259900,243600,288000,238200,227000,213900,212100,279300,232600,14.59,734,0.92,1/1,0.142,254900,7.91748719347428,232980,11.7183493089479,0.914005492349941,0.993484230815153,0.186819326748759
0.5841,0.5559,0.676,368.17407,408400,178200,469800,463900,409500,467700,488600,475000,477900,444800,0.52,735,1.26,1/1,0.266,385960,31.0171835154438,470800,3.47477658219687,1.21981552492486,0.968107559464177,0.155035600537304
5.9489,5.8009,6.0984,422.17645,354400,423000,382200,386000,387600,320900,309500,290300,329700,377600,6.1,736,0.92,1/1,0.018,386640,6.31220028589565,325600,10.0089399908127,0.842127043244362,0.91535548178735,0.010045177936494
0.5806,0.5572,0.689,316.17738,585500,591800,631500,615100,588300,583000,595600,575700,592900,575200,0.54,737,1,1/1,0.999,602440,3.32488328383941,584480,1.62300639809775,0.970187902529712,0.970187902529712,0.10755981604039
3.7287,3.6584,3.8182,256.09729,169600,167800,189900,169700,169600,195100,192800,202700,181200,180000,3.86,738,1.09,1/1,0.109,173320,5.36725509954249,190360,5.06554387043986,1.09831525501962,1.00762867432992,0.0216850291733963
3.288,3.271,3.3338,348.14574,28370,29920,32670,32520,31320,31920,33160,30330,32380,32690,3.27,739,1.03,1/1,0.755,30960,5.88462821775476,32096,3.38278719905676,1.03669250645995,1.00649757908733,0.265311115430851
3.2432,2.7993,3.3946,292.11165,419400,68820,483100,420200,425700,32610,469100,477000,439500,438500,3.23,740,2.31,2/1,0.001,363444,45.9066535665882,371342,51.2039045780288,1.02173099569672,0.442307790344902,0.946055295232205
15.0094,14.5632,15.1599,502.23665,1116000,589100,1040000,1329000,1228000,1386000,1346000,1487000,1632000,1385000,15,741,0.94,1/1,0.477,1060420,26.9161064639007,1447200,7.99809522627682,1.36474227192999,1.45185348077659,0.0229135199387135
10.0626,9.8587,10.2856,367.16699,279000,281400,276800,318300,313700,291000,303500,310300,296200,287000,9.99,742,1.09,1/1,0.359,293840,6.92880218276482,297600,3.16101414998591,1.01279607949905,0.92917071513674,0.717496996096448
20.5887,20.4244,20.8328,475.11478,52880,49220,53400,53600,52530,43140,40870,38950,45990,45000,20.69,743,0.91,1/1,0.017,52326,3.41497369642415,42790,6.7811715730309,0.817757902381225,0.898635057561786,0.000243785624110124
11.0173,10.7228,11.3197,282.16031,1606000,1425000,1525000,1567000,1967000,1700000,1671000,1492000,2067000,1777000,11.02,744,0.99,1/1,0.969,1618000,12.7579926002836,1741400,12.0508236946574,1.07626699629172,1.08713838009264,0.375993124925814
3.3292,2.9206,3.52,329.15387,8197000,8509000,9214000,8554000,8281000,8720000,7950000,7973000,7829000,7956000,3.22,745,0.96,1/1,0.599,8551000,4.67619987303961,8085600,4.44276963446418,0.945573617120805,0.984972517834171,0.088888488582947
22.6002,22.4605,23.0598,415.21252,2124000,2205000,2139000,2097000,2435000,1932000,1992000,2030000,1832000,2027000,22.76,746,0.9,1/1,0.076,2200000,6.23887439519408,1962600,4.22840853611008,0.892090909090909,0.991212121212121,0.0107038877984271
11.5606,11.3027,11.81,415.21264,772500,785500,772500,887000,897300,784000,782600,798700,886600,736900,11.51,747,0.93,1/1,0.451,822960,7.71466956522616,797760,6.87048381975552,0.969378827646544,1.04234282542639,0.520621104202689
23.3506,23.0705,23.6696,371.10655,942200,984100,934700,938400,965300,930200,910700,920000,925900,907200,23.37,748,0.95,1/1,0.059,952940,2.21564953156705,918800,1.06357796225973,0.964174029844481,1.01492003141524,0.0111675766506854
26.9589,26.858,27.0814,847.44682,121100,121700,141200,116700,122400,140400,141800,147300,141500,136800,27.12,749,1.11,1/1,0.072,124620,7.64918822902554,141560,2.66693596809199,1.1359332370406,1.02336327661316,0.00609061362130157
5.2005,4.9507,5.4121,296.18401,795600,820600,892900,798800,791100,765400,740900,742400,770000,784300,5.25,750,0.93,1/1,0.184,819800,5.17326604497129,760600,2.45300712455014,0.927787265186631,0.997620715254442,0.0212479257227873
3.1679,2.6969,3.2958,304.20261,131600,723300,821800,737600,36320,870000,768300,786800,76010,82740,3.13,751,0.91,1/1,0.155,490124,76.3479822889707,516770,77.6216527037667,1.05436583395222,1.15864377357387,0.916183388630622
27.6034,27.4804,27.7959,379.16481,395700,424800,451100,394500,483900,423300,413200,419100,426900,503600,27.78,752,1.03,1/1,0.637,430000,8.8663839109318,437220,8.56690020784463,1.01679069767442,0.987175434635358,0.770304618008835
16.0108,15.7618,16.2384,390.15625,26730,26830,24670,31620,27590,29840,30990,31880,25260,28370,16.06,753,1.14,1/1,0.131,27488,9.28078333376625,29268,8.87446195018544,1.06475552968568,0.93399607867165,0.306103409476545
3.2736,2.9001,3.3891,245.13992,1591000,1731000,1799000,1593000,1562000,1932000,1630000,1622000,1573000,1553000,3.2,754,0.84,1/1,0.029,1655200,6.27136665187076,1662000,9.2884804171926,1.00410826486225,1.19536698197887,0.93686455009303
